('AC04652-2022-11-02-200','A12-2','efxi', 'LB')
('AC04652-2022-11-01-9056','A504-2','UecPnzkGUa', 'LB')
('SL04652-2022-11-01-8706','S363-18','yQLMKFINxzr', 'MB')
('SL04652-2022-11-01-8707','S363-19','oKseDnzkeLFEeMVZ', 'UB')
('AC12058-2022-11-01-8774','A488-8','EfqUIY', 'LB')
('AC12058-2022-11-01-8775','A488-9','FLGDxM', 'UB')
('AC22517-2022-11-02-8849','A492-11','eT', 'SL')
('AC22517-2022-11-02-8850','A492-12','ABtSoSCn', 'SU')
('SL04652-2022-11-01-8713','S364-1','rSPYVehSIoG', 'LB')
('SL04652-2022-11-01-8714','S364-2','VVS', 'MB')
('AC04652-2022-11-02-8845','A492-7','CNcrOgEzGu', 'LB')
('SL12058-2022-11-01-8574','S358-6','hTWmYwpjIJY', 'UB')
('AC04652-2022-11-01-9066','A504-12','YTJxtQKXWQIXj', 'SU')
('AC22517-2022-11-01-8792','A489-8','wDXyT', 'LB')
('SL22517-2022-11-02-8713','S364-1','jjxfLINCZYfaXVnY', 'LB')
('SL04652-2022-11-02-8746','S365-10','DmcPUHsqsdmpa', 'MB')
('SL12058-2022-11-01-8581','S358-13','BqbOkiMZ', 'MB')
('AC22517-2022-11-01-8796','A489-12','Eu', 'SU')
('SL12058-2022-11-01-8594','S359-2','hEejN', 'MB')
('AC22517-2022-11-01-8809','A490-7','wrhiEvFUrc', 'LB')
('AC04652-2022-11-02-8870','A493-14','ewJouRoTVCF', 'LB')
('SL22517-2022-11-02-8731','S364-19','CtWmknpO', 'UB')
('AC22517-2022-11-01-8812','A490-10','WjUpvzJOfKupqvHw', 'UB')
('AC22517-2022-11-01-8813','A490-11','HKMCBGbUdQ', 'SL')
('SL22517-2022-11-02-8735','S364-23','sVZcsyDnv', 'SL')
('SL22517-2022-11-01-8755','S365-19','vUouilShXByPCkOP', 'UB')
('SL12058-2022-11-01-8640','S360-24','dQMiiAXaRDEQpjfx', 'SU')
('SL04652-2022-11-01-8817','S368-9','TPSnNo', 'LB')
('AC04652-2022-11-02-8966','A499-2','a', 'LB')
('SL22517-2022-11-02-8850','S369-18','iO', 'MB')
('SL22517-2022-11-01-8810','S368-2','HFl', 'MB')
('AC22517-2022-11-01-8926','A496-16','AFYmqSETdJQI', 'UB')
('AC12058-2022-11-01-8919','A496-9','hTrKhnRbGv', 'UB')
('SL22517-2022-11-01-8874','S370-18','JHToTQuVPc', 'MB')
('AC04652-2022-11-02-9029','A502-11','JwsuVp', 'SL')
('AC22517-2022-11-01-8989','A500-7','DdNcgwFh', 'LB')
('SL04652-2022-11-02-8939','S373-11','skaQbJgS', 'UB')
('SL22517-2022-11-01-8888','S371-8','cVWgWCehJ', 'SU')
('SL04652-2022-11-02-8941','S373-13','hGZCZtWorgdAJ', 'MB')
('SL22517-2022-11-02-8922','S372-18','DQckKLlxRy', 'MB')
('SL12058-2022-11-01-8786','S367-2','umDF', 'MB')
('AC22517-2022-11-02-9063','A504-9','fsQiDSrGVopxQ', 'UB')
('AC22517-2022-11-01-9018','A501-18','EtJiDE', 'SU')
('AC12058-2022-11-01-9009','A501-9','mslrzJGZTULQI', 'UB')
('SL04652-2022-11-02-8959','S374-7','yeKvhfOY', 'SL')
('SL12058-2022-11-01-8806','S367-22','gkijEwdtRIcAgM', 'UB')
('SL12058-2022-11-01-8887','S371-7','sTNYk', 'SL')
('AC22517-2022-11-01-9067','A504-13','nmVRCmLfgHzcXmbC', 'LB')
('AC04652-2022-11-01-9364','A521-4','XwgUSUJI', 'UB')
('AC22517-2022-11-02-9149','A509-5','xYgNrfOOyjfr', 'SL')
('SL22517-2022-11-02-9014','S376-14','nmDxg', 'UB')
('AC04652-2022-11-01-9374','A521-14','U', 'LB')
('AC04652-2022-11-01-9376','A521-16','l', 'UB')
('SL22517-2022-11-01-8977','S375-1','HCoaDac', 'LB')
('AC22517-2022-11-01-9231','A513-15','yZxQgcSaQcjDz', 'UB')
('AC04652-2022-11-01-9494','A528-8','dSevdxBPTI', 'LB')
('AC22517-2022-11-02-9278','A516-8','qyXMDqlN', 'LB')
('AC22517-2022-11-01-9234','A513-18','rxd', 'SU')
('SL04652-2022-11-02-9158','S382-14','rbVAl', 'UB')
('AC22517-2022-11-01-9237','A514-3','pB', 'UB')
('SL22517-2022-11-01-9106','S380-10','fgBONixfMl', 'MB')
('AC04652-2022-11-01-9500','A528-14','EEKaY', 'LB')
('AC04652-2022-11-01-9501','A528-15','xmRnFcu', 'UB')
('SL22517-2022-11-01-9111','S380-15','Vj', 'SL')
('AC04652-2022-11-02-9270','A515-18','zyraItcEOpbCSlBD', 'SU')
('SL04652-2022-11-02-9167','S382-23','ZQIZofP', 'SL')
('AC22517-2022-11-01-9246','A514-12','jzS', 'SU')
('SL04652-2022-11-02-9169','S383-1','zQ', 'LB')
('AC04652-2022-11-02-9273','A516-3','DlLgqWO', 'UB')
('SL04652-2022-11-01-9158','S382-14','IhtjvAT', 'UB')
('AC22517-2022-11-01-9262','A515-10','PKHyvXBwJz', 'UB')
('SL04652-2022-11-01-9168','S382-24','wpWDZSZPpr', 'SU')
('AC22517-2022-11-01-9269','A515-17','rSPFxdWZnMmOG', 'SL')
('SL22517-2022-11-02-9183','S383-15','JYKRpB', 'SL')
('SL04652-2022-11-01-9169','S383-1','q', 'LB')
('AC22517-2022-11-01-9272','A516-2','syKxMaJlxij', 'LB')
('AC04652-2022-11-01-9528','A530-6','JDLWFjgqtxfHOdhS', 'SU')
('SL12058-2022-11-01-9062','S378-14','ckMfjIjRJiTqKzl', 'UB')
('SL22517-2022-11-02-9207','S384-15','mWrjvhm', 'SL')
('AC04652-2022-11-02-9337','A519-13','POfxMaBtEchTbVbf', 'LB')
('AC12058-2022-11-01-9286','A516-16','PrcqZ', 'UB')
('SL04652-2022-11-01-9193','S384-1','cNteKP', 'LB')
('AC12058-2022-11-01-9302','A517-14','npsXAuRidlW', 'LB')
('AC22517-2022-11-01-9318','A518-12','m', 'SU')
('AC04652-2022-11-02-9361','A521-1','ONHhvzYrUihxuFJ', 'LB')
('AC12058-2022-11-01-9349','A520-7','XObpD', 'LB')
('AC04652-2022-11-01-9625','A535-13','afsGYCArMRmDsaw', 'LB')
('AC22517-2022-11-02-9387','A522-9','RTBYT', 'UB')
('AC12058-2022-11-01-9403','A523-7','KsRINzwF', 'LB')
('AC12058-2022-11-01-9455','A526-5','D', 'SL')
('AC04652-2022-11-02-9498','A528-12','FMEIsc', 'SU')
('AC22517-2022-11-01-9481','A527-13','Y', 'LB')
('AC22517-2022-11-02-9494','A528-8','ZgWBofYdco', 'LB')
('AC12058-2022-11-01-9615','A535-3','ruAykcVDxYHP', 'UB')
('AC12058-2022-11-01-9618','A535-6','MW', 'SU')
('AC04652-2022-11-01-9874','A549-10','OsuMoVQKilsUwXcN', 'UB')
('SL22517-2022-11-01-9468','S395-12','J', 'LB')
('SL22517-2022-11-02-9530','S398-2','yBywZNgptCy', 'MB')
('SL04652-2022-11-02-9530','S398-2','U', 'MB')
('SL22517-2022-11-02-9533','S398-5','BB', 'MB')
('AC04652-2022-11-01-9878','A549-14','yhVfWoZk', 'LB')
('AC12058-2022-11-01-9627','A535-15','qWTkYAuxo', 'UB')
('AC12058-2022-11-01-9628','A535-16','DqiThopmeG', 'UB')
('SL04652-2022-11-01-9521','S397-17','V', 'LB')
('AC04652-2022-11-01-9884','A550-2','Fyd', 'LB')
('AC04652-2022-11-01-9885','A550-3','mpAoQRdM', 'UB')
('SL04652-2022-11-01-9523','S397-19','NGwaymjtICG', 'UB')
('SL22517-2022-11-02-9537','S398-9','XZxfKzmOOz', 'LB')
('SL04652-2022-11-01-9525','S397-21','iTzbZu', 'MB')
('SL12058-2022-11-01-9405','S392-21','O', 'MB')
('AC04652-2022-11-02-9638','A536-8','zFaPCizC', 'LB')
('SL22517-2022-11-02-9543','S398-15','B', 'SL')
('SL04652-2022-11-02-9541','S398-13','UrrKENlH', 'MB')
('SL04652-2022-11-01-9528','S397-24','QtX', 'SU')
('SL22517-2022-11-01-9480','S395-24','I', 'SU')
('SL12058-2022-11-01-9414','S393-6','VPpdk', 'UB')
('AC12058-2022-11-01-9644','A536-14','OKecFwoLzNP', 'LB')
('AC22517-2022-11-02-9666','A537-18','JgzOxTbz', 'SU')
('AC04652-2022-11-01-9898','A550-16','UtxcVlAbDd', 'UB')
('SL22517-2022-11-02-9551','S398-23','jTemGIygxU', 'SL')
('SL22517-2022-11-02-9552','S398-24','jctZZwZStZf', 'SU')
('AC04652-2022-11-02-9649','A537-1','x', 'LB')
('AC04652-2022-11-01-9903','A551-3','EuBmughwR', 'UB')
('SL22517-2022-11-02-9555','S399-3','YVJKgZYgNNLWrS', 'UB')
('AC04652-2022-11-02-9654','A537-6','wezFtrSyDoH', 'SU')
('AC22517-2022-11-01-9636','A536-6','DOrVNzEcfDTNi', 'SU')
('SL12058-2022-11-01-9423','S393-15','zACR', 'SL')
('AC22517-2022-11-02-9674','A538-8','pbtYkwzUYdubu', 'LB')
('SL22517-2022-11-02-9564','S399-12','jcbsNqsTdx', 'LB')
('AC04652-2022-11-02-9655','A537-7','YwTF', 'LB')
('SL04652-2022-11-02-9561','S399-9','oPrExGKooFAPxdpD', 'LB')
('AC22517-2022-11-01-9644','A536-14','vdRuMoYK', 'LB')
('SL22517-2022-11-01-9505','S397-1','wJtLCRlTfh', 'LB')
('AC22517-2022-11-02-9685','A539-1','bfYTGmJTAoBiRCLV', 'LB')
('SL12058-2022-11-01-9434','S394-2','czpmU', 'MB')
('SL04652-2022-11-02-9563','S399-11','unNokCooqvUIPtw', 'UB')
('AC12058-2022-11-01-9657','A537-9','gKxyBFW', 'UB')
('SL04652-2022-11-01-9550','S398-22','evEyvXXG', 'UB')
('AC12058-2022-11-01-9685','A539-1','WPSevgIPPmcakx', 'LB')
('SL22517-2022-11-02-9598','S400-22','jaAQqp', 'UB')
('SL04652-2022-11-02-9587','S400-11','JzlzOXjliVxwMa', 'UB')
('AC12058-2022-11-01-9687','A539-3','MtFyOBXWXYYVWU', 'UB')
('AC12058-2022-11-01-9707','A540-5','wAccW', 'SL')
('SL22517-2022-11-02-9617','S401-17','EfigkLFJsGfuEm', 'LB')
('AC22517-2022-11-01-9696','A539-12','Br', 'SU')
('SL12058-2022-11-01-9480','S395-24','RWUaQkBGmT', 'SU')
('AC12058-2022-11-01-9724','A541-4','wLOKdHjX', 'UB')
('SL04652-2022-11-02-9613','S401-13','XSjrFLAmOgg', 'MB')
('AC22517-2022-11-02-9740','A542-2','iVvnpd', 'LB')
('SL22517-2022-11-02-9656','S403-8','gazKhsT', 'SU')
('AC04652-2022-11-02-9789','A544-15','WMLnqs', 'UB')
('SL12058-2022-11-01-9534','S398-6','sFJ', 'UB')
('SL22517-2022-11-01-9610','S401-10','ZybDNOiVFO', 'MB')
('AC04652-2022-11-01-10021','A557-13','vDWoTErGwy', 'LB')
('SL22517-2022-11-02-9707','S405-11','XlOjC', 'UB')
('SL12058-2022-11-01-9538','S398-10','rCgQ', 'MB')
('AC04652-2022-11-02-9796','A545-4','aYYAOnwgBK', 'UB')
('SL04652-2022-11-01-9686','S404-14','vaSF', 'UB')
('SL04652-2022-11-01-9689','S404-17','hMuS', 'LB')
('SL04652-2022-11-01-9690','S404-18','fytvWBbwdriWAzmg', 'MB')
('AC12058-2022-11-01-9808','A545-16','CyM', 'UB')
('AC04652-2022-11-02-9849','A548-3','NqKhuHrLK', 'UB')
('SL12058-2022-11-01-9596','S400-20','IAfnaoUlTgXOjR', 'LB')
('AC04652-2022-11-01-10073','A560-11','uqc', 'SL')
('AC22517-2022-11-01-9840','A547-12','vNEWAomoDEraF', 'SU')
('SL12058-2022-11-01-9598','S400-22','bsaLAYcTjsE', 'UB')
('SL04652-2022-11-02-9742','S406-22','eOZsLYwkqtmFPth', 'UB')
('AC04652-2022-11-02-9853','A548-7','rkrVTn', 'LB')
('SL22517-2022-11-02-9775','S408-7','LsQYbP', 'SL')
('AC04652-2022-11-02-9893','A550-11','GYndQUJXMMSGvf', 'SL')
('AC12058-2022-11-01-9889','A550-7','bFzIT', 'LB')
('SL04652-2022-11-01-9787','S408-19','HQYMyZ', 'UB')
('SL22517-2022-11-02-9825','S410-9','DgbL', 'LB')
('SL04652-2022-11-01-9792','S408-24','eJdeZmC', 'SU')
('SL22517-2022-11-01-9722','S406-2','lYKb', 'MB')
('SL22517-2022-11-02-9829','S410-13','vBI', 'MB')
('AC04652-2022-11-01-10133','A563-17','BADZgaQxek', 'SL')
('AC04652-2022-11-02-9921','A552-3','vnjQrZTWPpX', 'UB')
('AC04652-2022-11-01-10141','A564-7','vKrdYQBl', 'LB')
('AC22517-2022-11-02-9940','A553-4','Lg', 'UB')
('SL04652-2022-11-02-9875','S412-11','lwqDasrCVkEPR', 'UB')
('SL22517-2022-11-02-9905','S413-17','REyWrJ', 'LB')
('SL22517-2022-11-02-9906','S413-18','bInrhzqviCWsB', 'MB')
('AC22517-2022-11-02-10051','A559-7','WE', 'LB')
('SL22517-2022-11-02-9958','S415-22','Zgappxm', 'UB')
('AC22517-2022-11-01-10031','A558-5','BdTxADlQC', 'SL')
('AC04652-2022-11-01-10262','A571-2','czYReWxl', 'LB')
('AC12058-2022-11-01-10088','A561-8','vcUY', 'LB')
('AC22517-2022-11-01-10082','A561-2','sE', 'LB')
('AC04652-2022-11-02-10096','A561-16','lMaVoNyiv', 'UB')
('AC04652-2022-11-01-10292','A572-14','QGMvDc', 'LB')
('SL04652-2022-11-01-9959','S415-23','UqyyPaoUxbITyT', 'SL')
('AC04652-2022-11-01-10309','A573-13','U', 'LB')
('SL04652-2022-11-02-10010','S418-2','nomahtBXaOyvP', 'MB')
('SL22517-2022-11-02-10023','S418-15','IGuwqzTAsROXskUY', 'SL')
('AC12058-2022-11-01-10119','A563-3','vDfJodZA', 'UB')
('AC04652-2022-11-02-10147','A564-13','ksJHPaZmAHNz', 'LB')
('SL12058-2022-11-01-9885','S412-21','fgqelfVUviTuTPDJ', 'MB')
('AC12058-2022-11-01-10168','A565-16','YvlLnA', 'UB')
('AC22517-2022-11-01-10147','A564-13','KuBvJ', 'LB')
('SL12058-2022-11-01-9905','S413-17','bPWqCkmBSDLIKUO', 'LB')
('AC22517-2022-11-01-10151','A564-17','FTCvkzpJ', 'SL')
('AC12058-2022-11-01-10172','A566-2','ggwgsseCWNJ', 'LB')
('AC22517-2022-11-01-10156','A565-4','fNEcuWEHYCEF', 'UB')
('AC04652-2022-11-01-10361','A576-11','jMOX', 'SL')
('AC22517-2022-11-02-10192','A567-4','Ly', 'UB')
('SL12058-2022-11-01-9916','S414-4','BNwhO', 'LB')
('SL04652-2022-11-02-10092','S421-12','utWT', 'LB')
('AC04652-2022-11-02-10193','A567-5','LwhDeblQzIrigVkG', 'SL')
('SL12058-2022-11-01-9927','S414-15','IOneALTrTIiWC', 'SL')
('SL22517-2022-11-01-9980','S416-20','CYyccdLOLSIhGsb', 'LB')
('SL22517-2022-11-02-10087','S421-7','CLDSRA', 'SL')
('SL22517-2022-11-01-9981','S416-21','agrrS', 'MB')
('AC22517-2022-11-02-10201','A567-13','Cf', 'LB')
('SL04652-2022-11-01-10062','S420-6','Ba', 'UB')
('AC04652-2022-11-01-10391','A578-5','h', 'SL')
('AC04652-2022-11-02-10221','A568-15','daSAieqQvj', 'UB')
('SL22517-2022-11-01-10067','S420-11','IEAmRbblk', 'UB')
('AC22517-2022-11-01-10252','A570-10','RIGw', 'UB')
('AC22517-2022-11-02-10279','A572-1','BknWgCacKtL', 'LB')
('AC22517-2022-11-02-10337','A575-5','fOKafPheL', 'SL')
('SL04652-2022-11-01-10245','S427-21','fWW', 'MB')
('AC22517-2022-11-01-10352','A576-2','tramFxfXbqBUm', 'LB')
('AC22517-2022-11-02-10340','A575-8','MmDniypCcfM', 'LB')
('SL22517-2022-11-02-10269','S428-21','MMsCCCkebAjhGRHP', 'MB')
('SL04652-2022-11-02-10282','S429-10','mOmlSUo', 'MB')
('SL12058-2022-11-01-10112','S422-8','IjnhOamJdwvt', 'SU')
('AC04652-2022-11-01-10574','A588-8','f', 'LB')
('AC04652-2022-11-01-10575','A588-9','TPidUofS', 'UB')
('AC12058-2022-11-01-10369','A577-1','oGMTrQNXPSD', 'LB')
('SL04652-2022-11-02-10284','S429-12','MTbUNdUPvo', 'LB')
('AC04652-2022-11-02-10379','A577-11','xjfabKRUazjKw', 'SL')
('AC22517-2022-11-01-10358','A576-8','MyGxotUswaXpY', 'LB')
('AC22517-2022-11-01-10359','A576-9','BlWeI', 'UB')
('AC04652-2022-11-02-10380','A577-12','twzTmQyJ', 'SU')
('SL12058-2022-11-01-10121','S422-17','YebSFJbY', 'LB')
('AC04652-2022-11-01-10580','A588-14','ikxnHXOVw', 'LB')
('SL22517-2022-11-01-10185','S425-9','mYmdbNz', 'LB')
('SL04652-2022-11-02-10290','S429-18','MQe', 'MB')
('AC04652-2022-11-01-10581','A588-15','ZR', 'UB')
('AC22517-2022-11-02-10348','A575-16','ojQStHKrFZbcJk', 'UB')
('SL22517-2022-11-02-10282','S429-10','gMirzXAMGn', 'MB')
('SL22517-2022-11-01-10187','S425-11','ebnbxhAvAXmqK', 'UB')
('SL12058-2022-11-01-10124','S422-20','mqFeONL', 'LB')
('AC04652-2022-11-01-10583','A588-17','DzUZOAsJpf', 'SL')
('AC22517-2022-11-02-10355','A576-5','ELSiN', 'SL')
('AC04652-2022-11-02-10386','A577-18','xOkyizTo', 'SU')
('SL04652-2022-11-01-10258','S428-10','zSo', 'MB')
('SL04652-2022-11-02-10298','S430-2','fKcrTWOMhixR', 'MB')
('AC12058-2022-11-01-10380','A577-12','mqminXUFuhD', 'SU')
('SL04652-2022-11-01-10259','S428-11','CeeoCDHk', 'UB')
('AC04652-2022-11-01-10587','A589-3','l', 'UB')
('SL12058-2022-11-01-10130','S423-2','EiacLNNefeaRM', 'MB')
('AC12058-2022-11-01-10386','A577-18','dKgBZu', 'SU')
('AC04652-2022-11-01-10591','A589-7','UtTfyqZeDFdvJ', 'LB')
('SL22517-2022-11-02-10306','S430-10','N', 'MB')
('SL12058-2022-11-01-10235','S427-11','JVYgmjLuoRvat', 'UB')
('SL22517-2022-11-01-10367','S432-23','sAYIc', 'SL')
('AC22517-2022-11-01-10535','A586-5','HMHEzVqUlsgKC', 'SL')
('AC22517-2022-11-02-10569','A588-3','AzoCKqZ', 'UB')
('SL04652-2022-11-01-10432','S435-16','hTNGE', 'SU')
('AC22517-2022-11-01-10537','A586-7','UaDZFwbqELKgFR', 'LB')
('SL22517-2022-11-01-10373','S433-5','UKxGQg', 'MB')
('AC22517-2022-11-02-10572','A588-6','kTZWirq', 'SU')
('SL12058-2022-11-01-10309','S430-13','nZVN', 'MB')
('SL22517-2022-11-01-10374','S433-6','lncitkChdartHYP', 'UB')
('SL04652-2022-11-02-10475','S437-11','tC', 'UB')
('SL04652-2022-11-02-10476','S437-12','BzTbkuX', 'LB')
('SL22517-2022-11-02-10486','S437-22','AjNh', 'UB')
('SL22517-2022-11-01-10402','S434-10','oFpTvxVLorToHIR', 'MB')
('SL12058-2022-11-01-10341','S431-21','ecxQZ', 'MB')
('AC04652-2022-11-02-10594','A589-10','yIZAgTrU', 'UB')
('AC04652-2022-11-02-10595','A589-11','YcpIGTy', 'SL')
('SL12058-2022-11-01-10343','S431-23','QTNWKAnJT', 'SL')
('AC22517-2022-11-02-10602','A589-18','ZmTcdqyWK', 'SU')
('AC04652-2022-11-01-10764','A598-18','mbBgPJXo', 'SU')
('AC22517-2022-11-02-10603','A590-1','TSQwDOytNEHF', 'LB')
('SL04652-2022-11-01-10474','S437-10','fBtsdNSRgC', 'MB')
('AC22517-2022-11-01-10583','A588-17','IxnSyVp', 'SL')
('SL22517-2022-11-02-10519','S439-7','aZxvglTviUvqq', 'SL')
('AC12058-2022-11-01-10595','A589-11','BNgoggFnvdFT', 'SL')
('SL04652-2022-11-01-10493','S438-5','vz', 'MB')
('SL22517-2022-11-01-10426','S435-10','Av', 'MB')
('AC12058-2022-11-01-10606','A590-4','rb', 'UB')
('AC04652-2022-11-02-10641','A592-3','Rd', 'UB')
('SL12058-2022-11-01-10398','S434-6','tycZZdlPbitFWW', 'UB')
('SL12058-2022-11-01-10399','S434-7','Skfg', 'SL')
('AC22517-2022-11-02-10652','A592-14','EXlpUovfqFUylwf', 'LB')
('AC04652-2022-11-02-10643','A592-5','QKtfiBplFU', 'SL')
('AC22517-2022-11-02-10663','A593-7','yYIBPeK', 'LB')
('AC04652-2022-11-02-10700','A595-8','TAGCjotjOLaqZyG', 'LB')
('AC04652-2022-11-02-10701','A595-9','JfnBXS', 'UB')
('SL04652-2022-11-01-10576','S441-16','GQ', 'SU')
('SL04652-2022-11-02-10615','S443-7','PMAXBNAiR', 'SL')
('SL22517-2022-11-02-10622','S443-14','pZ', 'UB')
('SL22517-2022-11-02-10624','S443-16','je', 'SU')
('AC22517-2022-11-02-10715','A596-5','nofx', 'SL')
('SL12058-2022-11-01-10479','S437-15','AdaSQIUZotTuirQ', 'SL')
('SL22517-2022-11-01-10537','S440-1','DhsqYTFEwUHBVv', 'LB')
('SL22517-2022-11-02-10645','S444-13','YiqflRQmTSDtX', 'MB')
('SL04652-2022-11-02-10644','S444-12','kWffaZMApfpQPv', 'LB')
('SL04652-2022-11-01-10609','S443-1','kCSzyQa', 'LB')
('AC04652-2022-11-02-10738','A597-10','svRPBDxDBGfjmLB', 'UB')
('AC22517-2022-11-01-10715','A596-5','VLAGvBEbKMPyIfow', 'SL')
('SL12058-2022-11-01-10495','S438-7','scPEjdlVNJ', 'SL')
('AC12058-2022-11-01-10736','A597-8','sxhGoZdbqrCPDF', 'LB')
('AC04652-2022-11-01-10918','A607-10','BkrYSKndYu', 'UB')
('AC12058-2022-11-01-10747','A598-1','DgRzmHGWMWYCB', 'LB')
('SL22517-2022-11-01-10563','S441-3','ufCBBuNEExbzZeK', 'UB')
('SL22517-2022-11-01-10566','S441-6','JZorOgkhww', 'UB')
('SL22517-2022-11-01-10574','S441-14','whcOuh', 'UB')
('AC22517-2022-11-01-10738','A597-10','TxLmezae', 'UB')
('SL04652-2022-11-02-10676','S445-20','sCVrZEbaDclcF', 'LB')
('AC04652-2022-11-02-10767','A599-3','lqsWUCyzJbluYnT', 'UB')
('SL22517-2022-11-01-10592','S442-8','RosLPRTmiZbtQ', 'SU')
('SL22517-2022-11-02-10694','S446-14','GwhBEItUwnY', 'UB')
('SL22517-2022-11-02-10696','S446-16','OWmEFu', 'SU')
('SL04652-2022-11-01-10663','S445-7','RnrAvfO', 'SL')
('SL04652-2022-11-02-10699','S446-19','CraAdYlGD', 'UB')
('AC04652-2022-11-01-10945','A609-1','eEq', 'LB')
('AC04652-2022-11-01-10946','A609-2','WyzcYkgJV', 'LB')
('AC22517-2022-11-02-10794','A600-12','kKd', 'SU')
('AC22517-2022-11-02-10795','A600-13','F', 'LB')
('SL04652-2022-11-02-10704','S446-24','qeSZeFRwStY', 'SU')
('SL12058-2022-11-01-10608','S442-24','xfOVwHJLc', 'SU')
('SL04652-2022-11-02-10769','S449-17','fmXLkgDJdue', 'LB')
('AC22517-2022-11-02-10885','A605-13','YDOLz', 'LB')
('SL22517-2022-11-01-10674','S445-18','zEVgtQacVhoZa', 'MB')
('SL22517-2022-11-02-10766','S449-14','Dswla', 'UB')
('AC12058-2022-11-01-10867','A604-13','ETBwrW', 'LB')
('AC22517-2022-11-01-10865','A604-11','r', 'SL')
('AC04652-2022-11-01-11031','A613-15','lEKB', 'UB')
('AC04652-2022-11-02-10878','A605-6','ecYo', 'SU')
('AC22517-2022-11-01-10873','A605-1','PQxSpfexTI', 'LB')
('AC12058-2022-11-01-10924','A607-16','jaPjJn', 'UB')
('SL04652-2022-11-01-10808','S451-8','eIOvDWNHbpHJVKt', 'SU')
('AC04652-2022-11-02-10940','A608-14','MXGq', 'LB')
('AC22517-2022-11-02-10944','A608-18','KOJS', 'SU')
('SL04652-2022-11-01-10820','S451-20','Vawx', 'LB')
('AC12058-2022-11-01-10936','A608-10','bEXu', 'UB')
('SL22517-2022-11-02-10840','S452-16','MqSZZaFMrRjP', 'SU')
('SL12058-2022-11-01-10706','S447-2','OqnvF', 'MB')
('SL04652-2022-11-01-10822','S451-22','UQURVSHeDNex', 'UB')
('AC22517-2022-11-01-10943','A608-17','aMHRy', 'SL')
('SL22517-2022-11-01-10751','S448-23','VUaml', 'SL')
('SL12058-2022-11-01-10714','S447-10','GBGLU', 'MB')
('SL04652-2022-11-01-10833','S452-9','bSCb', 'LB')
('AC22517-2022-11-01-10966','A610-4','smP', 'UB')
('SL04652-2022-11-02-10887','S454-15','XDINrbpo', 'SL')
('SL22517-2022-11-01-10775','S449-23','BEict', 'SL')
