('SL04652-2022-11-02-185','S8-17','EAEAYAHPd', 'LB')
('SL04652-2022-11-02-10624','S443-16','RRvfXG', 'SU')
('AC04652-2022-11-01-10889','A605-17','cOaXtREppFyZ', 'SL')
('AC12058-2022-11-01-10756','A598-10','nANoKMRIyvPIBA', 'UB')
('AC22517-2022-11-02-10770','A599-6','BEGuNRxwoh', 'SU')
('AC12058-2022-11-01-10765','A599-1','RnMZ', 'LB')
('AC22517-2022-11-01-10745','A597-17','YpMUnyQsNaemBMar', 'SL')
('AC04652-2022-11-01-10929','A608-3','UFsy', 'UB')
('AC04652-2022-11-02-10762','A598-16','BpPEUzhdzGLuovm', 'UB')
('SL22517-2022-11-01-10585','S442-1','XAPpYTyQikfTpG', 'LB')
('SL12058-2022-11-01-10527','S439-15','okiKr', 'SL')
('AC22517-2022-11-01-10773','A599-9','sXueHZEfq', 'UB')
('AC22517-2022-11-02-10803','A601-3','CxYXDfCY', 'UB')
('AC04652-2022-11-02-10793','A600-11','FLKsIEDLjkXE', 'SL')
('SL22517-2022-11-02-10719','S447-15','COXuhODVAEPBsy', 'SL')
('AC12058-2022-11-01-10811','A601-11','ztTA', 'SL')
('SL22517-2022-11-01-10628','S443-20','IcetAoYScedn', 'LB')
('AC04652-2022-11-01-10988','A611-8','ZGIQRLxuzMhsPhR', 'LB')
('AC22517-2022-11-01-10809','A601-9','LsnQm', 'UB')
('AC04652-2022-11-01-10990','A611-10','euXVUaXtfCGQQYP', 'UB')
('AC04652-2022-11-02-10820','A602-2','edwLxzsNJmUDInUY', 'LB')
('AC22517-2022-11-01-10816','A601-16','Cis', 'UB')
('AC22517-2022-11-02-10888','A605-16','yQiahOkVvsyy', 'UB')
('SL12058-2022-11-01-10671','S445-15','xRYiLLqVvFa', 'SL')
('SL12058-2022-11-01-10691','S446-11','ogWGYfItUVCQ', 'UB')
('SL12058-2022-11-01-10692','S446-12','SxDs', 'LB')
('AC22517-2022-11-02-10932','A608-6','IWwOcHlO', 'SU')
('SL22517-2022-11-02-10832','S452-8','cyeI', 'SU')
('SL12058-2022-11-01-10695','S446-15','dQTiyOhGRQ', 'SL')
('AC12058-2022-11-01-10931','A608-5','W', 'SL')
('SL22517-2022-11-01-10786','S450-10','axPWMgxC', 'MB')
('AC04652-2022-11-01-11132','A619-8','mtCfVRcv', 'LB')
('AC04652-2022-11-01-11133','A619-9','dXuee', 'UB')
('AC04652-2022-11-02-10994','A611-14','OXQzlmFSdrkC', 'LB')
('AC22517-2022-11-02-10980','A610-18','BnjllagXpxCsrm', 'SU')
('SL22517-2022-11-01-10796','S450-20','lhenhwAsQEntn', 'LB')
('SL22517-2022-11-02-10886','S454-14','bHcIdszZhGbTlK', 'UB')
('SL04652-2022-11-02-10926','S456-6','mySCd', 'UB')
('SL12058-2022-11-01-10767','S449-15','Lj', 'SL')
('SL04652-2022-11-02-10927','S456-7','AQEn', 'SL')
('AC12058-2022-11-01-11009','A612-11','ltaxwFQdGtVozdqJ', 'SL')
('SL12058-2022-11-01-10773','S449-21','nTeSpCewWsIltMaT', 'MB')
('SL22517-2022-11-02-10936','S456-16','jygF', 'SU')
('AC04652-2022-11-02-11058','A615-6','FpEPmgvmhW', 'SU')
('SL12058-2022-11-01-10807','S451-7','LELLvcjnE', 'SL')
('SL12058-2022-11-01-10809','S451-9','FOjfszWpWn', 'LB')
('AC22517-2022-11-01-11044','A614-10','ExaBQoCvQ', 'UB')
('SL04652-2022-11-02-10985','S458-17','fTNVjEFAJYS', 'LB')
('SL22517-2022-11-01-10884','S454-12','dMzERqGAuhZH', 'LB')
('AC04652-2022-11-01-11214','A623-18','fTe', 'SU')
('SL04652-2022-11-02-10991','S458-23','JLdJsA', 'SL')
('SL22517-2022-11-02-10974','S458-6','qWLnwxExRAanjjVK', 'UB')
('AC04652-2022-11-01-11229','A624-15','FHorCWVko', 'UB')
('SL22517-2022-11-02-10978','S458-10','htivNbcUqmIAuCx', 'MB')
('SL22517-2022-11-02-10995','S459-3','zuhrKSEKGKDeND', 'UB')
('SL22517-2022-11-02-10996','S459-4','eJhdWPbBUQqEaC', 'LB')
('AC22517-2022-11-02-11073','A616-3','UYGYyGq', 'UB')
('AC22517-2022-11-02-11074','A616-4','OeLDScfKeolPyvfH', 'UB')
('SL22517-2022-11-01-10914','S455-18','hzEj', 'MB')
('SL04652-2022-11-01-11000','S459-8','HNOMhC', 'SU')
('AC04652-2022-11-01-11258','A626-8','pxspP', 'LB')
('AC12058-2022-11-01-11115','A618-9','O', 'UB')
('AC22517-2022-11-02-11084','A616-14','CspxEKynUqTy', 'LB')
('AC22517-2022-11-02-11085','A616-15','gJyYgXLoTXquxHe', 'UB')
('SL04652-2022-11-01-11006','S459-14','GQaUehRvd', 'UB')
('SL22517-2022-11-01-10916','S455-20','MMfsRM', 'LB')
('AC22517-2022-11-01-11111','A618-5','iphZUXTsv', 'SL')
('SL22517-2022-11-01-10929','S456-9','EPF', 'LB')
('SL04652-2022-11-02-11052','S461-12','czfBrnOYVGojxP', 'LB')
('AC12058-2022-11-01-11158','A620-16','vizzKDv', 'UB')
('AC22517-2022-11-01-11141','A619-17','tcFwDyFVke', 'SL')
('AC22517-2022-11-02-11113','A618-7','cUPbPrVGtKwkv', 'LB')
('SL12058-2022-11-01-10913','S455-17','ktmHeqwViV', 'LB')
('AC22517-2022-11-01-11142','A619-18','lLEXmTxlComrzcXJ', 'SU')
('AC12058-2022-11-01-11161','A621-1','HUxNDWxcKqmmnrUA', 'LB')
('SL22517-2022-11-02-11043','S461-3','GX', 'UB')
('AC22517-2022-11-02-11117','A618-11','AGZMZ', 'SL')
('AC22517-2022-11-01-11156','A620-14','oG', 'LB')
('AC04652-2022-11-02-11178','A621-18','Nbc', 'SU')
('SL22517-2022-11-02-11066','S462-2','q', 'MB')
('SL04652-2022-11-02-11081','S462-17','fpCTrwz', 'LB')
('AC04652-2022-11-01-11347','A631-7','VKfKpH', 'LB')
('SL22517-2022-11-02-11081','S462-17','pCcRlYZTseDkRpUK', 'LB')
('AC04652-2022-11-01-11348','A631-8','DvsuBkuR', 'LB')
('AC22517-2022-11-02-11152','A620-10','OBW', 'UB')
('SL04652-2022-11-02-11089','S463-1','amTwgEjFQAZ', 'LB')
('AC12058-2022-11-01-11211','A623-15','qqewQ', 'UB')
('AC22517-2022-11-02-11164','A621-4','xUyxcQQTMtVqq', 'UB')
('AC22517-2022-11-01-11188','A622-10','NPhNrIwhlmnnAZv', 'UB')
('SL12058-2022-11-01-10979','S458-11','VZVhrwPExZ', 'UB')
('AC22517-2022-11-02-11166','A621-6','TKDla', 'SU')
('SL22517-2022-11-01-11009','S459-17','BB', 'LB')
('AC12058-2022-11-01-11215','A624-1','bVtE', 'LB')
('AC04652-2022-11-01-11369','A632-11','Mdi', 'SL')
('SL04652-2022-11-01-11088','S462-24','qnATm', 'SU')
('AC22517-2022-11-02-11171','A621-11','OCSalbGfdMny', 'SL')
('SL04652-2022-11-02-11111','S463-23','Mg', 'SL')
('AC04652-2022-11-02-11234','A625-2','YuoLKwzBI', 'LB')
('SL22517-2022-11-01-11026','S460-10','vumhRhNvdXs', 'MB')
('AC12058-2022-11-01-11263','A626-13','TzIBBAeyPEs', 'LB')
('AC22517-2022-11-01-11228','A624-14','KVTqD', 'LB')
('SL12058-2022-11-01-11016','S459-24','cxarKTZeBzm', 'SU')
('SL04652-2022-11-02-11151','S465-15','HWTRGCegdRqvz', 'SL')
('AC04652-2022-11-01-11418','A635-6','BCgrtccspkoWdj', 'SU')
('SL22517-2022-11-01-11066','S462-2','SlPDNbRUo', 'MB')
('SL22517-2022-11-01-11069','S462-5','u', 'MB')
('AC22517-2022-11-01-11241','A625-9','ZGWwVD', 'UB')
('AC22517-2022-11-02-11231','A624-17','S', 'SL')
('AC12058-2022-11-01-11281','A627-13','DikRnkmFBH', 'LB')
('SL04652-2022-11-02-11167','S466-7','UJDpRyKLBoK', 'SL')
('AC12058-2022-11-01-11283','A627-15','PlN', 'UB')
('AC22517-2022-11-02-11239','A625-7','xyeEMdSTEqHl', 'LB')
('SL22517-2022-11-02-11174','S466-14','QdRQioB', 'UB')
('AC22517-2022-11-02-11253','A626-3','AGD', 'UB')
('SL22517-2022-11-02-11177','S466-17','iqxJgAiVp', 'LB')
('AC22517-2022-11-02-11277','A627-9','uRohxBpvMtPycaz', 'UB')
('AC22517-2022-11-01-11292','A628-6','rbRO', 'SU')
('SL04652-2022-11-01-11185','S467-1','RylxwZSrFZoLIpqT', 'LB')
('AC12058-2022-11-01-11331','A630-9','QyMox', 'UB')
('AC22517-2022-11-02-11285','A627-17','tUAOBDQByNfmFKU', 'SL')
('AC12058-2022-11-01-11335','A630-13','RcTXpWsKHK', 'LB')
('SL04652-2022-11-01-11193','S467-9','lrIgUsUkMoPlYgt', 'LB')
('AC04652-2022-11-01-11543','A642-5','WphgiDwKHdDfuJhG', 'SL')
('AC12058-2022-11-01-11376','A632-18','DAYpavK', 'SU')
('SL12058-2022-11-01-11195','S467-11','YWWIQQsXOFLLq', 'UB')
('AC04652-2022-11-02-11439','A636-9','GwA', 'UB')
('AC04652-2022-11-02-11442','A636-12','EBxyecbxpTV', 'SU')
('AC12058-2022-11-01-11438','A636-8','Upa', 'LB')
('SL04652-2022-11-02-11357','S474-5','YP', 'MB')
('SL22517-2022-11-01-11285','S471-5','WPnxup', 'MB')
('AC22517-2022-11-02-11508','A640-6','jNXoUAIPLZCGvR', 'SU')
('AC22517-2022-11-01-11519','A640-17','FsWRmhjD', 'SL')
('SL22517-2022-11-01-11333','S473-5','MyRJSvjzwpJI', 'MB')
('SL12058-2022-11-01-11294','S471-14','mYki', 'UB')
('SL22517-2022-11-01-11338','S473-10','wEOQVHFuYN', 'MB')
('AC22517-2022-11-02-11524','A641-4','MTT', 'UB')
('SL22517-2022-11-02-11419','S476-19','be', 'UB')
('SL22517-2022-11-02-11420','S476-20','gjgrIqoZ', 'LB')
('AC04652-2022-11-01-11709','A651-9','kZyVvA', 'UB')
('AC04652-2022-11-01-11710','A651-10','gZhgTSxCBK', 'UB')
('AC22517-2022-11-01-11542','A642-4','VxzdzXGnJ', 'UB')
('AC22517-2022-11-02-11533','A641-13','sIjaA', 'LB')
('AC04652-2022-11-01-11718','A651-18','cWFMcpw', 'SU')
('AC04652-2022-11-01-11745','A653-9','aRHKmrNYfBPbal', 'UB')
('SL22517-2022-11-02-11462','S478-14','PCueLdBDgXkZJxBv', 'UB')
('SL04652-2022-11-01-11465','S478-17','Ui', 'LB')
('SL22517-2022-11-01-11379','S475-3','WaJkTeQ', 'UB')
('SL04652-2022-11-01-11467','S478-19','kymgr', 'UB')
('AC12058-2022-11-01-11592','A644-18','UMxixPUWLRK', 'SU')
('SL22517-2022-11-01-11384','S475-8','XdxYEbi', 'SU')
('SL22517-2022-11-02-11475','S479-3','ZPfBoEc', 'UB')
('SL04652-2022-11-01-11468','S478-20','JsyqfVEN', 'LB')
('AC22517-2022-11-01-11595','A645-3','tXuXtmrDzxBBsgA', 'UB')
('SL12058-2022-11-01-11366','S474-14','sknZiaczdOCjcdQ', 'UB')
('AC22517-2022-11-01-11606','A645-14','gDLSyJuyKonz', 'LB')
('SL12058-2022-11-01-11429','S477-5','WHMOBAkJZfPDyL', 'MB')
('SL22517-2022-11-02-11556','S482-12','HEzUQBtDLiFS', 'LB')
('AC04652-2022-11-02-11677','A649-13','QRvfqZUSlhOIoB', 'LB')
('SL12058-2022-11-01-11434','S477-10','WByTakxnobXku', 'MB')
('SL12058-2022-11-01-11435','S477-11','vFnL', 'UB')
('SL12058-2022-11-01-11436','S477-12','ZwEBAztVbT', 'LB')
('SL04652-2022-11-01-11534','S481-14','jtkABFtHsezSjpP', 'UB')
('AC22517-2022-11-02-11634','A647-6','NVoAbjUaqdtduU', 'SU')
('SL04652-2022-11-01-11536','S481-16','CMA', 'SU')
('SL04652-2022-11-02-11559','S482-15','LRBCnvZFUPAcu', 'SL')
('AC04652-2022-11-02-11683','A650-1','JZQCuNiZ', 'LB')
('SL04652-2022-11-01-11558','S482-14','qvlYxswK', 'UB')
('AC22517-2022-11-01-11686','A650-4','ABCnF', 'UB')
('SL04652-2022-11-01-11570','S483-2','DEoj', 'MB')
('SL04652-2022-11-02-11660','S486-20','uNaMxXkEW', 'LB')
('SL04652-2022-11-02-11662','S486-22','ebDztx', 'UB')
('SL04652-2022-11-02-11663','S486-23','FY', 'SL')
('AC12058-2022-11-01-11756','A654-2','ZzxScwoVgykKMb', 'LB')
('AC04652-2022-11-02-11782','A655-10','SZyGLcgMeRzN', 'UB')
('SL04652-2022-11-02-11674','S487-10','v', 'MB')
('SL22517-2022-11-01-11580','S483-12','CwaMlPM', 'LB')
('SL22517-2022-11-01-11581','S483-13','epYAEnZr', 'MB')
('SL04652-2022-11-01-11641','S486-1','vcdApPrZp', 'LB')
('SL12058-2022-11-01-11547','S482-3','FZRkZeQwdlcvtNo', 'UB')
('AC04652-2022-11-02-11788','A655-16','tre', 'UB')
('SL04652-2022-11-02-11683','S487-19','YswLseHAVNk', 'UB')
('SL22517-2022-11-02-11684','S487-20','j', 'LB')
('SL04652-2022-11-02-11685','S487-21','ertEYL', 'MB')
('AC22517-2022-11-01-11774','A655-2','H', 'LB')
('AC22517-2022-11-02-11739','A653-3','RLTXIJlcXUASMBH', 'UB')
('SL12058-2022-11-01-11598','S484-6','kueZQe', 'UB')
('AC04652-2022-11-01-12033','A669-9','FIkI', 'UB')
('AC22517-2022-11-02-11793','A656-3','MajfNsmehI', 'UB')
('AC04652-2022-11-01-12038','A669-14','PWDwnJtIgi', 'LB')
('AC22517-2022-11-01-11838','A658-12','FUep', 'SU')
('SL22517-2022-11-02-11758','S490-22','gXTxdlWBXq', 'UB')
('SL04652-2022-11-02-11778','S491-18','AJDAweYLJgrEI', 'MB')
('AC04652-2022-11-02-11879','A660-17','aJIqBVFbya', 'SL')
('AC04652-2022-11-01-12069','A671-9','zK', 'UB')
('SL04652-2022-11-02-11780','S491-20','aMk', 'LB')
('SL12058-2022-11-01-11645','S486-5','nMMqHwDwDFpYZg', 'MB')
('AC04652-2022-11-02-11881','A661-1','RbieKvASVOfItQy', 'LB')
('SL04652-2022-11-01-11734','S489-22','yf', 'UB')
('SL04652-2022-11-01-11735','S489-23','rTwnnoAK', 'SL')
('SL04652-2022-11-02-11784','S491-24','gNVH', 'SU')
('SL22517-2022-11-02-11777','S491-17','Ppvepfvd', 'LB')
('SL12058-2022-11-01-11651','S486-11','lMJFbW', 'UB')
('SL12058-2022-11-01-11652','S486-12','mjCziDVK', 'LB')
('AC12058-2022-11-01-11861','A659-17','eOXDpxxQ', 'SL')
('SL04652-2022-11-02-11789','S492-5','ZduUBUXaM', 'MB')
('SL04652-2022-11-01-11737','S490-1','OPecaFCJFrbqrdJK', 'LB')
('SL04652-2022-11-01-11738','S490-2','AcOn', 'MB')
('SL22517-2022-11-01-11693','S488-5','mcJu', 'MB')
('AC04652-2022-11-01-12080','A672-2','YzifQRKKqczzMu', 'LB')
('AC04652-2022-11-01-12081','A672-3','VSHSWSHKUtYX', 'UB')
('AC22517-2022-11-01-11873','A660-11','TuoBqs', 'SL')
('AC04652-2022-11-02-11894','A661-14','OifeOQ', 'LB')
('SL04652-2022-11-01-11754','S490-18','MDeWdeYTMTIHEt', 'MB')
('SL22517-2022-11-01-11707','S488-19','ajvUEFBMNgvugi', 'UB')
('AC04652-2022-11-01-12092','A672-14','rMJMIBcHRR', 'LB')
('AC04652-2022-11-01-12094','A672-16','nGxvsienvT', 'UB')
('AC04652-2022-11-02-11899','A662-1','apEfcOerRUqNSOWZ', 'LB')
('SL12058-2022-11-01-11671','S487-7','XN', 'SL')
('SL22517-2022-11-02-11818','S493-10','pBZkKDAexRkxfqQ', 'MB')
('AC04652-2022-11-02-11936','A664-2','ofnZCjjCKtgINGA', 'LB')
('SL12058-2022-11-01-11698','S488-10','bDgciL', 'MB')
('AC04652-2022-11-01-12127','A674-13','VfQUiIEOXVK', 'LB')
('SL22517-2022-11-02-11822','S493-14','WXWqXC', 'UB')
('AC12058-2022-11-01-11913','A662-15','ehlKWZektFfSfrH', 'UB')
('SL04652-2022-11-01-11791','S492-7','VZHeT', 'SL')
('AC12058-2022-11-01-11915','A662-17','sgWbklZZZeiaQv', 'SL')
('AC12058-2022-11-01-11916','A662-18','bH', 'SU')
('AC12058-2022-11-01-11917','A663-1','cjWbEAaRBgj', 'LB')
('SL12058-2022-11-01-11705','S488-17','JvnAhfVZUB', 'LB')
('AC22517-2022-11-01-11928','A663-12','UQ', 'SU')
('AC22517-2022-11-02-11906','A662-8','buYETkg', 'LB')
('AC12058-2022-11-01-11945','A664-11','tgWqIZk', 'SL')
('AC04652-2022-11-02-11962','A665-10','AUUiqn', 'UB')
('AC04652-2022-11-01-12156','A676-6','ZPnJvUZXgbw', 'SU')
('AC04652-2022-11-02-11966','A665-14','hNnfXMLZPxsZ', 'LB')
('SL22517-2022-11-01-11783','S491-23','SBpKaCqBGCo', 'SL')
('SL22517-2022-11-02-11859','S495-3','wMBIhDSKzCkf', 'UB')
('SL12058-2022-11-01-11732','S489-20','eWZWEx', 'LB')
('AC04652-2022-11-01-12161','A676-11','ksBWEVzmdL', 'SL')
('SL04652-2022-11-02-11864','S495-8','zmEtaB', 'SU')
('SL22517-2022-11-01-11792','S492-8','PYLvsHmCvqGtCgXd', 'SU')
('SL22517-2022-11-01-11793','S492-9','JanzPMDCh', 'LB')
('SL12058-2022-11-01-11736','S489-24','dp', 'SU')
('AC04652-2022-11-02-11974','A666-4','UzpLHKzvsIF', 'UB')
('SL04652-2022-11-01-11822','S493-14','JUUrRdMUPkPYdkOq', 'UB')
('SL04652-2022-11-01-11823','S493-15','fr', 'SL')
('SL22517-2022-11-01-11801','S492-17','C', 'LB')
('SL22517-2022-11-02-11877','S495-21','wskkdivcD', 'MB')
('AC12058-2022-11-01-11968','A665-16','Et', 'UB')
('SL22517-2022-11-02-11880','S495-24','XcbEbPlrqj', 'SU')
('AC22517-2022-11-01-11970','A665-18','McwUHWIHwmmg', 'SU')
('SL22517-2022-11-01-11808','S492-24','VUhmUJoj', 'SU')
('AC22517-2022-11-01-11975','A666-5','eMxvavoGUda', 'SL')
('AC04652-2022-11-02-11991','A667-3','wzfnmea', 'UB')
('SL04652-2022-11-01-11840','S494-8','ZKtNlVp', 'SU')
('SL04652-2022-11-01-11841','S494-9','RiuyyyCpDCSsJ', 'LB')
('SL22517-2022-11-02-11891','S496-11','cXiPGfcH', 'UB')
('SL22517-2022-11-02-11897','S496-17','wlqTa', 'LB')
('AC22517-2022-11-02-11946','A664-12','yCEXruem', 'SU')
('AC04652-2022-11-02-11995','A667-7','IeXLyAa', 'LB')
('AC04652-2022-11-01-12186','A677-18','JdskeuYXbU', 'SU')
('SL04652-2022-11-02-11892','S496-12','xqRvivn', 'LB')
('AC12058-2022-11-01-11977','A666-7','WqdZDkyBWQ', 'LB')
('AC12058-2022-11-01-11978','A666-8','XrInKfkrwvIdWGi', 'LB')
('SL12058-2022-11-01-11764','S491-4','McfZBEPywcrw', 'LB')
('AC12058-2022-11-01-11985','A666-15','ZERdHD', 'UB')
('AC22517-2022-11-02-11983','A666-13','miJyUrurw', 'LB')
('SL22517-2022-11-02-11968','S499-16','x', 'SU')
('AC22517-2022-11-01-12068','A671-8','qrZgu', 'LB')
('SL04652-2022-11-02-11962','S499-10','mXPY', 'MB')
('AC22517-2022-11-02-12105','A673-9','owOG', 'UB')
('SL22517-2022-11-02-12045','S502-21','thaBoDgEskppnoW', 'MB')
('SL04652-2022-11-01-12015','S501-15','Rdo', 'SL')
('AC22517-2022-11-02-12119','A674-5','aGAjDGQnSAPDxVb', 'SL')
('AC04652-2022-11-01-12332','A686-2','bCJQL', 'LB')
('AC12058-2022-11-01-12152','A676-2','gzszXNFimzCFB', 'LB')
('AC22517-2022-11-01-12142','A675-10','zDXYoyswMKC', 'UB')
('SL04652-2022-11-01-12025','S502-1','ryFUiVdOf', 'LB')
('SL22517-2022-11-02-12058','S503-10','srWuMhdONR', 'MB')
('AC22517-2022-11-01-12156','A676-6','CpYTKAP', 'SU')
('SL22517-2022-11-02-12067','S503-19','YcTXelixEN', 'UB')
('AC04652-2022-11-01-12347','A686-17','DTWvUzOGSFUkoHBg', 'SL')
('AC22517-2022-11-01-12160','A676-10','ANrUwxRnUvy', 'UB')
('AC04652-2022-11-02-12161','A676-11','TpvmYHxzjDOleZ', 'SL')
('AC12058-2022-11-01-12174','A677-6','dd', 'SU')
('SL12058-2022-11-01-11926','S497-22','WMgYK', 'UB')
('AC22517-2022-11-01-12163','A676-13','bPWqnhQDeThmk', 'LB')
('SL04652-2022-11-01-12037','S502-13','WYdciNLc', 'MB')
('SL12058-2022-11-01-11929','S498-1','ZQdDjvtWkyXh', 'LB')
('AC04652-2022-11-01-12353','A687-5','uDkzqgDEFKSLrAi', 'SL')
('SL04652-2022-11-01-12040','S502-16','CbfSISArhDDGg', 'SU')
('AC22517-2022-11-01-12168','A676-18','UQq', 'SU')
('SL12058-2022-11-01-11932','S498-4','suxjSMlz', 'LB')
('AC04652-2022-11-02-12170','A677-2','ZA', 'LB')
('SL04652-2022-11-01-12046','S502-22','hnMnPDTksCe', 'UB')
('SL12058-2022-11-01-11935','S498-7','gW', 'SL')
('SL12058-2022-11-01-11936','S498-8','rkdFHkIOso', 'SU')
('SL04652-2022-11-01-12053','S503-5','t', 'MB')
('AC04652-2022-11-02-12178','A677-10','LXsdLzpEkwXAfkjG', 'UB')
('SL22517-2022-11-01-11992','S500-16','BxiYSZYlzRsKT', 'SU')
('SL04652-2022-11-02-12075','S504-3','qivH', 'UB')
('SL12058-2022-11-01-11957','S499-5','rBGiODucgzACkB', 'MB')
('SL04652-2022-11-02-12155','S507-11','Vm', 'UB')
('AC22517-2022-11-02-12239','A680-17','YLfUcD', 'SL')
('SL22517-2022-11-01-12084','S504-12','jvPuVPJHQZYr', 'LB')
('SL22517-2022-11-02-12196','S509-4','zn', 'LB')
('AC04652-2022-11-01-12492','A694-18','cBea', 'SU')
('AC04652-2022-11-02-12290','A683-14','vVBVNqdNH', 'LB')
('SL22517-2022-11-01-12129','S506-9','c', 'LB')
('SL04652-2022-11-02-12215','S509-23','BXX', 'SL')
('AC04652-2022-11-02-12301','A684-7','Aw', 'LB')
('SL04652-2022-11-01-12191','S508-23','iZJsEPZwjaWoj', 'SL')
('SL04652-2022-11-01-12194','S509-2','qwdl', 'MB')
('SL12058-2022-11-01-12072','S503-24','VBlTugTwQFkTen', 'SU')
('AC22517-2022-11-01-12314','A685-2','bXTieWCXCXhgFbFy', 'LB')
('AC04652-2022-11-02-12306','A684-12','OqvCtssA', 'SU')
('SL22517-2022-11-01-12140','S506-20','ULZLUGGkTH', 'LB')
('SL12058-2022-11-01-12093','S504-21','bRNuzZ', 'MB')
('SL22517-2022-11-02-12249','S511-9','EoqeJSdXon', 'LB')
('SL04652-2022-11-01-12228','S510-12','GkalNMX', 'LB')
('SL12058-2022-11-01-12118','S505-22','tGPMApHP', 'UB')
('SL04652-2022-11-02-12270','S512-6','NWJaDzkiGQ', 'UB')
('SL22517-2022-11-01-12222','S510-6','PWfhEoNAi', 'UB')
('SL22517-2022-11-02-12297','S513-9','KrHeK', 'LB')
('AC04652-2022-11-02-12404','A690-2','D', 'LB')
('SL22517-2022-11-01-12234','S510-18','nBueDSXsxmpnPT', 'MB')
('SL22517-2022-11-02-12302','S513-14','LI', 'UB')
('SL04652-2022-11-01-12278','S512-14','eW', 'UB')
('SL22517-2022-11-01-12237','S510-21','eHIr', 'MB')
('AC22517-2022-11-01-12423','A691-3','YUbG', 'UB')
('AC22517-2022-11-02-12385','A689-1','aeBJdJCFJqFi', 'LB')
('SL04652-2022-11-02-12314','S514-2','PelwBwQcQhKx', 'MB')
('SL12058-2022-11-01-12159','S507-15','UyffdPilRAEr', 'SL')
('SL04652-2022-11-02-12315','S514-3','ODRqotjjyZEa', 'UB')
('SL22517-2022-11-01-12239','S510-23','JcXCDWMHhYYTELeT', 'SL')
('SL04652-2022-11-02-12317','S514-5','tp', 'MB')
('AC04652-2022-11-02-12417','A690-15','UBPCvTMnTxSEVU', 'UB')
('AC22517-2022-11-01-12430','A691-10','t', 'UB')
('AC12058-2022-11-01-12440','A692-2','Ukx', 'LB')
('AC04652-2022-11-01-12652','A703-16','RicnScMn', 'UB')
('AC04652-2022-11-02-12448','A692-10','XBWim', 'UB')
('SL04652-2022-11-01-12355','S515-19','gnYipaBYP', 'UB')
('AC04652-2022-11-02-12486','A694-12','lA', 'SU')
('SL12058-2022-11-01-12214','S509-22','radA', 'UB')
('SL22517-2022-11-01-12294','S513-6','s', 'UB')
('SL04652-2022-11-01-12362','S516-2','SaizBSrSgv', 'MB')
('AC22517-2022-11-01-12490','A694-16','UJt', 'UB')
('SL22517-2022-11-01-12302','S513-14','tCKvwKOL', 'UB')
('SL04652-2022-11-01-12370','S516-10','rRptP', 'MB')
('SL22517-2022-11-02-12395','S517-11','UjKIhwTSlI', 'UB')
('AC22517-2022-11-01-12514','A696-4','QXcMgTvUTAHgkjg', 'UB')
('SL04652-2022-11-02-12424','S518-16','Ionzwd', 'SU')
('AC22517-2022-11-01-12519','A696-9','aVNysjoy', 'UB')
('SL12058-2022-11-01-12258','S511-18','eMuOvNtD', 'MB')
('SL04652-2022-11-02-12427','S518-19','icqaGwwSOEUjW', 'UB')
('AC12058-2022-11-01-12546','A697-18','Www', 'SU')
('AC12058-2022-11-01-12547','A698-1','soNgnMKk', 'LB')
('SL22517-2022-11-02-12425','S518-17','bJQ', 'LB')
('AC22517-2022-11-01-12545','A697-17','xfeDlsrRQrFisn', 'SL')
('SL04652-2022-11-01-12425','S518-17','bruAckhWrpht', 'LB')
('SL22517-2022-11-01-12357','S515-21','jds', 'MB')
('AC22517-2022-11-01-12588','A700-6','DTsViiNYmhuGxUz', 'SU')
('AC22517-2022-11-02-12555','A698-9','HMm', 'UB')
('SL22517-2022-11-02-12489','S521-9','bfdcgrQEktsEfgXW', 'LB')
('AC22517-2022-11-01-12617','A701-17','tIPcD', 'SL')
('AC04652-2022-11-02-12620','A702-2','iacgGbX', 'LB')
('SL12058-2022-11-01-12361','S516-1','bffeMGAv', 'LB')
('SL22517-2022-11-02-12515','S522-11','ZyUwfOTxwY', 'UB')
('SL22517-2022-11-02-12516','S522-12','HkAmyWFQuVUrRQE', 'LB')
('SL22517-2022-11-02-12517','S522-13','WGVXkCjC', 'MB')
('AC04652-2022-11-01-12829','A713-13','zI', 'LB')
('AC22517-2022-11-01-12671','A704-17','pbyjbBU', 'SL')
('SL22517-2022-11-01-12466','S520-10','GSKivuBDCfWe', 'MB')
('SL12058-2022-11-01-12443','S519-11','Iiu', 'UB')
('AC04652-2022-11-01-12922','A718-16','ECVWvLYQFL', 'UB')
('AC04652-2022-11-01-12923','A718-17','EGlPw', 'SL')
('SL22517-2022-11-01-12552','S523-24','QLVXDWzkWzbK', 'SU')
('SL04652-2022-11-02-12652','S528-4','ZdvXPDWLagrHqhsu', 'LB')
('SL04652-2022-11-02-12653','S528-5','sDVrdMDJx', 'MB')
('SL22517-2022-11-01-12569','S524-17','UINApSGoXCUC', 'LB')
('AC22517-2022-11-01-12791','A711-11','waGc', 'SL')
('AC04652-2022-11-01-12941','A719-17','ZHqzp', 'SL')
('SL04652-2022-11-01-12635','S527-11','wIURXfF', 'UB')
('AC04652-2022-11-02-12760','A709-16','FGOQLEmx', 'UB')
('SL04652-2022-11-01-12637','S527-13','yhsxFNaUqevj', 'MB')
('AC04652-2022-11-02-12810','A712-12','XzoSAiiIDAIVP', 'SU')
('SL22517-2022-11-02-12675','S529-3','tJiSwRuPalQuRC', 'UB')
