('AC12058-2022-11-01-9672','A538-6','IVQyAsy', 'SU')
('SL04652-2022-11-01-11139','S465-3','OGKU', 'UB')
('AC04652-2022-11-02-11111','A618-5','eIaViQKSdXQFDtlF', 'SL')
('SL04652-2022-11-01-11141','S465-5','FMDzasjmWxSQeoo', 'MB')
('AC04652-2022-11-01-11087','A616-17','HHbmNdkoY', 'SL')
('AC04652-2022-11-02-11112','A618-6','BNLZVbiSv', 'SU')
('AC22517-2022-11-02-11112','A618-6','eAWLq', 'SU')
('SL04652-2022-11-01-11143','S465-7','MTTMMfCgQYC', 'SL')
('SL04652-2022-11-01-11144','S465-8','WzCamUbTaphYmQAb', 'SU')
('SL04652-2022-11-02-10998','S459-6','Sa', 'UB')
('AC22517-2022-11-01-10966','A610-4','AKQYwvK', 'UB')
('AC04652-2022-11-02-11114','A618-8','lk', 'LB')
('AC04652-2022-11-01-11090','A617-2','HCK', 'LB')
('AC22517-2022-11-01-10969','A610-7','HDkvEQFTSiZrrWhf', 'LB')
('AC04652-2022-11-02-11116','A618-10','thCDyqFc', 'UB')
('AC12058-2022-11-01-10933','A608-7','tZPuh', 'LB')
('SL22517-2022-11-02-11060','S461-20','tVgZvWVnZHj', 'LB')
('SL04652-2022-11-02-11002','S459-10','sWSMWgNw', 'MB')
('AC04652-2022-11-01-11093','A617-5','geKYwMwEsTV', 'SL')
('AC22517-2022-11-01-10972','A610-10','t', 'UB')
('AC22517-2022-11-02-11115','A618-9','DE', 'UB')
('SL04652-2022-11-02-11004','S459-12','qGbJOOai', 'LB')
('AC22517-2022-11-01-10974','A610-12','ojKGFV', 'SU')
('AC12058-2022-11-01-10935','A608-9','UOMfzRlWoZ', 'UB')
('SL22517-2022-11-02-11064','S461-24','KqPyVcNCxCu', 'SU')
('SL12058-2022-11-01-10984','S458-16','ti', 'SU')
('SL04652-2022-11-02-11007','S459-15','u', 'SL')
('SL22517-2022-11-02-11065','S462-1','SlKianzu', 'LB')
('AC04652-2022-11-01-11097','A617-9','HttgSymaxzsa', 'UB')
('AC12058-2022-11-01-10938','A608-12','YhlYvbf', 'SU')
('SL04652-2022-11-02-11009','S459-17','beqoS', 'LB')
('SL04652-2022-11-02-11010','S459-18','awnKbDcUPZZCCd', 'MB')
('AC12058-2022-11-01-10939','A608-13','butBWR', 'LB')
('AC22517-2022-11-01-10982','A611-2','LdcMGSeswZCffwDg', 'LB')
('SL04652-2022-11-01-11151','S465-15','LQAEZluT', 'SL')
('SL12058-2022-11-01-10989','S458-21','kFHaipg', 'MB')
('SL22517-2022-11-01-11024','S460-8','xSIKXJGGlHne', 'SU')
('AC04652-2022-11-02-11123','A618-17','kPFMtNJcDYlMCt', 'SL')
('SL22517-2022-11-01-11027','S460-11','uri', 'UB')
('AC04652-2022-11-01-11105','A617-17','DwUjVCn', 'SL')
('SL22517-2022-11-01-11028','S460-12','OaBofvBh', 'LB')
('AC12058-2022-11-01-10945','A609-1','jwlkuBUnEgNRHe', 'LB')
('SL04652-2022-11-01-11155','S465-19','LLHDjomnOOwzKijX', 'UB')
('SL22517-2022-11-01-11030','S460-14','McHSEdOv', 'UB')
('SL04652-2022-11-01-11156','S465-20','YJsrAxV', 'LB')
('AC12058-2022-11-01-10949','A609-5','jJbBcOZgcsnT', 'SL')
('SL22517-2022-11-01-11031','S460-15','fYMvJouCypvSJYW', 'SL')
('SL04652-2022-11-02-11017','S460-1','RUwm', 'LB')
('AC22517-2022-11-02-11128','A619-4','bNQWFdfVakAQ', 'UB')
('SL22517-2022-11-02-11077','S462-13','vCmSCcPAoZe', 'MB')
('AC22517-2022-11-01-10987','A611-7','fMo', 'LB')
('AC04652-2022-11-02-11132','A619-8','ozywDSzxYHyklsGK', 'LB')
('AC04652-2022-11-01-11113','A618-7','ULoU', 'LB')
('AC04652-2022-11-02-11133','A619-9','e', 'UB')
('AC22517-2022-11-02-11132','A619-8','bAy', 'LB')
('AC22517-2022-11-02-11134','A619-10','FPLWJhWyR', 'UB')
('SL04652-2022-11-02-11025','S460-9','f', 'LB')
('SL22517-2022-11-02-11081','S462-17','uVqGQh', 'LB')
('SL22517-2022-11-02-11082','S462-18','etwYGnWdyUlMil', 'MB')
('AC22517-2022-11-02-11137','A619-13','GAGOQPnFAG', 'LB')
('SL12058-2022-11-01-11000','S459-8','XLM', 'SU')
('AC04652-2022-11-02-11139','A619-15','CLug', 'UB')
('SL22517-2022-11-02-11086','S462-22','yoUfdUSDvuPdJoT', 'UB')
('SL04652-2022-11-01-11160','S465-24','FkGBthjtDu', 'SU')
('AC22517-2022-11-01-10997','A611-17','SFWwGFov', 'SL')
('SL04652-2022-11-02-11031','S460-15','FajY', 'SL')
('SL12058-2022-11-01-11003','S459-11','kfDqMjpHKFk', 'UB')
('AC12058-2022-11-01-10954','A609-10','hMvObMbVJ', 'UB')
('SL22517-2022-11-02-11089','S463-1','TcKFNCEPSEW', 'LB')
('AC04652-2022-11-01-11120','A618-14','kPposIogiNvDheT', 'LB')
('SL12058-2022-11-01-11005','S459-13','nxlQr', 'MB')
('SL04652-2022-11-01-11164','S466-4','fxmBLNHWjjsZCysS', 'LB')
('AC04652-2022-11-01-11121','A618-15','RvAXpoBZ', 'UB')
('SL22517-2022-11-02-11092','S463-4','LQeHu', 'LB')
('AC12058-2022-11-01-10957','A609-13','QgiKehfkqxIPhcOj', 'LB')
('SL04652-2022-11-01-11165','S466-5','ZxYonjOuS', 'MB')
('AC12058-2022-11-01-10958','A609-14','ogjimcyxFmtGId', 'LB')
('AC22517-2022-11-01-11001','A612-3','wnPpGwJg', 'UB')
('SL22517-2022-11-01-11041','S461-1','FOsRIwtZFGmi', 'LB')
('AC04652-2022-11-01-11124','A618-18','XXCWDko', 'SU')
('SL12058-2022-11-01-11008','S459-16','kjS', 'SU')
('SL12058-2022-11-01-11009','S459-17','YPzyLu', 'LB')
('SL22517-2022-11-02-11093','S463-5','tKsDtbcQ', 'MB')
('SL04652-2022-11-02-11037','S460-21','TCOiPWRzglgEkxJ', 'MB')
('AC22517-2022-11-01-11003','A612-5','CChEYNxdRKw', 'SL')
('SL04652-2022-11-02-11038','S460-22','zEste', 'UB')
('SL22517-2022-11-01-11042','S461-2','Gv', 'MB')
('AC22517-2022-11-02-11142','A619-18','brmLEFdNtnMBMC', 'SU')
('AC04652-2022-11-02-11148','A620-6','w', 'SU')
('AC04652-2022-11-01-11126','A619-2','WjyaudEXKQ', 'LB')
('SL22517-2022-11-02-11095','S463-7','KznCmh', 'SL')
('SL12058-2022-11-01-11015','S459-23','LObI', 'SL')
('SL04652-2022-11-02-11039','S460-23','ycGAXbD', 'SL')
('AC12058-2022-11-01-10961','A609-17','KHJf', 'SL')
('SL22517-2022-11-01-11044','S461-4','Jy', 'LB')
('SL22517-2022-11-02-11097','S463-9','sgwdJ', 'LB')
('AC04652-2022-11-01-11128','A619-4','GsvoyeTCEUtnKH', 'UB')
('SL22517-2022-11-02-11098','S463-10','kRNVGqAvRzHeNYy', 'MB')
('SL04652-2022-11-02-11040','S460-24','JFMihoqCZjC', 'SU')
('AC12058-2022-11-01-10963','A610-1','SiPqsGZIZbJKfAyQ', 'LB')
('AC04652-2022-11-01-11129','A619-5','EUxQZKy', 'SL')
('AC04652-2022-11-02-11152','A620-10','NRtk', 'UB')
('SL04652-2022-11-01-11172','S466-12','ZAwXldjo', 'LB')
('AC22517-2022-11-01-11010','A612-12','W', 'SU')
('AC04652-2022-11-01-11130','A619-6','i', 'SU')
('SL04652-2022-11-01-11173','S466-13','IgFbE', 'MB')
('AC04652-2022-11-01-11131','A619-7','xTAz', 'LB')
('SL12058-2022-11-01-11020','S460-4','QEyFRpOlIwSJUf', 'LB')
('SL04652-2022-11-01-11175','S466-15','c', 'SL')
('AC04652-2022-11-02-11155','A620-13','tcezqxw', 'LB')
('AC04652-2022-11-01-11136','A619-12','gOQl', 'SU')
('SL04652-2022-11-02-11042','S461-2','lpBbSQ', 'MB')
('AC22517-2022-11-02-11151','A620-9','RbIZdu', 'UB')
('AC12058-2022-11-01-10968','A610-6','cVKZEkMqTVZMw', 'SU')
('SL22517-2022-11-01-11050','S461-10','QVTiziNRVa', 'MB')
('AC22517-2022-11-01-11014','A612-16','SnmeguMy', 'UB')
('SL22517-2022-11-02-11105','S463-17','kObLjwEiQTKvnte', 'LB')
('SL04652-2022-11-01-11179','S466-19','CBkUAZhoszNvh', 'UB')
('SL12058-2022-11-01-11022','S460-6','DnMC', 'UB')
('SL22517-2022-11-02-11109','S463-21','DIHrSMwfNH', 'MB')
('AC22517-2022-11-01-11016','A612-18','vCSOTOGfaedBNHE', 'SU')
('AC04652-2022-11-02-11162','A621-2','GFLHADA', 'LB')
('AC04652-2022-11-01-11141','A619-17','ET', 'SL')
('SL22517-2022-11-02-11114','S464-2','Tqrvf', 'MB')
('AC22517-2022-11-01-11019','A613-3','FT', 'UB')
('SL22517-2022-11-02-11116','S464-4','MYm', 'LB')
('SL22517-2022-11-02-11117','S464-5','sqyxDHZ', 'MB')
('AC22517-2022-11-02-11158','A620-16','WBpSL', 'UB')
('SL22517-2022-11-02-11118','S464-6','JPINk', 'UB')
('AC12058-2022-11-01-10979','A610-17','Ftz', 'SL')
('AC04652-2022-11-02-11167','A621-7','XxsCbWbUrmYOyD', 'LB')
('SL22517-2022-11-01-11059','S461-19','n', 'UB')
('AC04652-2022-11-01-11147','A620-5','DAl', 'SL')
('AC04652-2022-11-01-11148','A620-6','lmvmLNNYo', 'SU')
('SL22517-2022-11-02-11120','S464-8','n', 'SU')
('SL22517-2022-11-02-11121','S464-9','owy', 'LB')
('SL22517-2022-11-02-11122','S464-10','HLZmfBJPYNg', 'MB')
('AC12058-2022-11-01-10981','A611-1','Nc', 'LB')
('SL22517-2022-11-02-11124','S464-12','EMPUSwF', 'LB')
('SL22517-2022-11-01-11063','S461-23','QhqqepUMt', 'SL')
('AC04652-2022-11-01-11151','A620-9','wgdAixMuHhksO', 'UB')
('SL04652-2022-11-01-11189','S467-5','o', 'MB')
('SL12058-2022-11-01-11031','S460-15','iZAdrMbcVbtFfv', 'SL')
('SL22517-2022-11-02-11128','S464-16','I', 'SU')
('SL04652-2022-11-01-11191','S467-7','iS', 'SL')
('AC04652-2022-11-02-11176','A621-16','QzavkUqAhQqLlMyk', 'UB')
('SL22517-2022-11-02-11132','S464-20','ACdxnkPMaDN', 'LB')
('AC22517-2022-11-02-11167','A621-7','dOovovbImBZVi', 'LB')
('AC22517-2022-11-02-11168','A621-8','FAkYXGFYqDvm', 'LB')
('SL22517-2022-11-02-11133','S464-21','iFC', 'MB')
('SL12058-2022-11-01-11036','S460-20','iYni', 'LB')
('AC22517-2022-11-02-11170','A621-10','ihFhYWCfzmOWFQ', 'UB')
('AC04652-2022-11-02-11180','A622-2','VNqh', 'LB')
('SL04652-2022-11-02-11058','S461-18','JsfkZg', 'MB')
('SL22517-2022-11-02-11134','S464-22','ysGpOIckIIFJxj', 'UB')
('SL22517-2022-11-02-11135','S464-23','imNbDHX', 'SL')
('AC04652-2022-11-02-11182','A622-4','CNTmZFJKwuo', 'UB')
('SL22517-2022-11-02-11136','S464-24','RUZsmXAFjGnuYZ', 'SU')
('SL04652-2022-11-01-11196','S467-12','PjmElYftjXnBbIl', 'LB')
('AC22517-2022-11-02-11174','A621-14','QEV', 'LB')
('AC04652-2022-11-02-11188','A622-10','tCm', 'UB')
('SL12058-2022-11-01-11040','S460-24','nkeTDsWCDE', 'SU')
('SL22517-2022-11-01-11069','S462-5','UMptxj', 'MB')
('SL12058-2022-11-01-11041','S461-1','dMNqizPMO', 'LB')
('AC22517-2022-11-02-11176','A621-16','rsJTrSJfBkpAUN', 'UB')
('AC22517-2022-11-01-11038','A614-4','tQYfmVDMw', 'UB')
('SL22517-2022-11-02-11139','S465-3','BacWWpqAZNralH', 'UB')
('AC22517-2022-11-01-11039','A614-5','nJgJGgzTAnxgen', 'SL')
('AC04652-2022-11-02-11191','A622-13','XpXPuQNLI', 'LB')
('AC12058-2022-11-01-10991','A611-11','Rejnf', 'SL')
('SL12058-2022-11-01-11044','S461-4','UTVxKLbEKN', 'LB')
('SL04652-2022-11-02-11066','S462-2','IVOScKkbxjIRw', 'MB')
('AC12058-2022-11-01-10993','A611-13','iOVdxjTsKcMdnSsQ', 'LB')
('SL04652-2022-11-02-11068','S462-4','hR', 'LB')
('SL04652-2022-11-02-11069','S462-5','NKqSufveeeg', 'MB')
('SL22517-2022-11-01-11074','S462-10','MdlmQty', 'MB')
('AC22517-2022-11-02-11179','A622-1','wcnpE', 'LB')
('SL12058-2022-11-01-11047','S461-7','uaRbGqRUOkPoH', 'SL')
('AC22517-2022-11-02-11181','A622-3','FrTlQ', 'UB')
('AC04652-2022-11-02-11193','A622-15','a', 'UB')
('SL22517-2022-11-01-11075','S462-11','SpRTTdBQyfP', 'UB')
('SL12058-2022-11-01-11050','S461-10','cFatfJIrarWaxH', 'MB')
('AC12058-2022-11-01-10999','A612-1','tc', 'LB')
('AC04652-2022-11-01-11167','A621-7','NgozhCKIcaJcPg', 'LB')
('SL22517-2022-11-01-11077','S462-13','zOEsLsa', 'MB')
('SL04652-2022-11-01-11207','S467-23','Exw', 'SL')
('SL22517-2022-11-02-11147','S465-11','p', 'UB')
('AC22517-2022-11-02-11188','A622-10','EJXYrvvqVKDdYKeL', 'UB')
('SL22517-2022-11-02-11149','S465-13','hSpBApzWzVnBnv', 'MB')
('SL22517-2022-11-01-11080','S462-16','UfjuZcbmJvipVNf', 'SU')
('SL04652-2022-11-01-11210','S468-2','rKktHWUY', 'MB')
('SL04652-2022-11-02-11073','S462-9','wKCBpbmbdFssnqUe', 'LB')
('AC22517-2022-11-01-11042','A614-8','xFikysyhrqI', 'LB')
('SL22517-2022-11-01-11081','S462-17','xoavBMujNw', 'LB')
('SL04652-2022-11-02-11074','S462-10','HwtCGDINvHBJIr', 'MB')
('SL04652-2022-11-01-11212','S468-4','a', 'LB')
('AC04652-2022-11-02-11200','A623-4','IyNfuz', 'UB')
('AC12058-2022-11-01-11007','A612-9','fIRDSoiWX', 'UB')
('AC04652-2022-11-01-11174','A621-14','pZHUT', 'LB')
('AC22517-2022-11-01-11046','A614-12','QGmDUMAuSVD', 'SU')
('AC12058-2022-11-01-11009','A612-11','lYVJYudnnXwdSY', 'SL')
('SL04652-2022-11-01-11217','S468-9','VKWbEd', 'LB')
('SL22517-2022-11-01-11092','S463-4','bIhSIVdI', 'LB')
('SL04652-2022-11-01-11219','S468-11','jKlChShGU', 'UB')
('AC22517-2022-11-01-11050','A614-16','TbuNpgDBVKHBSmyK', 'UB')
('SL04652-2022-11-01-11220','S468-12','UEhMTtwZfjY', 'LB')
('SL04652-2022-11-01-11222','S468-14','aTRqHvMPIbhpH', 'UB')
('SL04652-2022-11-01-11226','S468-18','iyH', 'MB')
('AC12058-2022-11-01-11013','A612-15','IIWusBvbTYfgLDV', 'UB')
('SL12058-2022-11-01-11062','S461-22','efRzgvkLxJf', 'UB')
('SL04652-2022-11-01-11230','S468-22','ifiajCS', 'UB')
('AC04652-2022-11-02-11203','A623-7','cM', 'LB')
('AC22517-2022-11-02-11199','A623-3','WFPmCjA', 'UB')
('SL22517-2022-11-02-11165','S466-5','ukQYlwlhUYlhNOY', 'MB')
('AC12058-2022-11-01-11014','A612-16','IMVFsXgdQjBeQmHg', 'UB')
('AC22517-2022-11-02-11200','A623-4','LHPkjUXpVpitLrJ', 'UB')
('SL04652-2022-11-01-11235','S469-3','PehQjdTrqsgALLnA', 'UB')
('AC04652-2022-11-02-11208','A623-12','vbFnznAxaMLqfz', 'SU')
('SL04652-2022-11-01-11236','S469-4','xCEzdyx', 'LB')
('AC22517-2022-11-02-11201','A623-5','Y', 'SL')
('SL22517-2022-11-01-11101','S463-13','ceknustIIjz', 'MB')
('SL12058-2022-11-01-11069','S462-5','JjM', 'MB')
('AC22517-2022-11-02-11202','A623-6','gOfXRzEpzFb', 'SU')
('SL22517-2022-11-01-11102','S463-14','R', 'UB')
('AC22517-2022-11-01-11061','A615-9','fQhhOtzXfYEEO', 'UB')
('SL12058-2022-11-01-11070','S462-6','tMtIxghgm', 'UB')
('SL12058-2022-11-01-11071','S462-7','icAqPxdd', 'SL')
('AC22517-2022-11-02-11204','A623-8','mAZmgfvuDlmD', 'LB')
('SL04652-2022-11-02-11087','S462-23','hTX', 'SL')
('SL22517-2022-11-01-11106','S463-18','POELVsUROEeHR', 'MB')
('SL04652-2022-11-02-11090','S463-2','IjQewLCCe', 'MB')
('AC04652-2022-11-01-11191','A622-13','NbKzsypYhtQys', 'LB')
('AC12058-2022-11-01-11028','A613-12','qH', 'SU')
('AC12058-2022-11-01-11029','A613-13','BrkBfu', 'LB')
('SL22517-2022-11-01-11109','S463-21','kUTIePOAtRDaPn', 'MB')
('SL04652-2022-11-02-11091','S463-3','OvELoWELp', 'UB')
('AC12058-2022-11-01-11032','A613-16','CEnwD', 'UB')
('AC04652-2022-11-01-11194','A622-16','gZQvqxqoCPhoStXb', 'UB')
('AC22517-2022-11-01-11067','A615-15','wBnylJfKrkG', 'UB')
('SL12058-2022-11-01-11073','S462-9','AKSNRXdxg', 'LB')
('AC22517-2022-11-01-11068','A615-16','tRYepTMjZFbKaZjO', 'UB')
('SL12058-2022-11-01-11075','S462-11','aIofIWESYVZ', 'UB')
('SL12058-2022-11-01-11076','S462-12','CACxCaaOzknvIDS', 'LB')
('SL22517-2022-11-02-11171','S466-11','StZIGtBoTMS', 'UB')
('SL04652-2022-11-02-11095','S463-7','JMJF', 'SL')
('AC22517-2022-11-02-11209','A623-13','VrJgbWU', 'LB')
('SL22517-2022-11-02-11174','S466-14','gtSkpufIF', 'UB')
('AC12058-2022-11-01-11035','A614-1','MCpt', 'LB')
('AC22517-2022-11-02-11211','A623-15','H', 'UB')
('AC22517-2022-11-01-11071','A616-1','HmhSSi', 'LB')
('SL22517-2022-11-02-11176','S466-16','llCY', 'SU')
('AC22517-2022-11-01-11073','A616-3','WKWHuPTEQLmWTb', 'UB')
('SL22517-2022-11-02-11177','S466-17','MJ', 'LB')
('SL04652-2022-11-02-11097','S463-9','F', 'LB')
('SL12058-2022-11-01-11080','S462-16','WBt', 'SU')
('AC12058-2022-11-01-11043','A614-9','bRem', 'UB')
('AC22517-2022-11-01-11074','A616-4','CZphzbUy', 'UB')
('SL04652-2022-11-02-11100','S463-12','UaM', 'LB')
('SL04652-2022-11-02-11101','S463-13','bak', 'MB')
('SL22517-2022-11-02-11180','S466-20','PCSa', 'LB')
('SL22517-2022-11-02-11181','S466-21','ZaJKZQqfQgxhSHsM', 'MB')
('AC12058-2022-11-01-11046','A614-12','gVPlxTylgvQGw', 'SU')
('SL12058-2022-11-01-11088','S462-24','wd', 'SU')
('SL22517-2022-11-01-11121','S464-9','FNCpCqAZFOti', 'LB')
('SL04652-2022-11-01-11252','S469-20','HhAFdRLsaVPLNHQ', 'LB')
('SL12058-2022-11-01-11090','S463-2','HCRBjBpNERSawIss', 'MB')
('AC22517-2022-11-01-11078','A616-8','LmHTpxOqpQcjUsqD', 'LB')
('AC22517-2022-11-02-11215','A624-1','JzXHoLBfyJtA', 'LB')
('AC12058-2022-11-01-11052','A614-18','BgXmaDFzX', 'SU')
('SL04652-2022-11-02-11105','S463-17','Er', 'LB')
('SL04652-2022-11-02-11106','S463-18','JIHThDFNWIevTORp', 'MB')
('AC12058-2022-11-01-11054','A615-2','ByQpJZjPJhebIk', 'LB')
('AC04652-2022-11-01-11207','A623-11','TwjAFkN', 'SL')
('SL22517-2022-11-01-11124','S464-12','xc', 'LB')
('AC04652-2022-11-01-11209','A623-13','EEOtdgBkHB', 'LB')
('SL04652-2022-11-01-11258','S470-2','DSi', 'MB')
('SL22517-2022-11-01-11125','S464-13','PiwAPQ', 'MB')
('AC04652-2022-11-01-11211','A623-15','C', 'UB')
('AC12058-2022-11-01-11059','A615-7','oGn', 'LB')
('AC04652-2022-11-02-11233','A625-1','prkyoonzLhk', 'LB')
('SL04652-2022-11-01-11261','S470-5','rMbgjBzQHCEyxiM', 'MB')
('AC04652-2022-11-02-11235','A625-3','mjjtSGgdWYbbovO', 'UB')
('SL22517-2022-11-01-11127','S464-15','dJPkxMHjjtFU', 'SL')
('AC12058-2022-11-01-11060','A615-8','dsZcm', 'LB')
('SL22517-2022-11-01-11128','S464-16','ikUnPFQnehuHRr', 'SU')
('AC22517-2022-11-02-11220','A624-6','PwopudsGu', 'SU')
('AC22517-2022-11-02-11221','A624-7','ItEh', 'LB')
('SL22517-2022-11-01-11129','S464-17','cQTdtMIj', 'LB')
('SL12058-2022-11-01-11094','S463-6','RopMCzSQ', 'UB')
('AC22517-2022-11-02-11222','A624-8','pdxVCezp', 'LB')
('AC04652-2022-11-01-11223','A624-9','ntbUyEUEsupeL', 'UB')
('AC22517-2022-11-01-11090','A617-2','Tq', 'LB')
('AC12058-2022-11-01-11064','A615-12','E', 'SU')
('AC12058-2022-11-01-11065','A615-13','NPsLxrj', 'LB')
('AC12058-2022-11-01-11066','A615-14','cCPRWinnQxpTJuR', 'LB')
('AC22517-2022-11-01-11091','A617-3','MIcNxOTmjlSH', 'UB')
('AC04652-2022-11-01-11227','A624-13','jS', 'LB')
('SL22517-2022-11-01-11133','S464-21','XZL', 'MB')
('AC22517-2022-11-01-11093','A617-5','StaTDorfXVmdeIN', 'SL')
('AC04652-2022-11-02-11238','A625-6','CvshMDFobMeGy', 'SU')
('SL22517-2022-11-01-11136','S464-24','qCHlCdqXGOLAfrKN', 'SU')
('AC12058-2022-11-01-11068','A615-16','jhExC', 'UB')
('AC22517-2022-11-02-11229','A624-15','igfTojNKW', 'UB')
('AC22517-2022-11-01-11096','A617-8','IQs', 'LB')
('SL04652-2022-11-02-11121','S464-9','eejRQcADVapfq', 'LB')
('SL12058-2022-11-01-11104','S463-16','EvRqBAmrLZ', 'SU')
('SL04652-2022-11-02-11123','S464-11','xLFBCgfDf', 'UB')
('AC22517-2022-11-02-11232','A624-18','doJFdS', 'SU')
('AC04652-2022-11-01-11230','A624-16','QdvEjfJQaeElIdB', 'UB')
('SL12058-2022-11-01-11107','S463-19','SbihwO', 'UB')
('SL22517-2022-11-02-11196','S467-12','fgrpjQqyumSsjQg', 'LB')
('SL04652-2022-11-02-11126','S464-14','Uw', 'UB')
('SL04652-2022-11-01-11269','S470-13','WtGZMJCxEStIw', 'MB')
('AC04652-2022-11-02-11246','A625-14','whtOZqVnuTrQJ', 'LB')
('SL22517-2022-11-02-11199','S467-15','WolVmOWlnVFcgALJ', 'SL')
('AC04652-2022-11-01-11233','A625-1','nYspWdeOEKJvUGvY', 'LB')
('AC12058-2022-11-01-11071','A616-1','QFKHPVuUrN', 'LB')
('AC04652-2022-11-01-11234','A625-2','QsvyzIyNDGgu', 'LB')
('SL04652-2022-11-02-11129','S464-17','EZFFDohOuWJNi', 'LB')
('AC04652-2022-11-02-11248','A625-16','fR', 'UB')
('AC22517-2022-11-02-11237','A625-5','wdQrRYUM', 'SL')
('SL04652-2022-11-01-11276','S470-20','raIWVHtcsy', 'LB')
('AC22517-2022-11-02-11243','A625-11','adyhxIOgNSrJtR', 'SL')
('AC22517-2022-11-01-11104','A617-16','gwW', 'UB')
('SL22517-2022-11-02-11210','S468-2','fDl', 'MB')
('AC22517-2022-11-01-11106','A617-18','blaDhLbbzrBU', 'SU')
('SL22517-2022-11-01-11145','S465-9','L', 'LB')
('AC12058-2022-11-01-11078','A616-8','CGblHGUEZuwurm', 'LB')
('SL04652-2022-11-02-11137','S465-1','IqraUAVUWGm', 'LB')
('SL04652-2022-11-01-11282','S471-2','VIkoXAEkr', 'MB')
('AC04652-2022-11-01-11241','A625-9','XWd', 'UB')
('AC22517-2022-11-02-11245','A625-13','X', 'LB')
('AC22517-2022-11-02-11246','A625-14','b', 'LB')
('AC22517-2022-11-02-11247','A625-15','rdQuwlwkKsrCBna', 'UB')
('AC04652-2022-11-01-11243','A625-11','RVxshawYIylPmxMV', 'SL')
('SL12058-2022-11-01-11114','S464-2','vcFZOAztW', 'MB')
('AC22517-2022-11-02-11249','A625-17','Nguknsa', 'SL')
('AC22517-2022-11-01-11110','A618-4','ErtmaWr', 'UB')
('SL04652-2022-11-02-11141','S465-5','ZwLRWbowvr', 'MB')
('SL04652-2022-11-01-11290','S471-10','TVJGwfoiRPwMu', 'MB')
('AC12058-2022-11-01-11089','A617-1','YPnPclgaDQaAnWzs', 'LB')
('AC22517-2022-11-02-11251','A626-1','VwlUKr', 'LB')
('AC22517-2022-11-01-11113','A618-7','LEQOTC', 'LB')
('SL04652-2022-11-01-11292','S471-12','XNfqpX', 'LB')
('AC04652-2022-11-01-11248','A625-16','xDVIqzXaRc', 'UB')
('SL04652-2022-11-02-11143','S465-7','XeSaoOaDxjKDphpD', 'SL')
('SL22517-2022-11-02-11221','S468-13','IHPTlreKcOu', 'MB')
('AC04652-2022-11-02-11263','A626-13','mmFSyNDlZMznDTg', 'LB')
('SL22517-2022-11-01-11153','S465-17','NPfZninEaAhfXK', 'LB')
('AC12058-2022-11-01-11095','A617-7','dSMRotPfrlJaEhqL', 'LB')
('AC12058-2022-11-01-11096','A617-8','ErKISuVfDk', 'LB')
('AC12058-2022-11-01-11097','A617-9','MVbchz', 'UB')
('AC04652-2022-11-01-11249','A625-17','AAWDmM', 'SL')
('SL22517-2022-11-01-11155','S465-19','rLwCmLQMvxLApQz', 'UB')
('SL04652-2022-11-01-11296','S471-16','OcqE', 'SU')
('AC22517-2022-11-01-11123','A618-17','musXKSHTmV', 'SL')
('AC04652-2022-11-01-11251','A626-1','NVjBLhxO', 'LB')
('AC22517-2022-11-02-11254','A626-4','Ig', 'UB')
('SL04652-2022-11-01-11299','S471-19','DPqlNpvR', 'UB')
('SL04652-2022-11-01-11300','S471-20','bhXqxK', 'LB')
('SL04652-2022-11-01-11301','S471-21','N', 'MB')
('AC22517-2022-11-01-11125','A619-1','JnSjFZMEopsMhkc', 'LB')
('SL04652-2022-11-02-11149','S465-13','HjhIHJtDvFMyk', 'MB')
('SL04652-2022-11-02-11150','S465-14','ZwJtpiSzZyAb', 'UB')
('AC04652-2022-11-02-11271','A627-3','KjmDEQX', 'UB')
('AC22517-2022-11-02-11259','A626-9','JeA', 'UB')
('SL04652-2022-11-01-11304','S471-24','TLBJtRVqGlm', 'SU')
('AC04652-2022-11-02-11272','A627-4','tG', 'UB')
('SL22517-2022-11-02-11225','S468-17','OK', 'LB')
('AC04652-2022-11-01-11253','A626-3','H', 'UB')
('SL22517-2022-11-01-11158','S465-22','Euykkge', 'UB')
('AC04652-2022-11-01-11254','A626-4','GcRvioPEv', 'UB')
('AC22517-2022-11-01-11127','A619-3','alZanOVVLd', 'UB')
('SL22517-2022-11-01-11160','S465-24','eXL', 'SU')
('AC04652-2022-11-02-11273','A627-5','hstSJQfE', 'SL')
('SL22517-2022-11-01-11161','S466-1','Jr', 'LB')
('AC12058-2022-11-01-11100','A617-12','IBtQ', 'SU')
('SL12058-2022-11-01-11130','S464-18','VwChQLbq', 'MB')
('AC04652-2022-11-02-11274','A627-6','Xf', 'SU')
('AC04652-2022-11-01-11257','A626-7','OMHvODybB', 'LB')
('SL22517-2022-11-02-11231','S468-23','EDFzc', 'SL')
('AC04652-2022-11-01-11258','A626-8','RXnwghVYVhViwTM', 'LB')
('AC04652-2022-11-02-11276','A627-8','Rfd', 'LB')
('AC22517-2022-11-02-11266','A626-16','sMKeAKKJGIvM', 'UB')
('AC04652-2022-11-01-11261','A626-11','hhIEvGkpe', 'SL')
('AC22517-2022-11-01-11130','A619-6','MOPYcfl', 'SU')
('AC04652-2022-11-01-11263','A626-13','YvmUFSEJ', 'LB')
('AC22517-2022-11-02-11267','A626-17','NdvZaQXryhAfW', 'SL')
