('AC12058-2022-11-01-1234','A69-10','gk', 'UB')
('SL22517-2022-11-01-12285','S512-21','XelNC', 'MB')
('AC04652-2022-11-02-12471','A693-15','rbAYMHu', 'UB')
('AC22517-2022-11-01-12473','A693-17','zhyWptscOHVQQXVJ', 'SL')
('AC04652-2022-11-02-12473','A693-17','cuF', 'SL')
('AC22517-2022-11-02-12448','A692-10','ZLGBRKwfWy', 'UB')
('SL12058-2022-11-01-12217','S510-1','qVCfCuJVhDdllF', 'LB')
('AC04652-2022-11-02-12493','A695-1','GUotIcGWNOBoLl', 'LB')
('AC22517-2022-11-02-12453','A692-15','fIj', 'UB')
('AC04652-2022-11-01-12683','A705-11','RwpvpEpxiBNnjAaH', 'SL')
('SL22517-2022-11-01-12300','S513-12','ZEbYhXqhgN', 'LB')
('SL22517-2022-11-01-12301','S513-13','QloESEbsBxA', 'MB')
('SL04652-2022-11-01-12393','S517-9','vkLnrBSNHqzr', 'LB')
('AC22517-2022-11-01-12517','A696-7','XluQvAPazhllCm', 'LB')
('SL12058-2022-11-01-12255','S511-15','nkzHIHzvo', 'SL')
('SL22517-2022-11-02-12412','S518-4','Nr', 'LB')
('SL22517-2022-11-01-12351','S515-15','GstIpCNh', 'SL')
('AC12058-2022-11-01-12595','A700-13','MO', 'LB')
('SL22517-2022-11-02-12468','S520-12','doPTNSQJCLY', 'LB')
('AC04652-2022-11-02-12589','A700-7','JgSPbu', 'LB')
('SL12058-2022-11-01-12314','S514-2','J', 'MB')
('SL04652-2022-11-01-12455','S519-23','zoLzdPmezdr', 'SL')
('SL22517-2022-11-02-12475','S520-19','XMxtF', 'UB')
('SL22517-2022-11-02-12476','S520-20','Jd', 'LB')
('SL22517-2022-11-01-12395','S517-11','mqXtbv', 'UB')
('AC22517-2022-11-02-12547','A698-1','JPz', 'LB')
('SL22517-2022-11-02-12480','S520-24','D', 'SU')
('AC04652-2022-11-01-12796','A711-16','AVMd', 'UB')
('SL22517-2022-11-01-12404','S517-20','BqdEwGqESOjMjro', 'LB')
('AC04652-2022-11-01-12797','A711-17','GfLOJZaDXMcsWQa', 'SL')
('SL22517-2022-11-02-12486','S521-6','TkGuu', 'UB')
('SL04652-2022-11-01-12471','S520-15','RnBXqJdpDnpTd', 'SL')
('AC22517-2022-11-01-12598','A700-16','Ey', 'UB')
('SL04652-2022-11-02-12499','S521-19','lvrYKSXPHx', 'UB')
('AC22517-2022-11-02-12570','A699-6','YdvRGqdl', 'SU')
('SL04652-2022-11-02-12510','S522-6','sgvmBoDg', 'UB')
('AC12058-2022-11-01-12626','A702-8','bCJJIeUQQG', 'LB')
('SL22517-2022-11-02-12498','S521-18','gQqZM', 'MB')
('AC04652-2022-11-02-12621','A702-3','kbCqn', 'UB')
('SL22517-2022-11-02-12530','S523-2','ApwZChGDFUjZTi', 'MB')
('SL04652-2022-11-02-12545','S523-17','rugXm', 'LB')
('SL04652-2022-11-01-12517','S522-13','Mc', 'MB')
('AC12058-2022-11-01-12658','A704-4','iEl', 'UB')
('SL22517-2022-11-02-12535','S523-7','U', 'SL')
('AC04652-2022-11-01-12840','A714-6','KZfsrwEfeaWRtKC', 'SU')
('AC04652-2022-11-01-12841','A714-7','JZ', 'LB')
('AC22517-2022-11-02-12620','A702-2','VdR', 'LB')
('SL04652-2022-11-01-12520','S522-16','IRT', 'SU')
('AC22517-2022-11-01-12669','A704-15','wbyTdprLvlBXO', 'UB')
('SL04652-2022-11-02-12554','S524-2','bg', 'MB')
('SL12058-2022-11-01-12387','S517-3','ynLR', 'UB')
('AC04652-2022-11-02-12670','A704-16','JnrnYOzgwKpsAcA', 'UB')
('SL22517-2022-11-02-12543','S523-15','GpN', 'SL')
('AC22517-2022-11-02-12630','A702-12','LeWf', 'SU')
('SL22517-2022-11-01-12471','S520-15','jTlowkqyGwUT', 'SL')
('SL12058-2022-11-01-12396','S517-12','hIFtxQbElLeoJ', 'LB')
('AC22517-2022-11-01-12681','A705-9','AoWnQzAnvmg', 'UB')
('AC12058-2022-11-01-12680','A705-8','qoBMf', 'LB')
('SL04652-2022-11-02-12565','S524-13','VlFq', 'MB')
('SL22517-2022-11-02-12551','S523-23','MNVlfheohYO', 'SL')
('AC22517-2022-11-02-12643','A703-7','AmdFpvMpBlqlrPA', 'LB')
('SL12058-2022-11-01-12408','S517-24','ZDiwLilbAAatWVt', 'SU')
('SL04652-2022-11-01-12537','S523-9','TfzCaKs', 'LB')
('AC12058-2022-11-01-12684','A705-12','uUcCNviXKxQNMAb', 'SU')
('AC22517-2022-11-01-12693','A706-3','MXpaCoS', 'UB')
('SL22517-2022-11-02-12557','S524-5','InvBjBQbgDXhbE', 'MB')
('AC22517-2022-11-01-12695','A706-5','DtUTMZ', 'SL')
('AC04652-2022-11-02-12684','A705-12','FtmNaVKorUCAmp', 'SU')
('AC22517-2022-11-01-12700','A706-10','tDzXFZ', 'UB')
('AC04652-2022-11-01-12872','A716-2','R', 'LB')
('AC04652-2022-11-01-12877','A716-7','xtklEcmEsxGf', 'LB')
('SL12058-2022-11-01-12431','S518-23','HoqC', 'SL')
('SL22517-2022-11-02-12570','S524-18','moSaCv', 'MB')
('SL12058-2022-11-01-12436','S519-4','PiFvyLkFlv', 'LB')
('SL04652-2022-11-01-12585','S525-9','OLzCsPgQ', 'LB')
('SL12058-2022-11-01-12488','S521-8','gmSfBeULN', 'SU')
('AC22517-2022-11-01-12786','A711-6','QzvADJpYMNgraNXa', 'SU')
('AC04652-2022-11-01-12935','A719-11','zmAnNxz', 'SL')
('AC12058-2022-11-01-12767','A710-5','yLHspGZZrHby', 'SL')
('AC22517-2022-11-01-12788','A711-8','ve', 'LB')
('AC04652-2022-11-02-12769','A710-7','O', 'LB')
('AC22517-2022-11-02-12744','A708-18','ubFsPzb', 'SU')
('AC04652-2022-11-01-12993','A722-15','Pw', 'UB')
('AC22517-2022-11-01-12871','A716-1','tfuMlKbSfjWNvYG', 'LB')
('AC22517-2022-11-01-12872','A716-2','GVjqvibsRkKSrKbx', 'LB')
('SL04652-2022-11-01-12715','S530-19','zmigFDmPQEH', 'UB')
('SL12058-2022-11-01-12595','S525-19','XxZcbxJeXK', 'UB')
('SL12058-2022-11-01-12597','S525-21','jMVpZIv', 'MB')
('AC04652-2022-11-01-13051','A726-1','iLdBTqxOcqrNFe', 'LB')
('AC04652-2022-11-02-12880','A716-10','D', 'UB')
('AC04652-2022-11-01-13054','A726-4','trTQrcx', 'UB')
('AC22517-2022-11-02-12890','A717-2','nhmAlCqckgUhFP', 'LB')
('AC12058-2022-11-01-12981','A722-3','pcBATaMhsiM', 'UB')
('AC22517-2022-11-02-12950','A720-8','xaLIcitrU', 'LB')
('SL04652-2022-11-02-12892','S538-4','cK', 'LB')
('AC12058-2022-11-01-13029','A724-15','ycqgTqzOFanN', 'UB')
('SL22517-2022-11-01-12855','S536-15','jzcljHskPDeqVEf', 'SL')
('AC22517-2022-11-01-13142','A731-2','ZbsXB', 'LB')
('SL22517-2022-11-02-12972','S541-12','BLCYX', 'LB')
('SL22517-2022-11-01-12907','S538-19','OTybvRkyfAHFa', 'UB')
('AC04652-2022-11-02-13141','A731-1','QLMUrzquEGZZReAq', 'LB')
('AC22517-2022-11-01-13145','A731-5','iVyIj', 'SL')
('AC22517-2022-11-01-13146','A731-6','cULIj', 'SU')
('SL22517-2022-11-02-12981','S541-21','JcWSvbvhOKqN', 'MB')
('SL12058-2022-11-01-12853','S536-13','ENhiVgLwPKrNZ', 'MB')
('SL22517-2022-11-01-12964','S541-4','h', 'LB')
('AC12058-2022-11-01-13182','A733-6','IRw', 'SU')
('AC12058-2022-11-01-13183','A733-7','Hro', 'LB')
('SL04652-2022-11-01-13060','S545-4','MCzwEsmutIU', 'LB')
('AC12058-2022-11-01-13189','A733-13','rZvJeY', 'LB')
('AC22517-2022-11-01-13239','A736-9','e', 'UB')
('SL04652-2022-11-02-13086','S546-6','vrkXRh', 'UB')
('AC22517-2022-11-02-13174','A732-16','awzcMKRNxM', 'UB')
('SL04652-2022-11-01-13087','S546-7','MZZMAMMPUDD', 'SL')
('AC22517-2022-11-01-13240','A736-10','becSlatluARZ', 'UB')
('AC22517-2022-11-01-13241','A736-11','oipR', 'SL')
('SL12058-2022-11-01-12921','S539-9','WeblEt', 'LB')
('AC04652-2022-11-02-13225','A735-13','wzlGYFakqexNMpnd', 'LB')
('SL04652-2022-11-01-13092','S546-12','mnAV', 'LB')
('SL22517-2022-11-02-13084','S546-4','qeTzgnqqU', 'LB')
('SL22517-2022-11-02-13085','S546-5','HLNUXvAnJtVX', 'MB')
('AC22517-2022-11-01-13251','A737-3','nKDQtRYLOJfXlvB', 'UB')
('SL22517-2022-11-02-13087','S546-7','oBJRLcrKYfqPXiA', 'SL')
('AC22517-2022-11-02-13183','A733-7','Cz', 'LB')
('AC22517-2022-11-01-13282','A738-16','lotIHTcIV', 'UB')
('SL04652-2022-11-01-13124','S547-20','JLEd', 'LB')
('AC22517-2022-11-02-13207','A734-13','LNrdLOMIi', 'LB')
('AC04652-2022-11-02-13260','A737-12','iiSNQApypkSW', 'SU')
('AC22517-2022-11-01-13288','A739-4','aLaWYIkrxlyv', 'UB')
('AC12058-2022-11-01-13235','A736-5','wZgqmnUlHR', 'SL')
('AC12058-2022-11-01-13236','A736-6','csMZXcrb', 'SU')
('AC04652-2022-11-01-13447','A748-1','HyAdI', 'LB')
('AC22517-2022-11-02-13216','A735-4','aW', 'UB')
('SL04652-2022-11-01-13132','S548-4','OfoScRKmMzgOyUl', 'LB')
('AC22517-2022-11-01-13293','A739-9','wJGwxfVAIq', 'UB')
('AC22517-2022-11-01-13294','A739-10','whKowWFeGR', 'UB')
('SL22517-2022-11-01-13049','S544-17','kI', 'LB')
('AC22517-2022-11-02-13226','A735-14','w', 'LB')
('AC22517-2022-11-01-13305','A740-3','nhImvIIrSDTxb', 'UB')
('SL04652-2022-11-01-13146','S548-18','lOQGHqIh', 'MB')
('SL12058-2022-11-01-12962','S541-2','yPOj', 'MB')
('SL12058-2022-11-01-12963','S541-3','ZLm', 'UB')
('AC04652-2022-11-01-13466','A749-2','ERdzei', 'LB')
('SL22517-2022-11-02-13139','S548-11','KzLegceIlGLOkK', 'UB')
('AC04652-2022-11-02-13293','A739-9','iifbgtM', 'UB')
('AC12058-2022-11-01-13260','A737-12','pkTRuxdGXwxnfM', 'SU')
('SL22517-2022-11-02-13155','S549-3','zHfV', 'UB')
('AC04652-2022-11-01-13485','A750-3','KFJQRRUOvJakKNxk', 'UB')
('SL12058-2022-11-01-12979','S541-19','COIDf', 'UB')
('SL22517-202
