('SL12058-2022-11-01-187','S8-19','axVq', 'UB')
('AC12058-2022-11-01-10138','A564-4','dhVXqxwpcLYLLv', 'UB')
('AC04652-2022-11-02-10141','A564-7','xEPTUwOsZfyjCwj', 'LB')
('SL04652-2022-11-02-10036','S419-4','Owiwvyh', 'LB')
('SL04652-2022-11-01-10009','S418-1','hWIWnqEGhYIvZxn', 'LB')
('AC12058-2022-11-01-10145','A564-11','YsvcVmhxgNYvj', 'SL')
('AC04652-2022-11-01-10342','A575-10','VkUErucBbmOFI', 'UB')
('AC22517-2022-11-02-10162','A565-10','fDuRjdoH', 'UB')
('SL04652-2022-11-02-10081','S421-1','rVwEgtkiBt', 'LB')
('AC12058-2022-11-01-10198','A567-10','MkKZXsumPgsAc', 'UB')
('AC22517-2022-11-02-10205','A567-17','PxqqIcPGxSaGhx', 'SL')
('AC22517-2022-11-02-10206','A567-18','AfcAESZFj', 'SU')
('SL22517-2022-11-01-9986','S417-2','fhgvJUiPt', 'MB')
('AC22517-2022-11-02-10207','A568-1','nYpCWK', 'LB')
('AC04652-2022-11-02-10206','A567-18','lTL', 'SU')
('AC22517-2022-11-02-10209','A568-3','EuFML', 'UB')
('AC22517-2022-11-02-10210','A568-4','hoGMTw', 'UB')
('SL12058-2022-11-01-9937','S415-1','jhjuhaLOFyMEeO', 'LB')
('SL22517-2022-11-01-9988','S417-4','ValkOCsKvAQsy', 'LB')
('SL04652-2022-11-02-10110','S422-6','sAWEQnETGSDX', 'UB')
('SL04652-2022-11-01-10070','S420-14','XFEb', 'UB')
('SL12058-2022-11-01-9943','S415-7','KoKHNjZjzc', 'SL')
('AC12058-2022-11-01-10211','A568-5','bXrHWAwiiruaJ', 'SL')
('AC22517-2022-11-02-10217','A568-11','VRQzAEBrhNXluwoQ', 'SL')
('SL12058-2022-11-01-9947','S415-11','AUBuVEo', 'UB')
('SL22517-2022-11-01-10000','S417-16','CTLUhVTl', 'SU')
('AC04652-2022-11-02-10225','A569-1','Xv', 'LB')
('SL04652-2022-11-01-10083','S421-3','z', 'UB')
('AC04652-2022-11-02-10226','A569-2','mUlQsFRVkpZJ', 'LB')
('AC22517-2022-11-02-10225','A569-1','qjgliOJRFMixsY', 'LB')
('AC04652-2022-11-01-10421','A579-17','lEnidLuN', 'SL')
('SL04652-2022-11-02-10188','S425-12','AJJfPVKeVLEeE', 'LB')
('SL04652-2022-11-01-10149','S423-21','izxbYX', 'MB')
('AC04652-2022-11-01-10475','A582-17','IVWZpgziPWT', 'SL')
('AC22517-2022-11-01-10256','A570-14','iaHaedToDylBlX', 'LB')
('SL12058-2022-11-01-10017','S418-9','rRoYIuxUfNRabL', 'LB')
('SL04652-2022-11-01-10154','S424-2','dQIuPB', 'MB')
('SL22517-2022-11-02-10168','S424-16','b', 'SU')
('AC22517-2022-11-02-10288','A572-10','ckLbonUxAa', 'UB')
('SL04652-2022-11-02-10194','S425-18','craJBeJ', 'MB')
('AC12058-2022-11-01-10346','A575-14','K', 'LB')
('SL04652-2022-11-01-10222','S426-22','jFyOgWKmMedUI', 'UB')
('AC04652-2022-11-01-10543','A586-13','WcqHE', 'LB')
('SL12058-2022-11-01-10085','S421-5','kJfelWC', 'MB')
('SL12058-2022-11-01-10086','S421-6','sWdmzJOpIkf', 'UB')
('SL22517-2022-11-01-10146','S423-18','awAJJcXI', 'MB')
('AC04652-2022-11-02-10348','A575-16','F', 'UB')
('AC12058-2022-11-01-10347','A575-15','fRukgE', 'UB')
('AC12058-2022-11-01-10348','A575-16','eEJRtrQgyN', 'UB')
('SL04652-2022-11-02-10271','S428-23','vrPREXeev', 'SL')
('SL22517-2022-11-01-10167','S424-15','mxZEDTXGfcuTgi', 'SL')
('AC22517-2022-11-02-10412','A579-8','YfSqiJmz', 'LB')
('AC04652-2022-11-02-10464','A582-6','kXYhsSmlZ', 'SU')
('AC04652-2022-11-01-10659','A593-3','YSk', 'UB')
('SL22517-2022-11-02-10376','S433-8','uZBOOKqORuaYzAX', 'SU')
('AC22517-2022-11-01-10441','A581-1','eJuMivOuQpRFPb', 'LB')
('AC12058-2022-11-01-10463','A582-5','Skibag', 'SL')
('SL22517-2022-11-02-10380','S433-12','OkCAGVlKaSu', 'LB')
('AC22517-2022-11-01-10443','A581-3','VQAoOcUOePZclDJ', 'UB')
('SL04652-2022-11-01-10345','S432-1','tOg', 'LB')
('SL12058-2022-11-01-10227','S427-3','STMtAmGGn', 'UB')
('AC04652-2022-11-02-10491','A583-15','UUnLOZx', 'UB')
('SL22517-2022-11-02-10406','S434-14','PjhHuXmOdRe', 'UB')
('AC04652-2022-11-01-10680','A594-6','yzYDtYSkTa', 'SU')
('SL12058-2022-11-01-10288','S429-16','NvWOpxwL', 'SU')
('SL22517-2022-11-01-10355','S432-11','ApRJKra', 'UB')
('SL22517-2022-11-01-10357','S432-13','YUnvCQTyWAtHZ', 'MB')
('SL12058-2022-11-01-10293','S429-21','iYBJD', 'MB')
('SL12058-2022-11-01-10294','S429-22','ag', 'UB')
('AC12058-2022-11-01-10543','A586-13','ufofduQL', 'LB')
('SL12058-2022-11-01-10296','S429-24','SwIWNAzwnCdy', 'SU')
('AC22517-2022-11-01-10527','A585-15','aH', 'UB')
('SL22517-2022-11-01-10361','S432-17','wOau', 'LB')
('SL04652-2022-11-02-10466','S437-2','KTrJxqxUyvuMil', 'MB')
('SL12058-2022-11-01-10321','S431-1','eizWqF', 'LB')
('SL22517-2022-11-02-10492','S438-4','wODtVJslvIHhkn', 'LB')
('SL04652-2022-11-02-10489','S438-1','IrfZgHStBATlTNTX', 'LB')
('SL12058-2022-11-01-10323','S431-3','IPB', 'UB')
('SL04652-2022-11-02-10493','S438-5','MTrXeiRPM', 'MB')
('SL22517-2022-11-01-10391','S433-23','niZxKtiPDPGwNUvQ', 'SL')
('AC22517-2022-11-01-10564','A587-16','YxRcFVdKQmfgdZ', 'UB')
('SL22517-2022-11-02-10499','S438-11','ezfYyVj', 'UB')
('AC22517-2022-11-01-10565','A587-17','hXNgBHO', 'SL')
('AC22517-2022-11-02-10658','A593-2','SSkqBeSwxUySKt', 'LB')
('SL22517-2022-11-02-10560','S440-24','ThewVgJMRdiaBwH', 'SU')
('SL22517-2022-11-01-10471','S437-7','nIJwltFCfouJf', 'SL')
('SL22517-2022-11-01-10506','S438-18','EliG', 'MB')
('AC22517-2022-11-01-10676','A594-2','sfbKQkwIUa', 'LB')
('AC22517-2022-11-01-10679','A594-5','fsZfsVsJ', 'SL')
('SL12058-2022-11-01-10465','S437-1','vXoKtEmjDkdhn', 'LB')
('AC12058-2022-11-01-10695','A595-3','wZdHVzkXKF', 'UB')
('AC04652-2022-11-01-10881','A605-9','ZNFgbd', 'UB')
('AC04652-2022-11-01-10882','A605-10','IL', 'UB')
('SL22517-2022-11-01-10512','S438-24','OoSgreDaJr', 'SU')
('AC22517-2022-11-01-10688','A594-14','CDqsvC', 'LB')
('AC04652-2022-11-01-10888','A605-16','BqtjfuYrDCU', 'UB')
('AC12058-2022-11-01-10707','A595-15','ZTrc', 'UB')
('SL22517-2022-11-01-10520','S439-8','WISfCTqHb', 'SU')
('AC04652-2022-11-02-10716','A596-6','rrCE', 'SU')
('AC22517-2022-11-02-10727','A596-17','yDVaLmUo', 'SL')
('SL12058-2022-11-01-10503','S438-15','RowioEXBdm', 'SL')
('SL22517-2022-11-02-10703','S446-23','hpbbEtfYX', 'SL')
('AC04652-2022-11-01-10954','A609-10','oXkcMU', 'UB')
('SL04652-2022-11-02-10709','S447-5','EiLhuB', 'MB')
('AC22517-2022-11-01-10776','A599-12','cwpVGyalXwhbdw', 'SU')
('SL04652-2022-11-02-10710','S447-6','ypxCcxjislKVW', 'UB')
('AC22517-2022-11-01-10780','A599-16','uBhPWzGi', 'UB')
('SL12058-2022-11-01-10547','S440-11','GspXEkwl', 'UB')
('AC12058-2022-11-01-10797','A600-15','qvSGhWIHVtvae', 'UB')
('AC22517-2022-11-02-10807','A601-7','dRmjYcplJfHNiXT', 'LB')
('AC04652-2022-11-01-10958','A609-14','llsLXUbzHneX', 'LB')
('SL04652-2022-11-01-10683','S446-3','zlLJcplFbst', 'UB')
('SL04652-2022-11-01-10699','S446-19','eR', 'UB')
('SL12058-2022-11-01-10579','S441-19','fXv', 'UB')
('AC22517-2022-11-02-10832','A602-14','USQvAMxN', 'LB')
('SL12058-2022-11-01-10582','S441-22','ODUJrIcKzfvtbC', 'UB')
('SL12058-2022-11-01-10587','S442-3','ftUUXqk', 'UB')
('AC12058-2022-11-01-10825','A602-7','dFJtPUVbn', 'LB')
('AC22517-2022-11-02-10844','A603-8','MIlCXI', 'LB')
('AC04652-2022-11-01-11000','A612-2','zcpjIQUSiYd', 'LB')
('SL04652-2022-11-02-10749','S448-21','gllRgn', 'MB')
('AC22517-2022-11-02-10855','A604-1','FVXu', 'LB')
('AC22517-2022-11-01-10849','A603-13','AOmpLuembOr', 'LB')
('SL22517-2022-11-01-10670','S445-14','qEIzbnLAC', 'UB')
('AC12058-2022-11-01-10854','A603-18','EZXhXshUoWC', 'SU')
('AC04652-2022-11-02-10867','A604-13','WTuTvydjgYmflVEj', 'LB')
('SL04652-2022-11-01-10744','S448-16','hkILnmsB', 'SU')
('AC22517-2022-11-01-10862','A604-8','qbffRe', 'LB')
('AC22517-2022-11-01-10864','A604-10','jqP', 'UB')
('SL12058-2022-11-01-10630','S443-22','RsBgmfbJwzEYC', 'UB')
('SL04652-2022-11-02-10788','S450-12','YvGNUUZjZLdFeNTj', 'LB')
('AC22517-2022-11-02-10898','A606-8','AEwZbnMZbkBhLXA', 'LB')
('SL12058-2022-11-01-10635','S444-3','pnixSqzjSAzdi', 'UB')
('SL22517-2022-11-02-10778','S450-2','aIqkHIqFBvDZvEK', 'MB')
('SL22517-2022-11-02-10780','S450-4','cyUWvd', 'LB')
('SL22517-2022-11-02-10781','S450-5','Cj', 'MB')
('SL12058-2022-11-01-10642','S444-10','gcxKwMghGddV', 'MB')
('SL04652-2022-11-01-10761','S449-9','DRwBY', 'LB')
('SL04652-2022-11-02-10800','S450-24','moLZCoUaOwyJq', 'SU')
('SL04652-2022-11-01-10763','S449-11','vIRYnrpulxCbLI', 'UB')
('AC04652-2022-11-01-11042','A614-8','FlSxMWn', 'LB')
('SL04652-2022-11-02-10844','S452-20','XSGS', 'LB')
('AC12058-2022-11-01-10926','A607-18','Z', 'SU')
('AC22517-2022-11-02-10933','A608-7','yEoZHpR', 'LB')
('SL04652-2022-11-02-10857','S453-9','MNDtLQRciWPTNzYf', 'LB')
('AC04652-2022-11-01-11097','A617-9','K', 'UB')
('AC04652-2022-11-01-11098','A617-10','wkhxmKPlMKM', 'UB')
('AC04652-2022-11-01-11112','A618-6','fhKHUdTQDsNqwHkx', 'SU')
('AC12058-2022-11-01-10957','A609-13','vipKfbkaOeeKB', 'LB')
('SL12058-2022-11-01-10718','S447-14','yKVaepgo', 'UB')
('SL22517-2022-11-02-10863','S453-15','PJexIINuR', 'SL')
('AC04652-2022-11-01-11116','A618-10','OJS', 'UB')
('AC12058-2022-11-01-10965','A610-3','aQ', 'UB')
('SL04652-2022-11-01-10846','S452-22','eogjZlxUbJPRsg', 'UB')
('SL04652-2022-11-01-10847','S452-23','fXQoefgOUy', 'SL')
('SL22517-2022-11-02-10869','S453-21','ilVWCiiEUhtkfL', 'MB')
('SL22517-2022-11-01-10770','S449-18','yLshkeCmcLbDVo', 'MB')
('SL12058-2022-11-01-10730','S448-2','dCvydkLIoWQpZb', 'MB')
('AC12058-2022-11-01-10969','A610-7','SrzATvxVTzZo', 'LB')
('AC04652-2022-11-01-11127','A619-3','tGRirTe', 'UB')
('SL22517-2022-11-02-10875','S454-3','hsndfMeqjszDjP', 'UB')
('SL12058-2022-11-01-10735','S448-7','xDYYoSUhTHWmtf', 'SL')
('AC04652-2022-11-02-10990','A611-10','ObRBElIS', 'UB')
('AC04652-2022-11-01-11129','A619-5','GTYiFl', 'SL')
('SL04652-2022-11-02-10895','S454-23','UmmGHzospBYGjZ', 'SL')
('SL22517-2022-11-01-10788','S450-12','l', 'LB')
('SL04652-2022-11-01-10876','S454-4','RcTRtYj', 'LB')
('AC22517-2022-11-02-10988','A611-8','LgECDZul', 'LB')
('SL04652-2022-11-01-10878','S454-6','EuJgWq', 'UB')
('SL12058-2022-11-01-10751','S448-23','iChugmuHKv', 'SL')
('SL04652-2022-11-02-10912','S455-16','hc', 'SU')
('AC12058-2022-11-01-10994','A611-14','aDkPTuicoKBSFBJA', 'LB')
('SL22517-2022-11-02-10889','S454-17','ucmjeEQOqgbC', 'LB')
('AC12058-2022-11-01-10995','A611-15','yJSisv', 'UB')
('SL04652-2022-11-02-10914','S455-18','TFEYtIL', 'MB')
('AC04652-2022-11-01-11184','A622-6','ImGPcaxLRN', 'SU')
('AC22517-2022-11-01-11031','A613-15','HV', 'UB')
('AC22517-2022-11-01-11032','A613-16','w', 'UB')
('SL22517-2022-11-02-10930','S456-10','hBdUTW', 'MB')
('AC22517-2022-11-01-11036','A614-2','dwkvYSRpWkuTyd', 'LB')
('AC22517-2022-11-01-11037','A614-3','b', 'UB')
('AC04652-2022-11-02-11054','A615-2','kDkHG', 'LB')
('SL22517-2022-11-02-10933','S456-13','uuWhppymVA', 'MB')
('SL04652-2022-11-02-10958','S457-14','nkPwIQVb', 'UB')
('AC04652-2022-11-01-11193','A622-15','DhhI', 'UB')
('AC12058-2022-11-01-11058','A615-6','I', 'SU')
('SL22517-2022-11-02-10950','S457-6','ewKzXEbETL', 'UB')
('AC04652-2022-11-02-11086','A616-16','ZPVcCLFqcHtTDM', 'UB')
('AC04652-2022-11-02-11087','A616-17','VrwMHdrvxDA', 'SL')
('AC04652-2022-11-02-11088','A616-18','oUlohtfskifQp', 'SU')
('SL22517-2022-11-02-10973','S458-5','nGjKVbjkwbbXWA', 'MB')
('AC12058-2022-11-01-11096','A617-8','RgozR', 'LB')
('SL04652-2022-11-01-10984','S458-16','TFjRqixZzfsPV', 'SU')
('AC04652-2022-11-02-11113','A618-7','C', 'LB')
('AC04652-2022-11-01-11275','A627-7','SDWqpFyqmOofmkvL', 'LB')
('AC04652-2022-11-01-11276','A627-8','B', 'LB')
('SL22517-2022-11-02-11010','S459-18','c', 'MB')
('SL04652-2022-11-02-11036','S460-20','vNNwSTU', 'LB')
('SL04652-2022-11-02-11039','S460-23','qAAimAnJVg', 'SL')
('SL22517-2022-11-01-10926','S456-6','sqv', 'UB')
('SL04652-2022-11-02-11042','S461-2','NOtY', 'MB')
('AC04652-2022-11-02-11137','A619-13','MLNSQiBvwkBAL', 'LB')
('AC12058-2022-11-01-11145','A620-3','JABY', 'UB')
('AC04652-2022-11-02-11140','A619-16','aacGhwk', 'UB')
('SL22517-2022-11-02-11033','S460-17','eil', 'LB')
('AC22517-2022-11-01-11134','A619-10','OgaolmrpBvLc', 'UB')
('AC04652-2022-11-01-11322','A629-18','nUgXiNiEF', 'SU')
('SL22517-2022-11-02-11063','S461-23','yWfqjoMoiC', 'SL')
('SL12058-2022-11-01-10954','S457-10','AvZEtNe', 'MB')
('SL22517-2022-11-01-10986','S458-18','Mnb', 'MB')
('AC04652-2022-11-02-11198','A623-2','qILVrVHf', 'LB')
('AC04652-2022-11-02-11207','A623-11','GPCsHvWJUAQwB', 'SL')
('AC22517-2022-11-02-11156','A620-14','OMoixp', 'LB')
('AC12058-2022-11-01-11204','A623-8','cAXQocDEafZfAxTG', 'LB')
('SL04652-2022-11-01-11077','S462-13','buvhCbItfKKUwtVR', 'MB')
('SL04652-2022-11-02-11094','S463-6','tTnu', 'UB')
('AC22517-2022-11-02-11157','A620-15','MbChePmZQRXAdXi', 'UB')
('SL04652-2022-11-02-11096','S463-8','u', 'SU')
('SL04652-2022-11-01-11082','S462-18','WvxLmxrB', 'MB')
('AC04652-2022-11-01-11361','A632-3','Gd', 'UB')
('AC12058-2022-11-01-11208','A623-12','EUevakvS', 'SU')
('AC04652-2022-11-01-11363','A632-5','jJ', 'SL')
('SL22517-2022-11-01-11005','S459-13','OUAaYcVib', 'MB')
('SL04652-2022-11-02-11101','S463-13','o', 'MB')
('SL04652-2022-11-01-11086','S462-22','T', 'UB')
('AC22517-2022-11-01-11190','A622-12','wcIWyAt', 'SU')
('SL04652-2022-11-02-11106','S463-18','FPyGLa', 'MB')
('SL04652-2022-11-01-11091','S463-3','pQw', 'UB')
('AC04652-2022-11-02-11263','A626-13','dv', 'LB')
('AC12058-2022-11-01-11266','A626-16','dhhmPOfqSM', 'UB')
('AC04652-2022-11-02-11270','A627-2','OCTMfPJDdLiE', 'LB')
('SL22517-2022-11-01-11076','S462-12','ARGnExEZFXtaLf', 'LB')
('AC04652-2022-11-02-11278','A627-10','OXvI', 'UB')
('SL04652-2022-11-01-11143','S465-7','DRdnNFDljypa', 'SL')
('SL22517-2022-11-02-11180','S466-20','QCaQiqzQHGWnvesN', 'LB')
('SL12058-2022-11-01-11056','S461-16','wqaviJT', 'SU')
('SL22517-2022-11-01-11102','S463-14','wkLt', 'UB')
('SL22517-2022-11-02-11187','S467-3','iYHsjAr', 'UB')
('SL04652-2022-11-02-11192','S467-8','OzXcOY', 'SU')
('SL04652-2022-11-01-11171','S466-11','a', 'UB')
('SL04652-2022-11-02-11195','S467-11','bRJTlBMnSE', 'UB')
('SL22517-2022-11-01-11112','S463-24','ymfmHQhnuxD', 'SU')
('AC12058-2022-11-01-11323','A630-1','gJrnFSDc', 'LB')
('AC04652-2022-11-02-11371','A632-13','yqLhd', 'LB')
('SL22517-2022-11-02-11253','S469-21','XHClJ', 'MB')
('AC22517-2022-11-02-11339','A630-17','NjnINr', 'SL')
('SL12058-2022-11-01-11128','S464-16','k', 'SU')
('AC04652-2022-11-02-11375','A632-17','iICJXXYzAJ', 'SL')
('AC04652-2022-11-01-11539','A642-1','KCSzV', 'LB')
('SL22517-2022-11-02-11260','S470-4','PXTvuTzSXf', 'LB')
('AC04652-2022-11-01-11559','A643-3','KgpnlxsW', 'UB')
('AC04652-2022-11-02-11398','A634-4','GhyaiGfPBMUYN', 'UB')
('AC22517-2022-11-02-11406','A634-12','czEGlducISDPEMR', 'SU')
('SL04652-2022-11-02-11324','S472-20','mZBLjSfJcyfHL', 'LB')
('SL22517-2022-11-02-11341','S473-13','Na', 'MB')
('SL12058-2022-11-01-11230','S468-22','xXwZkGGxGhGEiLo', 'UB')
('SL22517-2022-11-01-11284','S471-4','HabHkyAFAVPDS', 'LB')
('AC04652-2022-11-01-11635','A647-7','hZPhFUBApcV', 'LB')
('SL04652-2022-11-02-11363','S474-11','YJlsakmQ', 'UB')
('SL22517-2022-11-02-11370','S474-18','nQODe', 'MB')
('SL22517-2022-11-02-11371','S474-19','jEhK', 'UB')
('SL04652-2022-11-01-11395','S475-19','KnPqiHWSoQwnX', 'UB')
('SL04652-2022-11-02-11402','S476-2','XzhicmJdbvxL', 'MB')
('AC22517-2022-11-02-11501','A639-17','LjqWEKkymQk', 'SL')
('SL04652-2022-11-02-11405','S476-5','BbJRN', 'MB')
('AC04652-2022-11-01-11684','A650-2','aExrcdL', 'LB')
('SL04652-2022-11-01-11415','S476-15','mccbXDtJSRGhFUKr', 'SL')
('AC04652-2022-11-02-11531','A641-11','XsTAcscBLJmddLx', 'SL')
('SL04652-2022-11-02-11426','S477-2','TwHeoFa', 'MB')
('SL04652-2022-11-02-11427','S477-3','i', 'UB')
('SL22517-2022-11-01-11342','S473-14','UWNfXcdDNrOzto', 'UB')
('SL04652-2022-11-01-11423','S476-23','wpPU', 'SL')
('SL04652-2022-11-02-11432','S477-8','pE', 'SU')
('AC04652-2022-11-02-11539','A642-1','ciIkAlUSRkqa', 'LB')
('SL12058-2022-11-01-11320','S472-16','WcEpqllvSFiaP', 'SU')
('SL22517-2022-11-01-11352','S473-24','lEAQOkkM', 'SU')
('AC04652-2022-11-01-11717','A651-17','uqmpiiMnfYKmMy', 'SL')
('AC04652-2022-11-02-11552','A642-14','BJIGHln', 'LB')
('AC12058-2022-11-01-11554','A642-16','cAZPDvNpzAwFFjU', 'UB')
('AC22517-2022-11-02-11536','A641-16','vS', 'UB')
('SL12058-2022-11-01-11327','S472-23','EMKulJoPDJa', 'SL')
('AC22517-2022-11-02-11538','A641-18','KdLHCRzDEUA', 'SU')
('SL12058-2022-11-01-11329','S473-1','rF', 'LB')
('SL04652-2022-11-01-11460','S478-12','WEEiIAmk', 'LB')
('AC04652-2022-11-02-11579','A644-5','mVX', 'SL')
('AC22517-2022-11-02-11567','A643-11','HgJwJbMNjT', 'SL')
('SL12058-2022-11-01-11358','S474-6','aSLc', 'UB')
('SL04652-2022-11-02-11482','S479-10','EBrZZgkhJlxWdY', 'MB')
('SL04652-2022-11-02-11485','S479-13','hVQJwCANuLr', 'MB')
('AC04652-2022-11-02-11590','A644-16','W', 'UB')
('SL22517-2022-11-01-11391','S475-15','rJMWnHYjZv', 'SL')
('SL04652-2022-11-02-11490','S479-18','lcuu', 'MB')
('SL04652-2022-11-02-11491','S479-19','IbhRhGLRWMOG', 'UB')
('AC22517-2022-11-01-11598','A645-6','AqykrcJnyCozBZV', 'SU')
('AC04652-2022-11-02-11593','A645-1','NuJHJhqwP', 'LB')
('AC12058-2022-11-01-11595','A645-3','fqHgeaDLqFnW', 'UB')
('SL22517-2022-11-01-11394','S475-18','qAZMSeppygzVwsH', 'MB')
('AC04652-2022-11-02-11594','A645-2','jE', 'LB')
('AC04652-2022-11-02-11596','A645-4','xoWMUxvNtWXve', 'UB')
('AC22517-2022-11-02-11581','A644-7','aJlr', 'LB')
('SL04652-2022-11-01-11472','S478-24','kvqpQYqKRz', 'SU')
('AC22517-2022-11-02-11587','A644-13','bstSQM', 'LB')
('AC04652-2022-11-02-11612','A646-2','QqeYeUgxtmtYaz', 'LB')
('AC12058-2022-11-01-11609','A645-17','vb', 'SL')
('AC04652-2022-11-02-11614','A646-4','pPpfhfPKq', 'UB')
('SL12058-2022-11-01-11383','S475-7','KCYELhlc', 'SL')
('SL04652-2022-11-01-11485','S479-13','A', 'MB')
('SL04652-2022-11-01-11488','S479-16','PAwPfxkRtBeQdqUc', 'SU')
('SL12058-2022-11-01-11385','S475-9','NqVLjkcTnIbKxA', 'LB')
('AC04652-2022-11-01-11783','A655-11','LWvDVh', 'SL')
('SL22517-2022-11-01-11411','S476-11','pILtjJdQ', 'UB')
('AC04652-2022-11-02-11623','A646-13','I', 'LB')
('SL04652-2022-11-02-11512','S480-16','IiVkFdW', 'SU')
('AC04652-2022-11-02-11624','A646-14','RZ', 'LB')
('AC04652-2022-11-02-11625','A646-15','oxZIlEWy', 'UB')
('AC04652-2022-11-02-11627','A646-17','fzATfnVcVuoRC', 'SL')
('AC04652-2022-11-01-11791','A656-1','HkHDOpKjE', 'LB')
('AC22517-2022-11-02-11603','A645-11','NZooiktW', 'SL')
('AC22517-2022-11-01-11624','A646-14','XaLwqujZOw', 'LB')
('AC12058-2022-11-01-11623','A646-13','DAmWQ', 'LB')
('SL22517-2022-11-01-11426','S477-2','dH', 'MB')
('AC04652-2022-11-01-11797','A656-7','ZXDYvLkR', 'LB')
('AC04652-2022-11-01-11798','A656-8','oHyWmhrAa', 'LB')
('SL04652-2022-11-01-11500','S480-4','ebdINju', 'LB')
('SL04652-2022-11-01-11501','S480-5','CPZhxDnIB', 'MB')
('AC22517-2022-11-01-11633','A647-5','Vslqeu', 'SL')
('SL12058-2022-11-01-11405','S476-5','S', 'MB')
('AC04652-2022-11-02-11639','A647-11','TNs', 'SL')
('AC12058-2022-11-01-11633','A647-5','XNkCbCg', 'SL')
('AC12058-2022-11-01-11635','A647-7','juzmUwvW', 'LB')
('SL12058-2022-11-01-11433','S477-9','EZiSb', 'LB')
('SL22517-2022-11-02-11563','S482-19','bVxpLQAMJO', 'UB')
('SL04652-2022-11-02-11561','S482-17','pWAcputpM', 'LB')
('SL22517-2022-11-02-11566','S482-22','DRof', 'UB')
('SL12058-2022-11-01-11480','S479-8','ICWVOWW', 'SU')
('AC12058-2022-11-01-11702','A651-2','ApAjlakHqXdZiE', 'LB')
('AC22517-2022-11-01-11698','A650-16','Q', 'UB')
('SL04652-2022-11-02-11605','S484-13','IeEOHKxXqM', 'MB')
('AC22517-2022-11-02-11664','A648-18','NIottYCTpufsBNMo', 'SU')
('AC12058-2022-11-01-11709','A651-9','YidzsEnnoisL', 'UB')
('AC22517-2022-11-02-11667','A649-3','MDOQsIUDqk', 'UB')
('AC04652-2022-11-02-11720','A652-2','DX', 'LB')
('SL22517-2022-11-01-11514','S480-18','LabNGpDm', 'MB')
('SL12058-2022-11-01-11488','S479-16','smW', 'SU')
('SL04652-2022-11-02-11631','S485-15','xLC', 'SL')
('AC12058-2022-11-01-11731','A652-13','CXRhCkIFIMgGug', 'LB')
('AC04652-2022-11-02-11746','A653-10','yCktyeVsCB', 'UB')
('AC12058-2022-11-01-11736','A652-18','qyBvEaMVqDhncAtp', 'SU')
('AC22517-2022-11-01-11729','A652-11','anTI', 'SL')
('SL04652-2022-11-02-11639','S485-23','m', 'SL')
('AC22517-2022-11-02-11693','A650-11','F', 'SL')
('AC04652-2022-11-01-11934','A663-18','eCu', 'SU')
('AC12058-2022-11-01-11742','A653-6','Sxl', 'SU')
('SL04652-2022-11-01-11609','S484-17','mmTBb', 'LB')
('SL22517-2022-11-01-11550','S482-6','mGh', 'UB')
('SL22517-2022-11-01-11551','S482-7','OvwpY', 'SL')
('SL04652-2022-11-02-11653','S486-13','ECHMxCwtuYCxOByj', 'MB')
('AC22517-2022-11-02-11705','A651-5','zrofEvQxShyZjem', 'SL')
('AC04652-2022-11-01-11945','A664-11','CTkmRYQ', 'SL')
('AC12058-2022-11-01-11749','A653-13','no', 'LB')
('SL22517-2022-11-02-11653','S486-13','cKGXRsAufU', 'MB')
('SL22517-2022-11-02-11656','S486-16','UQDOOVhEKpgfXo', 'SU')
('AC22517-2022-11-01-11750','A653-14','kNsnNKcw', 'LB')
('SL04652-2022-11-01-11636','S485-20','JtVPTson', 'LB')
('SL12058-2022-11-01-11590','S483-22','pdZo', 'UB')
('SL22517-2022-11-02-11716','S489-4','KnaKHeOLQxPMBgFf', 'LB')
('SL22517-2022-11-02-11749','S490-13','mAHvjBjSUNM', 'MB')
('AC22517-2022-11-01-11835','A658-9','wQGfOiWVRi', 'UB')
('AC12058-2022-11-01-11827','A658-1','HxysOgEIt', 'LB')
('SL22517-2022-11-02-11754','S490-18','qAYeayF', 'MB')
('AC22517-2022-11-01-11840','A658-14','HCMYztXQFegZgTn', 'LB')
('SL22517-2022-11-02-11768','S491-8','aoQFUDyoUmhNoBE', 'SU')
('AC12058-2022-11-01-11847','A659-3','E', 'UB')
('AC12058-2022-11-01-11878','A660-16','kboMdTPfkFr', 'UB')
('SL22517-2022-11-01-11715','S489-3','Uh', 'UB')
('AC04652-2022-11-02-11905','A662-7','QQFi', 'LB')
('AC04652-2022-11-02-11906','A662-8','mbkvbiqCzG', 'LB')
('AC04652-2022-11-02-11907','A662-9','EPF', 'UB')
('AC04652-2022-11-01-12108','A673-12','XqcOou', 'SU')
('SL12058-2022-11-01-11688','S487-24','wdX', 'SU')
('AC12058-2022-11-01-11898','A661-18','EfCNAX', 'SU')
('SL04652-2022-11-02-11829','S493-21','zQVlxRVDDWH', 'MB')
('AC22517-2022-11-01-11900','A662-2','WjoPTG', 'LB')
('AC22517-2022-11-01-11901','A662-3','iYGHLzntijK', 'UB')
('AC04652-2022-11-01-12114','A673-18','fu', 'SU')
('SL22517-2022-11-02-11810','S493-2','SDV', 'MB')
('AC04652-2022-11-02-11932','A663-16','CbjTk', 'UB')
('SL04652-2022-11-02-11835','S494-3','VvPndmsKVjSdfl', 'UB')
('SL12058-2022-11-01-11697','S488-9','UhOqGuJEvF', 'LB')
