('SL04652-2022-11-01-13','S1-13','kWJbDh', 'MB')
('SL04652-2022-11-01-7035','S294-3','tcFGSPa', 'UB')
('AC22517-2022-11-02-7165','A399-1','tWi', 'LB')
('SL04652-2022-11-02-7136','S298-8','GJLwXctxC', 'SU')
('AC04652-2022-11-02-7018','A390-16','VTceCNdiXCftAyF', 'UB')
('SL12058-2022-11-01-7054','S294-22','bswnXCNFrCe', 'UB')
('AC04652-2022-11-01-7124','A396-14','oEK', 'LB')
('SL12058-2022-11-01-7062','S295-6','KToykkrwEQwqPbS', 'UB')
('AC22517-2022-11-02-7185','A400-3','NxBnKM', 'UB')
('SL22517-2022-11-02-7139','S298-11','w', 'UB')
('SL12058-2022-11-01-7064','S295-8','r', 'SU')
('AC22517-2022-11-02-7187','A400-5','rAcwkj', 'SL')
('SL12058-2022-11-01-7104','S296-24','evLnoqEhSwdUDW', 'SU')
('AC04652-2022-11-02-7058','A393-2','KLYSJnjN', 'LB')
('AC22517-2022-11-01-7035','A391-15','NctXEOBMbMBYHa', 'UB')
('SL22517-2022-11-01-7049','S294-17','wdxiA', 'LB')
('SL22517-2022-11-02-7182','S300-6','E', 'UB')
('AC22517-2022-11-01-7038','A391-18','AfUAWfTInChNs', 'SU')
('AC12058-2022-11-01-7163','A398-17','SuTVlGsrmw', 'SL')
('AC12058-2022-11-01-7164','A398-18','GQnYhPQNAAghJf', 'SU')
('SL22517-2022-11-02-7189','S300-13','SpVtXYzJbDbxcw', 'MB')
('AC22517-2022-11-02-7236','A402-18','ueWiP', 'SU')
('SL04652-2022-11-01-7098','S296-18','kEGzgmyatmIQGm', 'MB')
('SL04652-2022-11-02-7195','S300-19','G', 'UB')
('AC04652-2022-11-02-7105','A395-13','lzYabtptWAmQDFW', 'LB')
('SL04652-2022-11-02-7217','S301-17','nVjw', 'LB')
('SL22517-2022-11-02-7212','S301-12','kv', 'LB')
('SL12058-2022-11-01-7154','S299-2','HIxecw', 'MB')
('SL12058-2022-11-01-7166','S299-14','izVyvwuyqHu', 'UB')
('SL22517-2022-11-02-7223','S301-23','WF', 'SL')
('SL22517-2022-11-01-7109','S297-5','XDnHDumTFbcAvNgw', 'MB')
('AC22517-2022-11-02-7283','A405-11','UJLxxoXTZro', 'SL')
('AC04652-2022-11-02-7123','A396-13','rsKzSHSrL', 'LB')
('AC12058-2022-11-01-7216','A401-16','KvjPMzQ', 'UB')
('SL12058-2022-11-01-7173','S299-21','zfaNmyUrrZvSs', 'MB')
('SL22517-2022-11-01-7113','S297-9','UMemIz', 'LB')
('SL04652-2022-11-01-7133','S298-5','ehsFsGVnNWMwIL', 'MB')
('SL22517-2022-11-01-7116','S297-12','ANXuLOjoaRcKZOZ', 'LB')
('AC22517-2022-11-02-7288','A405-16','XPQKLkpWL', 'UB')
('SL04652-2022-11-02-7241','S302-17','NjOLHFTkXHy', 'LB')
('AC04652-2022-11-02-7129','A397-1','TvSB', 'LB')
('AC12058-2022-11-01-7224','A402-6','eXMvZFWzjDOJjNBZ', 'SU')
('AC12058-2022-11-01-7225','A402-7','NegnxSSD', 'LB')
('SL12058-2022-11-01-7184','S300-8','PtOInDPfNuPyIP', 'SU')
('SL22517-2022-11-01-7118','S297-14','YJyVCoouNR', 'UB')
('AC04652-2022-11-01-7209','A401-9','qdijmFAHGlE', 'UB')
('SL04652-2022-11-02-7243','S302-19','MGptzOImDSpr', 'UB')
('AC12058-2022-11-01-7230','A402-12','cGpQzJJUMXK', 'SU')
('AC04652-2022-11-01-7214','A401-14','QmYDgUevqkKAuj', 'LB')
('AC04652-2022-11-02-7138','A397-10','EznK', 'UB')
('SL22517-2022-11-02-7238','S302-14','LluqrPDkCsE', 'UB')
('SL04652-2022-11-02-7249','S303-1','JAVoCtLdRxJ', 'LB')
('AC22517-2022-11-01-7105','A395-13','HyXAp', 'LB')
('AC12058-2022-11-01-7234','A402-16','fEwqVopylSfNGG', 'UB')
('SL04652-2022-11-01-7142','S298-14','tsraxyGckJGtxNhl', 'UB')
('AC22517-2022-11-02-7305','A406-15','ffPMMm', 'UB')
('SL04652-2022-11-02-7253','S303-5','PTbLW', 'MB')
('SL04652-2022-11-02-7256','S303-8','PjnRk', 'SU')
('AC22517-2022-11-01-7113','A396-3','nvFfIvI', 'UB')
('AC22517-2022-11-02-7308','A406-18','UMInGRittlQIe', 'SU')
('AC04652-2022-11-01-7234','A402-16','ZUlcknDJKpYGuH', 'UB')
('AC04652-2022-11-02-7146','A397-18','JSRs', 'SU')
('SL22517-2022-11-01-7133','S298-5','StOmljBLcRMoJjER', 'MB')
('AC04652-2022-11-02-7148','A398-2','asQVgOc', 'LB')
('SL22517-2022-11-01-7140','S298-12','fSg', 'LB')
('AC12058-2022-11-01-7247','A403-11','RPGKWJFBuQxHSjd', 'SL')
('SL12058-2022-11-01-7203','S301-3','lYTPuZkKO', 'UB')
('AC22517-2022-11-02-7322','A407-14','SHjvVsIVuW', 'LB')
('SL22517-2022-11-02-7254','S303-6','Zn', 'UB')
('SL04652-2022-11-01-7159','S299-7','pAayjXERCvlJ', 'SL')
('SL12058-2022-11-01-7210','S301-10','WBUytgrIZwIarH', 'MB')
('SL04652-2022-11-01-7165','S299-13','hvJXIhbPXYZ', 'MB')
('SL22517-2022-11-02-7257','S303-9','BrJnu', 'LB')
('SL22517-2022-11-02-7259','S303-11','rRX', 'UB')
('SL04652-2022-11-02-7279','S304-7','PQDjGcJZcKxn', 'SL')
('SL04652-2022-11-02-7280','S304-8','ADomFz', 'SU')
('SL22517-2022-11-01-7155','S299-3','JPJRyBcMzcOMK', 'UB')
('AC22517-2022-11-01-7139','A397-11','yAxYrUXGDTreWvM', 'SL')
('AC22517-2022-11-02-7337','A408-11','CKdwToxpXJNtH', 'SL')
('AC22517-2022-11-01-7144','A397-16','mfQOhJtWZGtuH', 'UB')
('SL22517-2022-11-02-7268','S303-20','GNNUt', 'LB')
('AC22517-2022-11-02-7340','A408-14','SJvGweBUPY', 'LB')
('SL04652-2022-11-01-7179','S300-3','V', 'UB')
('AC04652-2022-11-02-7171','A399-7','zYihiwZzyvCdN', 'LB')
('SL04652-2022-11-02-7298','S305-2','XzDdapTAZEYuWHUS', 'MB')
('AC12058-2022-11-01-7264','A404-10','twYZgepvzw', 'UB')
('AC12058-2022-11-01-7266','A404-12','PkiERxRJlZpT', 'SU')
('AC04652-2022-11-01-7273','A405-1','jnqeLKplPMLXudsf', 'LB')
('SL22517-2022-11-01-7168','S299-16','VgJwIhbDrgXmpag', 'SU')
('AC12058-2022-11-01-7269','A404-15','wEUYBYX', 'UB')
('AC22517-2022-11-01-7153','A398-7','QMlh', 'LB')
('AC22517-2022-11-01-7155','A398-9','oMpDh', 'UB')
('SL04652-2022-11-02-7310','S305-14','LTzaGTemfcy', 'UB')
('AC22517-2022-11-01-7159','A398-13','sceWZPECrbLF', 'LB')
('AC12058-2022-11-01-7272','A404-18','qW', 'SU')
('SL22517-2022-11-01-7172','S299-20','oZjjjJeRrSDheFS', 'LB')
('AC22517-2022-11-01-7162','A398-16','spBNNI', 'UB')
('AC22517-2022-11-01-7163','A398-17','rO', 'SL')
('AC22517-2022-11-02-7356','A409-12','Q', 'SU')
('SL22517-2022-11-02-7280','S304-8','KbpGgoMUlGJAyPQw', 'SU')
('SL04652-2022-11-01-7198','S300-22','POpksdcPuNwKetQp', 'UB')
('AC12058-2022-11-01-7275','A405-3','zrEUBJnCLETbJyih', 'UB')
('AC22517-2022-11-01-7167','A399-3','VndYu', 'UB')
('SL22517-2022-11-01-7176','S299-24','jvwhI', 'SU')
('AC04652-2022-11-02-7185','A400-3','rtYfdstfrI', 'UB')
('AC12058-2022-11-01-7281','A405-9','GHHkKgYIENUkgcz', 'UB')
('SL04652-2022-11-01-7201','S301-1','zfJRrSwLYNBRx', 'LB')
('AC22517-2022-11-01-7174','A399-10','ZsOTSZFlSzm', 'UB')
('AC12058-2022-11-01-7284','A405-12','kOXckLVuo', 'SU')
('AC04652-2022-11-02-7188','A400-6','erWMFcwJMa', 'SU')
('AC22517-2022-11-02-7362','A409-18','uEOIAeYOorWuRu', 'SU')
('SL04652-2022-11-01-7204','S301-4','aEuugSTA', 'LB')
('SL22517-2022-11-01-7183','S300-7','kOfMH', 'SL')
('AC22517-2022-11-02-7364','A410-2','xllBLPwdgmpWmBzl', 'LB')
('SL12058-2022-11-01-7237','S302-13','aHiaNyNBGqMY', 'MB')
('SL22517-2022-11-01-7184','S300-8','KXQxGLPRlzE', 'SU')
('SL22517-2022-11-02-7292','S304-20','MHYQgQxrdpYLFF', 'LB')
('SL04652-2022-11-02-7329','S306-9','oPuue', 'LB')
('SL04652-2022-11-02-7330','S306-10','e', 'MB')
('AC22517-2022-11-01-7188','A400-6','GNrxJ', 'SU')
('SL04652-2022-11-01-7210','S301-10','hDuI', 'MB')
('SL04652-2022-11-01-7212','S301-12','BuIGsgh', 'LB')
('SL22517-2022-11-01-7192','S300-16','oByjLixdZ', 'SU')
('AC22517-2022-11-01-7191','A400-9','djcv', 'UB')
('SL04652-2022-11-01-7216','S301-16','Q', 'SU')
('AC22517-2022-11-02-7377','A410-15','qIEbVXiMjhXYn', 'UB')
('SL04652-2022-11-01-7218','S301-18','BBUsVWkNrCjrU', 'MB')
('AC22517-2022-11-02-7379','A410-17','pwCxyPemOteEhlih', 'SL')
('SL04652-2022-11-02-7333','S306-13','HuugNJISgyfpbs', 'MB')
('AC22517-2022-11-01-7194','A400-12','EMtHWczOyihSuYM', 'SU')
('SL12058-2022-11-01-7245','S302-21','Ehw', 'MB')
('SL22517-2022-11-02-7303','S305-7','YhcTSFgDvmyvQzRp', 'SL')
('AC22517-2022-11-02-7384','A411-4','djcXAytoZMV', 'UB')
('AC04652-2022-11-02-7204','A401-4','tGMnhwsgCCFNJF', 'UB')
('SL04652-2022-11-01-7226','S302-2','LIyuVWWRyzNMrz', 'MB')
('SL04652-2022-11-02-7336','S306-16','OFJ', 'SU')
('AC04652-2022-11-02-7210','A401-10','NGhtVWXCcmZyxnJ', 'UB')
('AC22517-2022-11-02-7390','A411-10','wPxNzaXawzaoof', 'UB')
('AC12058-2022-11-01-7306','A406-16','YT', 'UB')
('AC04652-2022-11-02-7211','A401-11','WTCHEunEsDDvQZ', 'SL')
('AC22517-2022-11-02-7393','A411-13','DEslrrqbCylmt', 'LB')
('SL04652-2022-11-01-7231','S302-7','CtCMbgXAbnkhpjZm', 'SL')
('AC22517-2022-11-02-7399','A412-1','Gd', 'LB')
('AC04652-2022-11-01-7316','A407-8','RdPtesw', 'LB')
('AC04652-2022-11-02-7215','A401-15','kkdxXVdPUZIN', 'UB')
('SL12058-2022-11-01-7256','S303-8','IQ', 'SU')
('AC22517-2022-11-01-7206','A401-6','GcNxPncz', 'SU')
('AC22517-2022-11-01-7207','A401-7','rHf', 'LB')
('AC22517-2022-11-01-7208','A401-8','l', 'LB')
('SL12058-2022-11-01-7261','S303-13','BxUOOnKreqPc', 'MB')
('AC22517-2022-11-02-7406','A412-8','wj', 'LB')
('SL04652-2022-11-02-7345','S307-1','nefuThSbkicom', 'LB')
('AC22517-2022-11-02-7409','A412-11','ZBdTWVulHGtslNm', 'SL')
('SL04652-2022-11-01-7240','S302-16','xbGgzhBDGmVWBcr', 'SU')
('SL12058-2022-11-01-7267','S303-19','XjJVOduLtY', 'UB')
('AC04652-2022-11-02-7220','A402-2','yxQUTcqkTLAhMuqn', 'LB')
('AC04652-2022-11-01-7323','A407-15','ynBWFbbePfsxKMU', 'UB')
('AC12058-2022-11-01-7323','A407-15','xd', 'UB')
('AC04652-2022-11-01-7325','A407-17','vpg', 'SL')
('AC22517-2022-11-01-7219','A402-1','gae', 'LB')
('SL22517-2022-11-02-7326','S306-6','lSvXIPFZBT', 'UB')
('SL12058-2022-11-01-7273','S304-1','rMSwuKUkNXsQgSU', 'LB')
('SL22517-2022-11-02-7328','S306-8','MOemMkS', 'SU')
('AC22517-2022-11-01-7220','A402-2','GUyi', 'LB')
('AC12058-2022-11-01-7328','A408-2','HBneybbz', 'LB')
('AC04652-2022-11-02-7228','A402-10','pInsKqj', 'UB')
('AC22517-2022-11-02-7423','A413-7','QjNoryvnAbuGppYo', 'LB')
('AC22517-2022-11-02-7434','A413-18','GbCGnPNvvNiOqW', 'SU')
('AC04652-2022-11-01-7342','A408-16','ujDQFCqIdzWQXCvM', 'UB')
('SL22517-2022-11-02-7339','S306-19','B', 'UB')
('AC22517-2022-11-01-7233','A402-15','lCO', 'UB')
('AC04652-2022-11-02-7241','A403-5','zcIorCyO', 'SL')
('AC22517-2022-11-01-7234','A402-16','dEmAC', 'UB')
('AC04652-2022-11-01-7346','A409-2','rXAYRAEoZaJZUW', 'LB')
('AC04652-2022-11-01-7348','A409-4','IzdwxZFHfLlw', 'UB')
('AC22517-2022-11-01-7238','A403-2','y', 'LB')
('SL04652-2022-11-02-7370','S308-2','MPLWoNa', 'MB')
('AC22517-2022-11-01-7240','A403-4','VnbxMDGHtfOpyUuV', 'UB')
('AC04652-2022-11-02-7246','A403-10','X', 'UB')
('SL22517-2022-11-02-7348','S307-4','DMLHx', 'LB')
('AC12058-2022-11-01-7347','A409-3','ZuawWUPTkfKzKhCH', 'UB')
('AC22517-2022-11-02-7450','A414-16','H', 'UB')
('SL12058-2022-11-01-7306','S305-10','Hrm', 'MB')
('SL12058-2022-11-01-7307','S305-11','QjzesErIsp', 'UB')
('AC04652-2022-11-01-7368','A410-6','zjBHpO', 'SU')
('SL22517-2022-11-01-7243','S302-19','o', 'UB')
('SL12058-2022-11-01-7314','S305-18','uKxxWtBsaGOj', 'MB')
('AC22517-2022-11-01-7256','A404-2','HyYDcyn', 'LB')
('AC04652-2022-11-02-7264','A404-10','jrjSKVXkdDYuGlG', 'UB')
('AC04652-2022-11-01-7378','A410-16','nFOBEpWcfD', 'UB')
('AC04652-2022-11-01-7379','A410-17','OSmfEYQTSgopFj', 'SL')
('AC22517-2022-11-02-7466','A415-14','bxnJlSONWRxLOxy', 'LB')
('SL04652-2022-11-01-7272','S303-24','ovWZLZKCJx', 'SU')
('AC04652-2022-11-02-7273','A405-1','dFVtM', 'LB')
('AC22517-2022-11-01-7269','A404-15','QmtzKWxZKPjJxsPA', 'UB')
('AC12058-2022-11-01-7371','A410-9','CXRsAoecVHkvvIVf', 'UB')
('SL22517-2022-11-02-7368','S307-24','JvrbmVqWy', 'SU')
('AC04652-2022-11-02-7277','A405-5','hARnrzZSSVx', 'SL')
('AC22517-2022-11-01-7274','A405-2','QrGZBfauOaDX', 'LB')
('AC04652-2022-11-02-7282','A405-10','aJO', 'UB')
('AC22517-2022-11-01-7275','A405-3','uOhAQ', 'UB')
('AC12058-2022-11-01-7375','A410-13','TT', 'LB')
('AC04652-2022-11-01-7390','A411-10','FPIjZnOGCImF', 'UB')
('SL22517-2022-11-01-7261','S303-13','grMhsVEb', 'MB')
('SL04652-2022-11-01-7284','S304-12','HbvMCNvHfM', 'LB')
('SL04652-2022-11-01-7285','S304-13','OGtfheqmSJWH', 'MB')
('AC22517-2022-11-02-7478','A416-8','KOb', 'LB')
('AC12058-2022-11-01-7381','A411-1','hvSSy', 'LB')
('SL22517-2022-11-02-7379','S308-11','vXETndvXtDpN', 'UB')
('AC12058-2022-11-01-7384','A411-4','yCPHkYdjtRnxajYA', 'UB')
('AC12058-2022-11-01-7385','A411-5','WqBBWIaeHV', 'SL')
('SL12058-2022-11-01-7342','S306-22','B', 'UB')
('SL22517-2022-11-02-7383','S308-15','QVfMpbwFhSx', 'SL')
('SL04652-2022-11-02-7404','S309-12','fyzEHDglPOfpg', 'LB')
('SL04652-2022-11-01-7292','S304-20','pNyTFKtptn', 'LB')
('AC04652-2022-11-02-7296','A406-6','mVRchGid', 'SU')
('SL04652-2022-11-01-7294','S304-22','j', 'UB')
('AC04652-2022-11-02-7298','A406-8','a', 'LB')
('SL22517-2022-11-02-7389','S308-21','ssOIC', 'MB')
('SL22517-2022-11-02-7390','S308-22','gFQLNPQYxJlHGhp', 'UB')
('AC12058-2022-11-01-7393','A411-13','KHAvrwXTnjhKQra', 'LB')
('AC04652-2022-11-02-7304','A406-14','uxHsXBn', 'LB')
('SL04652-2022-11-01-7303','S305-7','SozZvUbtDUM', 'SL')
('SL04652-2022-11-02-7413','S309-21','ezpSpRVQYmBb', 'MB')
('AC22517-2022-11-01-7306','A406-16','WlxFzPdHAQPGXJS', 'UB')
('SL22517-2022-11-01-7282','S304-10','vkRUGg', 'MB')
('SL04652-2022-11-02-7415','S309-23','yZWzKTdydygEso', 'SL')
('AC22517-2022-11-02-7494','A417-6','uZIOOgfFetSkxg', 'SU')
('AC04652-2022-11-01-7414','A412-16','kDsfgfhBfhxJwwwm', 'UB')
('AC04652-2022-11-01-7420','A413-4','MaGDZ', 'UB')
('SL04652-2022-11-02-7421','S310-5','UEDQLs', 'MB')
('SL22517-2022-11-02-7406','S309-14','sIjdmklCUeBY', 'UB')
('SL22517-2022-11-01-7290','S304-18','LZfqkKMPYlTmjB', 'MB')
('SL22517-2022-11-02-7410','S309-18','taXgip', 'MB')
('SL04652-2022-11-02-7426','S310-10','vyVbAWyGk', 'MB')
('AC22517-2022-11-01-7327','A408-1','TTdHGViHOZWHryW', 'LB')
('AC22517-2022-11-02-7522','A418-16','BTaAx', 'UB')
('AC22517-2022-11-02-7523','A418-17','XMmOFEHZgmaO', 'SL')
('SL12058-2022-11-01-7380','S308-12','eSWeBrwi', 'LB')
('SL04652-2022-11-01-7328','S306-8','zkH', 'SU')
('AC22517-2022-11-02-7562','A421-2','yeZyNv', 'LB')
('SL22517-2022-11-01-7342','S306-22','GFWrug', 'UB')
('AC04652-2022-11-01-7468','A415-16','Q', 'UB')
('SL12058-2022-11-01-7424','S310-8','HMkSKkY', 'SU')
('SL04652-2022-11-01-7363','S307-19','PGQdsWe', 'UB')
('SL04652-2022-11-02-7485','S312-21','W', 'MB')
('AC04652-2022-11-02-7368','A410-6','RylGxRfQ', 'SU')
('AC04652-2022-11-01-7472','A416-2','WoATjR', 'LB')
('AC12058-2022-11-01-7471','A416-1','YlsEhO', 'LB')
('SL22517-2022-11-02-7470','S312-6','WITNnymrLp', 'UB')
('AC22517-2022-11-01-7369','A410-7','aymagPpMM', 'LB')
('AC22517-2022-11-02-7581','A422-3','dlUQBXUVRHSIOcqx', 'UB')
('SL04652-2022-11-02-7492','S313-4','eXemzuwIwT', 'LB')
('AC22517-2022-11-01-7373','A410-11','AiqWAmKiBjlBeBQ', 'SL')
('SL04652-2022-11-02-7494','S313-6','cAVpDrJIqWY', 'UB')
('AC04652-2022-11-02-7373','A410-11','vmKRjRKyHmNEvC', 'SL')
('SL04652-2022-11-02-7495','S313-7','ohbVpEKV', 'SL')
('AC04652-2022-11-01-7480','A416-10','QbnHj', 'UB')
('AC04652-2022-11-02-7374','A410-12','e', 'SU')
('AC12058-2022-11-01-7479','A416-9','HTrpNfffPP', 'UB')
('SL22517-2022-11-02-7476','S312-12','oLrWECNDXVAxmKaD', 'LB')
('AC22517-2022-11-02-7590','A422-12','vKAJIqTTS', 'SU')
('SL12058-2022-11-01-7436','S310-20','NXIvQENneNPZCOl', 'LB')
('AC04652-2022-11-01-7484','A416-14','DuXIddwjrFHtAzM', 'LB')
('AC04652-2022-11-02-7383','A411-3','Uf', 'UB')
('AC22517-2022-11-01-7385','A411-5','aRye', 'SL')
('AC12058-2022-11-01-7487','A416-17','mLjmufQRhxIY', 'SL')
('SL22517-2022-11-02-7480','S312-16','fNtqkoXo', 'SU')
('SL12058-2022-11-01-7444','S311-4','eYmRN', 'LB')
('AC04652-2022-11-02-7388','A411-8','HE', 'LB')
('SL12058-2022-11-01-7445','S311-5','RxfqwiGDhDnKUri', 'MB')
('SL04652-2022-11-01-7389','S308-21','zu', 'MB')
('SL22517-2022-11-01-7367','S307-23','iTBCXQTihCO', 'SL')
('AC04652-2022-11-02-7403','A412-5','BjxFSCSa', 'SL')
('SL12058-2022-11-01-7462','S311-22','H', 'UB')
('SL12058-2022-11-01-7463','S311-23','IIVIQUOTUERRp', 'SL')
('AC22517-2022-11-01-7402','A412-4','ixLjMsNnrtuv', 'UB')
('SL04652-2022-11-01-7405','S309-13','pURBtYGuZkBb', 'MB')
('SL22517-2022-11-02-7501','S313-13','azByETWAjMG', 'MB')
('AC04652-2022-11-01-7510','A418-4','ADSgYtaJaCPWzACJ', 'UB')
('AC22517-2022-11-01-7410','A412-12','XWbFD', 'SU')
('AC04652-2022-11-01-7513','A418-7','FmdpTPJClKCABlYE', 'LB')
('AC04652-2022-11-02-7411','A412-13','Jft', 'LB')
('AC22517-2022-11-01-7414','A412-16','R', 'UB')
('SL22517-2022-11-01-7391','S308-23','bovgNBSlJzPOeLDd', 'SL')
('AC22517-2022-11-01-7416','A412-18','PRHGO', 'SU')
('SL22517-2022-11-02-7512','S313-24','CWArLgX', 'SU')
('SL22517-2022-11-01-7394','S309-2','BcaQMTV', 'MB')
('AC22517-2022-11-01-7419','A413-3','QGnvA', 'UB')
('AC04652-2022-11-02-7416','A412-18','qpKExxPza', 'SU')
('SL04652-2022-11-01-7422','S310-6','zcNNlH', 'UB')
('AC04652-2022-11-02-7417','A413-1','cry', 'LB')
('AC22517-2022-11-01-7422','A413-6','xGjyFmKRMzhH', 'SU')
('SL22517-2022-11-02-7517','S314-5','XcBKQ', 'MB')
('AC04652-2022-11-01-7532','A419-8','PEGTPhhANMcfeOCi', 'LB')
('AC04652-2022-11-02-7419','A413-3','NBoneDzMZpYjqm', 'UB')
('SL04652-2022-11-02-7526','S314-14','bpJEaiZGTSlE', 'UB')
('SL04652-2022-11-02-7527','S314-15','QB', 'SL')
('SL12058-2022-11-01-7488','S312-24','WFSVWeqjO', 'SU')
('AC22517-2022-11-02-7621','A424-7','Yhz', 'LB')
('SL22517-2022-11-02-7520','S314-8','znIKXrLEWr', 'SU')
('SL12058-2022-11-01-7490','S313-2','KnGeuvMLcnhEPPYL', 'MB')
('AC22517-2022-11-02-7623','A424-9','aFlzsziucp', 'UB')
('AC22517-2022-11-01-7437','A414-3','sxZPXKgblifH', 'UB')
('SL04652-2022-11-02-7535','S314-23','EyJqlWBYGLfB', 'SL')
('AC12058-2022-11-01-7536','A419-12','zaEdPObP', 'SU')
('SL12058-2022-11-01-7502','S313-14','Vl', 'UB')
('SL12058-2022-11-01-7503','S313-15','QXvDH', 'SL')
('SL04652-2022-11-01-7443','S311-3','cXZ', 'UB')
('AC04652-2022-11-01-7549','A420-7','L', 'LB')
('SL22517-2022-11-01-7421','S310-5','U', 'MB')
('SL04652-2022-11-01-7446','S311-6','gLS', 'UB')
('SL04652-2022-11-02-7547','S315-11','bfREtSyrLek', 'UB')
('SL12058-2022-11-01-7513','S314-1','JubLznSSiyXRZ', 'LB')
('SL04652-2022-11-02-7549','S315-13','WuThXOuDVjjtdM', 'MB')
('SL22517-2022-11-02-7535','S314-23','xJyIXppOyb', 'SL')
('AC22517-2022-11-02-7641','A425-9','KYVOSjOswfMuBrww', 'UB')
('SL12058-2022-11-01-7519','S314-7','WrldtRoocCe', 'SL')
('AC22517-2022-11-02-7648','A425-16','BZktrEuaVJH', 'UB')
('SL22517-2022-11-02-7544','S315-8','wGJiyctJwvZFOnht', 'SU')
('SL04652-2022-11-02-7555','S315-19','SpqJnXNhzt', 'UB')
('AC22517-2022-11-01-7461','A415-9','XJTG', 'UB')
('AC04652-2022-11-01-7563','A421-3','LpIW', 'UB')
('AC12058-2022-11-01-7559','A420-17','rtNHnohBaeNtRp', 'SL')
('SL12058-2022-11-01-7526','S314-14','Y', 'UB')
('AC22517-2022-11-01-7466','A415-14','MbGx', 'LB')
('AC22517-2022-11-01-7467','A415-15','ol', 'UB')
('AC04652-2022-11-01-7568','A421-8','sbTcWKFKeSHakR', 'LB')
('AC04652-2022-11-01-7569','A421-9','urrgDeJCI', 'UB')
('SL04652-2022-11-02-7563','S316-3','txavTBy', 'UB')
('SL12058-2022-11-01-7529','S314-17','pVXINCFacbIDMzLH', 'LB')
('SL22517-2022-11-01-7445','S311-5','eTTZPQwiy', 'MB')
('SL22517-2022-11-02-7555','S315-19','phSaz', 'UB')
('SL22517-2022-11-01-7454','S311-14','axFhlTRFJAXgUU', 'UB')
('SL22517-2022-11-01-7455','S311-15','QkbxOIXjKdHpu', 'SL')
('SL04652-2022-11-01-7475','S312-11','cmbvoy', 'UB')
('AC12058-2022-11-01-7578','A421-18','wlGHocqzXKlrxMn', 'SU')
('AC04652-2022-11-01-7585','A422-7','OwDSCywyFmyX', 'LB')
('SL04652-2022-11-01-7478','S312-14','ZjGjRlgadFA', 'UB')
('AC04652-2022-11-01-7589','A422-11','nC', 'SL')
('AC04652-2022-11-01-7590','A422-12','DcOqXf', 'SU')
('AC12058-2022-11-01-7583','A422-5','uQfhmlk', 'SL')
('SL22517-2022-11-02-7567','S316-7','ywh', 'SL')
('SL22517-2022-11-01-7466','S312-2','FWrAXZcy', 'MB')
('AC22517-2022-11-02-7666','A426-16','e', 'UB')
('SL04652-2022-11-01-7481','S312-17','DwpudWOEdurVYY', 'LB')
('AC04652-2022-11-02-7474','A416-4','VGMNLAsVFabqjrtI', 'UB')
('SL22517-2022-11-01-7469','S312-5','lGDteuo', 'MB')
('AC22517-2022-11-02-7670','A427-2','EBCauFBfIJlPHZ', 'LB')
('SL22517-2022-11-02-7575','S316-15','LyvFn', 'SL')
('SL04652-2022-11-01-7485','S312-21','vLedeEjDFBI', 'MB')
('SL12058-2022-11-01-7545','S315-9','uNL', 'LB')
('SL22517-2022-11-01-7472','S312-8','eLMWKNOXtARlF', 'SU')
('SL22517-2022-11-01-7473','S312-9','WPNdVUUMJhSWtA', 'LB')
('AC04652-2022-11-02-7482','A416-12','hRxUPQuvLBFyFXc', 'SU')
('SL22517-2022-11-01-7475','S312-11','FkixVJSYDsh', 'UB')
('SL12058-2022-11-01-7547','S315-11','EXnRTeuERQVPXZra', 'UB')
('AC22517-2022-11-02-7678','A427-10','jJp', 'UB')
('AC22517-2022-11-02-7679','A427-11','RXRgagY', 'SL')
('SL22517-2022-11-02-7580','S316-20','NaKKbyHkDVNajNHX', 'LB')
('AC22517-2022-11-01-7497','A417-9','LaPhyeEBTRzLyA', 'UB')
('AC12058-2022-11-01-7600','A423-4','uZqWNjTMcffp', 'UB')
('AC22517-2022-11-01-7498','A417-10','ShIZoGPzXYbWivL', 'UB')
('AC22517-2022-11-02-7684','A427-16','VojAbl', 'UB')
('AC22517-2022-11-01-7502','A417-14','WOVHiEOcXhANni', 'LB')
('AC04652-2022-11-02-7495','A417-7','mQKcX', 'LB')
('AC22517-2022-11-02-7691','A428-5','nAW', 'SL')
('SL22517-2022-11-01-7487','S312-23','fj', 'SL')
('SL12058-2022-11-01-7562','S316-2','fFU', 'MB')
('SL04652-2022-11-01-7495','S313-7','ioNMJnyQJDuIKmJ', 'SL')
('SL22517-2022-11-01-7492','S313-4','BnlSUGqwzuXywSi', 'LB')
('SL22517-2022-11-01-7493','S313-5','KOoufdY', 'MB')
('SL04652-2022-11-01-7498','S313-10','wpt', 'MB')
('SL22517-2022-11-02-7593','S317-9','iYdKbXJDdLSQisl', 'LB')
('AC22517-2022-11-01-7517','A418-11','OJjGBNQfp', 'SL')
('AC22517-2022-11-02-7702','A428-16','KFDImmkoPdboGtss', 'UB')
('AC12058-2022-11-01-7611','A423-15','EEjabT', 'UB')
('SL22517-2022-11-02-7595','S317-11','WI', 'UB')
('AC22517-2022-11-01-7522','A418-16','PuZA', 'UB')
('AC04652-2022-11-01-7625','A424-11','DNlLehaIYCLnpt', 'SL')
('SL22517-2022-11-01-7501','S313-13','By', 'MB')
('AC04652-2022-11-01-7628','A424-14','jCsXXSEtvZgA', 'LB')
('AC12058-2022-11-01-7618','A424-4','SH', 'UB')
