('AC04652-2022-11-02-4','A1-4','hTodfFfgmRzbVt', 'UB')
('AC22517-2022-11-01-5984','A333-8','uVgRKQfRNqSaAtB', 'LB')
('AC04652-2022-11-02-6028','A335-16','yvkhMDJL', 'UB')
('AC04652-2022-11-02-6029','A335-17','kVmKKX', 'SL')
('AC22517-2022-11-01-5989','A333-13','rWCyfSmSjCoIn', 'LB')
('SL22517-2022-11-01-6048','S252-24','cjvKtSutTqIm', 'SU')
('SL22517-2022-11-01-6049','S253-1','jYbzqdq', 'LB')
('SL04652-2022-11-02-6082','S254-10','naTQFVa', 'MB')
('SL22517-2022-11-02-6153','S257-9','dmXVGhFidfNFDAG', 'LB')
('AC22517-2022-11-01-5994','A333-18','OPSpm', 'SU')
('SL12058-2022-11-01-6060','S253-12','Lkr', 'LB')
('SL22517-2022-11-01-6054','S253-6','MTLncHaqoV', 'UB')
('AC04652-2022-11-02-6040','A336-10','dLzkiqAy', 'UB')
('AC04652-2022-11-01-6141','A342-3','STdXIYs', 'UB')
('AC04652-2022-11-02-6064','A337-16','lWy', 'UB')
('SL12058-2022-11-01-6074','S254-2','imoAnxXw', 'MB')
('AC12058-2022-11-01-6127','A341-7','xCn', 'LB')
('AC04652-2022-11-01-6161','A343-5','rZ', 'SL')
('AC22517-2022-11-02-6213','A346-3','RpYeWWnTCsGvHoq', 'UB')
('AC12058-2022-11-01-6130','A341-10','oqxlNPvakfKoOGEA', 'UB')
('AC04652-2022-11-02-6072','A338-6','lTbWHPCu', 'SU')
('SL22517-2022-11-01-6083','S254-11','NKKvZgcQvI', 'UB')
('AC12058-2022-11-01-6132','A341-12','WnslbMgpTACCg', 'SU')
('AC12058-2022-11-01-6133','A341-13','IkUzYCHrNsvCEN', 'LB')
('AC22517-2022-11-02-6219','A346-9','iiPZaykzZmnJJqKj', 'UB')
('SL22517-2022-11-01-6087','S254-15','MayZFB', 'SL')
('SL22517-2022-11-01-6088','S254-16','UXkDetqQbdhAqnPe', 'SU')
('SL04652-2022-11-02-6116','S255-20','tYKvDHCQYY', 'LB')
('SL04652-2022-11-02-6118','S255-22','aJwumGpZYwVHypZk', 'UB')
('SL04652-2022-11-02-6120','S255-24','jQxgYKEWuVGmKLn', 'SU')
('SL04652-2022-11-02-6121','S256-1','TFQzk', 'LB')
('SL12058-2022-11-01-6086','S254-14','uNqzFXKqFvTya', 'UB')
('AC04652-2022-11-01-6170','A343-14','HYTaSl', 'LB')
('AC22517-2022-11-02-6226','A346-16','ZYYPA', 'UB')
('SL22517-2022-11-02-6200','S259-8','ytOHICwd', 'SU')
('AC12058-2022-11-01-6138','A341-18','H', 'SU')
('AC22517-2022-11-02-6228','A346-18','ydoyyXxI', 'SU')
('AC04652-2022-11-02-6083','A338-17','lW', 'SL')
('SL22517-2022-11-01-6094','S254-22','WL', 'UB')
('AC12058-2022-11-01-6149','A342-11','QTQ', 'SL')
('SL22517-2022-11-01-6098','S255-2','sgQqPNXedF', 'MB')
('SL04652-2022-11-02-6128','S256-8','lqoCHog', 'SU')
('SL04652-2022-11-02-6135','S256-15','MGrh', 'SL')
('SL04652-2022-11-02-6136','S256-16','TEnyGoIUhfR', 'SU')
('AC12058-2022-11-01-6157','A343-1','IoMKdaxGKXeTcrEj', 'LB')
('SL04652-2022-11-01-6124','S256-4','HBvnDWImfLdUv', 'LB')
('SL12058-2022-11-01-6108','S255-12','jM', 'LB')
('AC04652-2022-11-01-6179','A344-5','tANEokZFtDK', 'SL')
('SL22517-2022-11-01-6103','S255-7','UiJSd', 'SL')
('AC04652-2022-11-02-6094','A339-10','miwKc', 'UB')
('SL04652-2022-11-02-6141','S256-21','YzzSp', 'MB')
('AC12058-2022-11-01-6162','A343-6','lCIfxwQzJZRo', 'SU')
('SL22517-2022-11-02-6221','S260-5','qbQ', 'MB')
('AC22517-2022-11-01-6055','A337-7','MMVdVqruwYoVpSI', 'LB')
('AC22517-2022-11-02-6243','A347-15','zJkTkVpiLddl', 'UB')
('SL22517-2022-11-01-6108','S255-12','PluymvVUoFHY', 'LB')
('AC04652-2022-11-02-6101','A339-17','uOhaR', 'SL')
('AC04652-2022-11-01-6187','A344-13','DRLPU', 'LB')
('SL04652-2022-11-02-6146','S257-2','IWxxSIsiWdCu', 'MB')
('AC04652-2022-11-01-6189','A344-15','GwotPd', 'UB')
('SL04652-2022-11-01-6133','S256-13','cOQmdndwnP', 'MB')
('AC04652-2022-11-02-6105','A340-3','JayMEtivM', 'UB')
('AC04652-2022-11-02-6106','A340-4','oWOCoEcGiWKe', 'UB')
('AC12058-2022-11-01-6172','A343-16','PbEN', 'UB')
('SL12058-2022-11-01-6121','S256-1','lzeiTIGSrhcUAfEz', 'LB')
('AC22517-2022-11-02-6254','A348-8','qqBnlnMgGZ', 'LB')
('SL22517-2022-11-01-6117','S255-21','muE', 'MB')
('SL22517-2022-11-01-6118','S255-22','WwrDPmmjMu', 'UB')
('AC04652-2022-11-02-6112','A340-10','zEy', 'UB')
('SL04652-2022-11-01-6137','S256-17','LflIkmy', 'LB')
('AC22517-2022-11-02-6256','A348-10','wqRrsAUUz', 'UB')
('AC04652-2022-11-02-6115','A340-13','xYqwHeCQKzgaWn', 'LB')
('AC12058-2022-11-01-6177','A344-3','kKXhIxjzLRJAKj', 'UB')
('SL22517-2022-11-01-6124','S256-4','mTUDocWP', 'LB')
('SL04652-2022-11-02-6156','S257-12','hxhdyFNMsYREvwH', 'LB')
('SL22517-2022-11-01-6126','S256-6','yZ', 'UB')
('AC22517-2022-11-02-6260','A348-14','HLxUJWLMZTUHVxG', 'LB')
('AC12058-2022-11-01-6208','A345-16','RvbhnberWh', 'UB')
('SL22517-2022-11-02-6264','S261-24','hRbx', 'SU')
('AC12058-2022-11-01-6210','A345-18','H', 'SU')
('SL22517-2022-11-02-6266','S262-2','VpXjvxCboMfDGi', 'MB')
('SL12058-2022-11-01-6154','S257-10','h', 'MB')
('AC12058-2022-11-01-6213','A346-3','KWroiLErUygXiq', 'UB')
('AC04652-2022-11-01-6229','A347-1','hLQaocX', 'LB')
('AC22517-2022-11-01-6101','A339-17','G', 'SL')
('AC04652-2022-11-01-6232','A347-4','RooQrdQirIUFM', 'UB')
('SL12058-2022-11-01-6158','S257-14','GDXnCBMh', 'UB')
('SL12058-2022-11-01-6159','S257-15','MSJTFfAl', 'SL')
('SL04652-2022-11-02-6194','S259-2','cZLJtYn', 'MB')
('AC04652-2022-11-02-6148','A342-10','ERwuwexEVw', 'UB')
('AC22517-2022-11-01-6104','A340-2','BDki', 'LB')
('AC04652-2022-11-02-6149','A342-11','bidVjS', 'SL')
('SL22517-2022-11-02-6278','S262-14','MBwhfSzTCy', 'UB')
('AC12058-2022-11-01-6219','A346-9','awFBkjPSWZQ', 'UB')
('AC22517-2022-11-01-6106','A340-4','cjFQhXJtAkJ', 'UB')
('AC12058-2022-11-01-6222','A346-12','rHufYUlbAkOUip', 'SU')
('SL04652-2022-11-01-6189','S258-21','ryEQKwIITGj', 'MB')
('SL12058-2022-11-01-6169','S258-1','vo', 'LB')
('SL12058-2022-11-01-6170','S258-2','aGlODlxxuBc', 'MB')
('SL12058-2022-11-01-6171','S258-3','wMPmTNNOs', 'UB')
('AC12058-2022-11-01-6229','A347-1','NAiJ', 'LB')
('SL12058-2022-11-01-6173','S258-5','InDQxPYDUQmC', 'MB')
('SL22517-2022-11-01-6162','S257-18','fkTAT', 'MB')
('AC22517-2022-11-02-6303','A351-3','NfTKRAg', 'UB')
('SL22517-2022-11-02-6293','S263-5','FlbmhycCtbZ', 'MB')
('AC04652-2022-11-01-6255','A348-9','vhrEcGfYTQwmppw', 'UB')
('AC22517-2022-11-02-6308','A351-8','fYhoqXufjIb', 'LB')
('AC22517-2022-11-01-6111','A340-9','OOIHsLSItwMzdLFN', 'UB')
('AC04652-2022-11-01-6257','A348-11','KKJAA', 'SL')
('SL04652-2022-11-02-6216','S259-24','yMHQbTttXvTbmoe', 'SU')
('SL04652-2022-11-02-6217','S260-1','aWSrygaANaT', 'LB')
('SL12058-2022-11-01-6186','S258-18','zZEWP', 'MB')
('SL22517-2022-11-01-6176','S258-8','yNKJqghhRdlRoTm', 'SU')
('SL04652-2022-11-01-6204','S259-12','h', 'LB')
('SL12058-2022-11-01-6188','S258-20','GJTd', 'LB')
('AC04652-2022-11-02-6166','A343-10','OhLpxPdRJC', 'UB')
('AC22517-2022-11-02-6327','A352-9','MDuvcGLxI', 'UB')
('AC04652-2022-11-01-6272','A349-8','ie', 'LB')
('AC04652-2022-11-01-6273','A349-9','fJQxwqaFEPxJZxE', 'UB')
('SL22517-2022-11-01-6187','S258-19','Gxb', 'UB')
('AC12058-2022-11-01-6256','A348-10','IGCFfjUxbIKC', 'UB')
('SL22517-2022-11-01-6218','S260-2','TCy', 'MB')
('AC22517-2022-11-01-6162','A343-6','s', 'SU')
('SL22517-2022-11-01-6220','S260-4','YibAai', 'LB')
('AC04652-2022-11-02-6217','A346-7','uFYXbAQNNNLNPYf', 'LB')
('AC04652-2022-11-01-6327','A352-9','zkjLzIsKJLFuP', 'UB')
('AC04652-2022-11-02-6219','A346-9','RkGtZLTm', 'UB')
('SL04652-2022-11-01-6271','S262-7','lBdICmoF', 'SL')
('AC04652-2022-11-01-6330','A352-12','aeydgsmYgYeUB', 'SU')
('SL04652-2022-11-02-6278','S262-14','LKofmtJi', 'UB')
('SL04652-2022-11-01-6274','S262-10','xzJNYSQkbGySI', 'MB')
('AC04652-2022-11-01-6333','A352-15','ziIoxVzcPG', 'UB')
('SL04652-2022-11-02-6279','S262-15','RGQMOBvhba', 'SL')
('AC22517-2022-11-01-6170','A343-14','yUfGDMgSCA', 'LB')
('SL22517-2022-11-01-6222','S260-6','rMwUGaX', 'UB')
('SL12058-2022-11-01-6247','S261-7','GYcIkFdw', 'SL')
('AC22517-2022-11-02-6395','A356-5','TuYNtcpEtmj', 'SL')
('SL22517-2022-11-01-6244','S261-4','ZoHNPCeAC', 'LB')
('SL22517-2022-11-01-6245','S261-5','BSNC', 'MB')
('AC12058-2022-11-01-6335','A352-17','wfpAxwglDoZSY', 'SL')
('AC12058-2022-11-01-6336','A352-18','joZsSyU', 'SU')
('AC12058-2022-11-01-6337','A353-1','eMhWv', 'LB')
('AC22517-2022-11-02-6397','A356-7','TxwILsGAmQvWfXhu', 'LB')
('SL04652-2022-11-02-6310','S263-22','kMz', 'UB')
('SL22517-2022-11-02-6386','S267-2','rFkNYfoAWFzwRZQ', 'MB')
('SL04652-2022-11-01-6302','S263-14','eOGlBTrok', 'UB')
('SL12058-2022-11-01-6280','S262-16','daNGluzB', 'SU')
('SL04652-2022-11-02-6317','S264-5','rtNlWsfhznnETOl', 'MB')
('AC04652-2022-11-02-6261','A348-15','CnkuTZNNjpli', 'UB')
('AC04652-2022-11-02-6262','A348-16','cVxXh', 'UB')
('SL04652-2022-11-02-6330','S264-18','LisLXIfqaPLeQ', 'MB')
('SL04652-2022-11-01-6315','S264-3','ifR', 'UB')
('AC22517-2022-11-01-6216','A346-6','WjOAIthFmS', 'SU')
('AC12058-2022-11-01-6355','A354-1','j', 'LB')
('AC22517-2022-11-02-6413','A357-5','yUdhMwjaoMYIg', 'SL')
('AC04652-2022-11-02-6277','A349-13','KahVv', 'LB')
('AC22517-2022-11-02-6416','A357-8','IlXWUBILaBnaQhJ', 'LB')
('AC22517-2022-11-02-6417','A357-9','esxk', 'UB')
('AC04652-2022-11-02-6283','A350-1','CIXiAtJe', 'LB')
('AC12058-2022-11-01-6368','A354-14','dcnI', 'LB')
('AC12058-2022-11-01-6369','A354-15','u', 'UB')
('AC22517-2022-11-02-6424','A357-16','egwbTYTqNoBBJTSn', 'UB')
('SL22517-2022-11-02-6408','S267-24','GazmtIZULI', 'SU')
('SL04652-2022-11-02-6351','S265-15','wZagchx', 'SL')
('AC22517-2022-11-01-6229','A347-1','vhHtefiLTSMsDg', 'LB')
('AC22517-2022-11-01-6230','A347-2','z', 'LB')
('SL12058-2022-11-01-6311','S263-23','UYjflmCByDNNR', 'SL')
('SL12058-2022-11-01-6312','S263-24','jNAlROphPaeCg', 'SU')
('SL04652-2022-11-01-6336','S264-24','TNvzrvHAixdWtd', 'SU')
('AC04652-2022-11-02-6295','A350-13','BcmZMkXu', 'LB')
('SL22517-2022-11-01-6284','S262-20','goRuyRTzXyj', 'LB')
('SL22517-2022-11-01-6285','S262-21','eXhcRHwZ', 'MB')
('AC22517-2022-11-01-6235','A347-7','UdRQDnRGQ', 'LB')
('AC04652-2022-11-01-6400','A356-10','IpYXBLADjwfv', 'UB')
('SL04652-2022-11-01-6342','S265-6','QDHULa', 'UB')
('SL04652-2022-11-02-6365','S266-5','LIAnTkVRHdz', 'MB')
('AC12058-2022-11-01-6388','A355-16','motMnNVqDREavOLY', 'UB')
('SL22517-2022-11-02-6423','S268-15','ohr', 'SL')
('AC22517-2022-11-02-6439','A358-13','UnZ', 'LB')
('SL04652-2022-11-02-6373','S266-13','YqkS', 'MB')
('SL04652-2022-11-01-6356','S265-20','TLWFWhmdDlO', 'LB')
('SL12058-2022-11-01-6334','S264-22','jNMJct', 'UB')
('SL04652-2022-11-02-6379','S266-19','wd', 'UB')
('SL04652-2022-11-01-6361','S266-1','JYDtrWZoqFle', 'LB')
('AC22517-2022-11-01-6246','A347-18','tkNG', 'SU')
('SL04652-2022-11-01-6365','S266-5','vMYDzHKTUfQW', 'MB')
('AC04652-2022-11-01-6421','A357-13','aOktMxMJwOqYPI', 'LB')
('SL12058-2022-11-01-6347','S265-11','nKQpecvZdd', 'UB')
('AC04652-2022-11-02-6325','A352-7','fR', 'LB')
('AC04652-2022-11-02-6326','A352-8','ZWkqvP', 'LB')
('AC04652-2022-11-02-6327','A352-9','lpml', 'UB')
('SL04652-2022-11-01-6370','S266-10','xslAUiQDDXZv', 'MB')
('SL22517-2022-11-01-6317','S264-5','aKyNAgpkmkg', 'MB')
('SL22517-2022-11-01-6320','S264-8','cgabAkdHg', 'SU')
('SL04652-2022-11-02-6400','S267-16','vygTIRrTqZdrBm', 'SU')
('AC22517-2022-11-01-6263','A348-17','pYVnvsFfXsrvfw', 'SL')
('AC22517-2022-11-01-6268','A349-4','ywnHzQSh', 'UB')
('SL04652-2022-11-01-6386','S267-2','lgNqWzTIQgeYDmj', 'MB')
('SL04652-2022-11-01-6387','S267-3','EajlPwWLreYSCKli', 'UB')
('SL22517-2022-11-01-6330','S264-18','eMzKLILtqQwhG', 'MB')
('SL12058-2022-11-01-6366','S266-6','TEcXIFdFPdyXh', 'UB')
('SL12058-2022-11-01-6367','S266-7','YcioLFyKurLr', 'SL')
('SL04652-2022-11-01-6389','S267-5','mU', 'MB')
('AC04652-2022-11-02-6344','A353-8','v', 'LB')
('SL04652-2022-11-02-6405','S267-21','JPQBVZ', 'MB')
('SL12058-2022-11-01-6373','S266-13','x', 'MB')
('AC04652-2022-11-01-6448','A359-4','CXNHxrEHYll', 'UB')
('SL22517-2022-11-02-6451','S269-19','ux', 'UB')
('SL22517-2022-11-01-6368','S266-8','UhCIEpva', 'SU')
('AC04652-2022-11-01-6472','A360-10','EFxXyQtnsL', 'UB')
('AC22517-2022-11-02-6497','A361-17','IpfIIX', 'SL')
('AC04652-2022-11-02-6406','A356-16','CuIFUSQ', 'UB')
('SL22517-2022-11-02-6515','S272-11','fUmyCYIDOpMFc', 'UB')
('SL04652-2022-11-01-6451','S269-19','whQ', 'UB')
('AC12058-2022-11-01-6492','A361-12','DzWPKgEBgChvGSOJ', 'SU')
('AC22517-2022-11-02-6542','A364-8','QqdVmLWam', 'LB')
('SL04652-2022-11-01-6452','S269-20','V', 'LB')
('SL04652-2022-11-02-6473','S270-17','MeZGM', 'LB')
('AC12058-2022-11-01-6498','A361-18','jLgGUOEmUeJFFVD', 'SU')
('AC12058-2022-11-01-6502','A362-4','wcJLnafY', 'UB')
('SL04652-2022-11-01-6457','S270-1','CYptOuFN', 'LB')
('SL22517-2022-11-02-6525','S272-21','I', 'MB')
('SL12058-2022-11-01-6441','S269-9','pjN', 'LB')
('SL04652-2022-11-01-6461','S270-5','olJYXi', 'MB')
('AC22517-2022-11-01-6355','A354-1','WIK', 'LB')
('AC22517-2022-11-02-6558','A365-6','UdmZ', 'SU')
('SL22517-2022-11-02-6540','S273-12','BGwjrzxtPulIQL', 'LB')
('SL22517-2022-11-02-6541','S273-13','daWsitR', 'MB')
('AC12058-2022-11-01-6516','A362-18','dXU', 'SU')
('SL04652-2022-11-01-6468','S270-12','WmvZyXfr', 'LB')
('SL04652-2022-11-01-6469','S270-13','qkDhKwFUB', 'MB')
('SL04652-2022-11-02-6496','S271-16','kgrMRnfRaiye', 'SU')
('SL22517-2022-11-02-6547','S273-19','TLmPlzMGPWiTqn', 'UB')
('SL04652-2022-11-01-6472','S270-16','CQKP', 'SU')
('AC22517-2022-11-01-6366','A354-12','oYTytwH', 'SU')
('AC22517-2022-11-02-6573','A366-3','fAjInzTqkMkZtx', 'UB')
('AC04652-2022-11-01-6534','A363-18','edefI', 'SU')
('SL04652-2022-11-01-6478','S270-22','HsID', 'UB')
('AC12058-2022-11-01-6529','A363-13','ZyvYnHQXCTj', 'LB')
('AC12058-2022-11-01-6530','A363-14','lYXsZEVIjfQl', 'LB')
('AC04652-2022-11-02-6443','A358-17','jFLXHL', 'SL')
('AC22517-2022-11-02-6578','A366-8','K', 'LB')
('SL12058-2022-11-01-6458','S270-2','ytmvDmZjtWuyST', 'MB')
('AC04652-2022-11-01-6569','A365-17','RfbNrBVwm', 'SL')
('SL04652-2022-11-02-6556','S274-4','wyhxITcDYD', 'LB')
('SL22517-2022-11-01-6473','S270-17','L', 'LB')
('AC04652-2022-11-01-6571','A366-1','TfiLHEMGg', 'LB')
('SL22517-2022-11-01-6475','S270-19','soRezeOUZaHK', 'UB')
('SL22517-2022-11-02-6593','S275-17','KsPy', 'LB')
('AC22517-2022-11-01-6428','A358-2','hW', 'LB')
('SL12058-2022-11-01-6509','S272-5','zOngXULCa', 'MB')
('SL22517-2022-11-02-6596','S275-20','OzxGrQrBuBqt', 'LB')
('AC04652-2022-11-02-6499','A362-1','CnkezuUUfokIJL', 'LB')
('AC22517-2022-11-02-6626','A369-2','RPSJeLrzRBONkwiu', 'LB')
('AC22517-2022-11-02-6627','A369-3','DHwwZ', 'UB')
('AC12058-2022-11-01-6579','A366-9','g', 'UB')
('AC04652-2022-11-02-6505','A362-7','tpk', 'LB')
('AC22517-2022-11-02-6632','A369-8','mffnHhX', 'LB')
('AC12058-2022-11-01-6581','A366-11','zouyOtjzUXyuG', 'SL')
('SL22517-2022-11-02-6610','S276-10','sA', 'MB')
('AC04652-2022-11-02-6511','A362-13','iRSnFNmnBkQMjm', 'LB')
('AC12058-2022-11-01-6585','A366-15','qpwuFmUaFJpgYd', 'UB')
('AC04652-2022-11-01-6603','A367-15','gxjSGqDFuZPAS', 'UB')
('AC22517-2022-11-01-6455','A359-11','toT', 'SL')
('AC22517-2022-11-02-6645','A370-3','dzm', 'UB')
('AC04652-2022-11-01-6610','A368-4','gBGisK', 'UB')
('AC12058-2022-11-01-6589','A367-1','ENhiEq', 'LB')
('SL04652-2022-11-01-6547','S273-19','vxQEINqRjfwrdf', 'UB')
('SL04652-2022-11-02-6594','S275-18','IUAwGzQRgrnqH', 'MB')
('AC04652-2022-11-01-6615','A368-9','mYXuHXtHRVKojukR', 'UB')
('AC22517-2022-11-02-6655','A370-13','WxCJYhHqsnw', 'LB')
('AC22517-2022-11-02-6656','A370-14','CYqPKkY', 'LB')
('SL04652-2022-11-01-6556','S274-4','oxqrbdKNRoELAFZX', 'LB')
('SL22517-2022-11-02-6624','S276-24','lCDbXDtCw', 'SU')
('AC22517-2022-11-01-6470','A360-8','TIxjGKwNOceEGvJY', 'LB')
('AC22517-2022-11-01-6471','A360-9','xZRvlMx', 'UB')
('SL22517-2022-11-01-6515','S272-11','s', 'UB')
('AC04652-2022-11-01-6631','A369-7','j', 'LB')
('AC12058-2022-11-01-6607','A368-1','LakPdMasaPvQgnM', 'LB')
('SL12058-2022-11-01-6552','S273-24','poabeh', 'SU')
('SL22517-2022-11-01-6532','S273-4','cBZOqKHZpDiaZgj', 'LB')
('SL22517-2022-11-01-6533','S273-5','HjYEVVFzhPx', 'MB')
('AC22517-2022-11-01-6485','A361-5','k', 'SL')
('AC12058-2022-11-01-6610','A368-4','GPysRt', 'UB')
('SL22517-2022-11-02-6641','S277-17','YrHv', 'LB')
('AC04652-2022-11-01-6638','A369-14','mGoVWviZ', 'LB')
('SL22517-2022-11-02-6644','S277-20','oBiLR', 'LB')
('SL04652-2022-11-01-6570','S274-18','JGpbJ', 'MB')
('SL12058-2022-11-01-6560','S274-8','Dn', 'SU')
('AC12058-2022-11-01-6615','A368-9','TfwqQ', 'UB')
('SL12058-2022-11-01-6562','S274-10','HDUrrlz', 'MB')
('AC04652-2022-11-02-6559','A365-7','BECrIupOC', 'LB')
('AC04652-2022-11-02-6561','A365-9','upvp', 'UB')
('SL12058-2022-11-01-6564','S274-12','HcqKcpkaZUd', 'LB')
('AC04652-2022-11-02-6565','A365-13','IQXRFPByQiH', 'LB')
('AC04652-2022-11-02-6568','A365-16','WDCVhcCJHZqZjB', 'UB')
('AC12058-2022-11-01-6627','A369-3','yqejzZycRe', 'UB')
('SL22517-2022-11-02-6663','S278-15','ffnkYBLTUHE', 'SL')
('AC04652-2022-11-01-6657','A370-15','yWIsMcFCLZzmWEzc', 'UB')
('SL22517-2022-11-01-6561','S274-9','pVzvuEcFZXFODyn', 'LB')
('AC04652-2022-11-02-6578','A366-8','CITJSya', 'LB')
('SL12058-2022-11-01-6581','S275-5','IUP', 'MB')
('AC22517-2022-11-01-6534','A363-18','RDFtsVqmaTNMYs', 'SU')
('SL22517-2022-11-02-6698','S280-2','NTucggjfnuLWVYeJ', 'MB')
('AC22517-2022-11-01-6537','A364-3','BqjOnAwt', 'UB')
('AC04652-2022-11-01-6686','A372-8','vrwtLpESa', 'LB')
('AC04652-2022-11-02-6617','A368-11','zixYOHGiYywUYLv', 'SL')
('SL22517-2022-11-01-6595','S275-19','HlHheFZgi', 'UB')
('AC04652-2022-11-02-6619','A368-13','kecizWmnKwCdhNlV', 'LB')
('AC12058-2022-11-01-6670','A371-10','RdpgngnRYyPM', 'UB')
('SL04652-2022-11-01-6621','S276-21','gQXIxBjrLjjE', 'MB')
('SL12058-2022-11-01-6615','S276-15','dUajSMZAK', 'SL')
('SL22517-2022-11-02-6728','S281-8','qGd', 'SU')
('AC04652-2022-11-02-6646','A370-4','bsVjQeD', 'UB')
('SL22517-2022-11-01-6613','S276-13','sOeWsItayf', 'MB')
('AC22517-2022-11-02-6762','A376-12','LCELJChxhcVLUG', 'SU')
('AC22517-2022-11-01-6566','A365-14','V', 'LB')
('SL04652-2022-11-02-6713','S280-17','f', 'LB')
('SL04652-2022-11-01-6648','S277-24','ndgfEd', 'SU')
('SL22517-2022-11-01-6616','S276-16','qMSeNS', 'SU')
('SL22517-2022-11-02-6735','S281-15','zH', 'SL')
('AC04652-2022-11-01-6722','A374-8','cmauTRstTyesDGL', 'LB')
('AC22517-2022-11-01-6571','A366-1','OppxuqyOQUUJX', 'LB')
('AC22517-2022-11-01-6572','A366-2','XZjCFyu', 'LB')
('SL12058-2022-11-01-6643','S277-19','GcQLWtHDxRARkz', 'UB')
('SL12058-2022-11-01-6644','S277-20','QpQgNTscSUmEvAAJ', 'LB')
('AC22517-2022-11-02-6771','A377-3','TBHqoN', 'UB')
('SL22517-2022-11-01-6626','S277-2','yxiyJcdAtsjOGCxf', 'MB')
('AC12058-2022-11-01-6713','A373-17','sU', 'SL')
('AC12058-2022-11-01-6714','A373-18','IIuxzwnRbyfFVB', 'SU')
('AC04652-2022-11-01-6731','A374-17','UTEsgANPznyWTU', 'SL')
('SL04652-2022-11-01-6655','S278-7','IUUJiuZzvQp', 'SL')
('AC04652-2022-11-02-6666','A371-6','DnR', 'SU')
('SL04652-2022-11-01-6660','S278-12','AT', 'LB')
('AC04652-2022-11-02-6668','A371-8','gQJlWJoLxDVDeOtI', 'LB')
('AC22517-2022-11-02-6781','A377-13','JlyPdAyUolob', 'LB')
('AC22517-2022-11-02-6783','A377-15','EVqTQhPQFJcUE', 'UB')
('AC12058-2022-11-01-6732','A374-18','MxuJC', 'SU')
('SL12058-2022-11-01-6667','S278-19','ZAefFlz', 'UB')
('SL22517-2022-11-01-6639','S277-15','QXWUlT', 'SL')
('AC22517-2022-11-01-6598','A367-10','AMjrBhNlB', 'UB')
('SL04652-2022-11-02-6748','S282-4','jmnamOcaQnh', 'LB')
('AC22517-2022-11-02-6788','A378-2','m', 'LB')
('AC04652-2022-11-02-6677','A371-17','fDZtAzvazAANtpT', 'SL')
('SL22517-2022-11-02-6751','S282-7','xYnHHbPv', 'SL')
('AC04652-2022-11-01-6749','A375-17','YFwUVqwqpR', 'SL')
('AC04652-2022-11-02-6679','A372-1','FBWGy', 'LB')
('SL04652-2022-11-02-6757','S282-13','wLYSTnlSebj', 'MB')
('AC22517-2022-11-01-6609','A368-3','qrMgzkXfLhGjoP', 'UB')
('AC04652-2022-11-01-6751','A376-1','BWBZrxhNHFZUUsB', 'LB')
('AC22517-2022-11-01-6610','A368-4','hiCekuWMBaN', 'UB')
('AC04652-2022-11-01-6754','A376-4','LWZVLOfyWFmyZl', 'UB')
('SL04652-2022-11-02-6765','S282-21','BNMuVLquUN', 'MB')
('SL22517-2022-11-01-6661','S278-13','XZnbqbFH', 'MB')
('SL22517-2022-11-01-6662','S278-14','KtWxuUknKOWZdz', 'UB')
('AC12058-2022-11-01-6761','A376-11','oSXfGBSPrBuV', 'SL')
('SL22517-2022-11-02-6762','S282-18','Kn', 'MB')
('SL04652-2022-11-02-6779','S283-11','yylnOVI', 'UB')
('AC22517-2022-11-01-6621','A368-15','M', 'UB')
('SL04652-2022-11-02-6780','S283-12','YLzIkO', 'LB')
('SL12058-2022-11-01-6702','S280-6','dRnWIaJdChf', 'UB')
('AC04652-2022-11-01-6781','A377-13','hh', 'LB')
('AC12058-2022-11-01-6777','A377-9','uERJNqjPHsDbBkjh', 'UB')
('SL22517-2022-11-01-6686','S279-14','Qun', 'UB')
('AC22517-2022-11-01-6629','A369-5','GSVYLggeJc', 'SL')
('SL12058-2022-11-01-6711','S280-15','U', 'SL')
('AC04652-2022-11-02-6714','A373-18','mlOflXxQHk', 'SU')
('AC04652-2022-11-01-6794','A378-8','LXsRabPNeNytxal', 'LB')
('AC22517-2022-11-01-6634','A369-10','xajo', 'UB')
('SL12058-2022-11-01-6716','S280-20','GLwI', 'LB')
('SL04652-2022-11-01-6709','S280-13','zHnABVCodfCNVeu', 'MB')
('AC22517-2022-11-02-6828','A380-6','QgCCBVVMn', 'SU')
('SL04652-2022-11-02-6805','S284-13','pwDIwGXQOEs', 'MB')
('AC22517-2022-11-02-6832','A380-10','xyEmtRxKJMiPelaK', 'UB')
('SL12058-2022-11-01-6723','S281-3','K', 'UB')
('SL22517-2022-11-01-6708','S280-12','rqmiByEkc', 'LB')
('AC22517-2022-11-02-6838','A380-16','djRCMwds', 'UB')
('SL04652-2022-11-01-6719','S280-23','bfZXk', 'SL')
('AC22517-2022-11-02-6839','A380-17','VyukSr', 'SL')
('SL22517-2022-11-02-6803','S284-11','oCPdvHVgYKkP', 'UB')
('SL22517-2022-11-01-6716','S280-20','AwHHdp', 'LB')
('AC04652-2022-11-01-6820','A379-16','eBNSfEuavim', 'UB')
('SL04652-2022-11-02-6828','S285-12','nFMjEKpMnjRfMSg', 'LB')
('AC22517-2022-11-02-6844','A381-4','KWBDLsilzBbmhFy', 'UB')
('AC04652-2022-11-02-6733','A375-1','M', 'LB')
('AC22517-2022-11-02-6848','A381-8','NrU', 'LB')
