('SL22517-2022-11-01-1417','S60-1','KvraX', 'LB')
('SL22517-2022-11-02-12961','S541-1','SjCrZaIzqWrqMiU', 'LB')
('AC22517-2022-11-01-13131','A730-9','bFJVm', 'UB')
('SL12058-2022-11-01-12831','S535-15','iGrAnPceqqcPMAp', 'SL')
('AC12058-2022-11-01-13087','A728-1','gSUQ', 'LB')
('SL04652-2022-11-01-12974','S541-14','GtLMaOGhvMYVrS', 'UB')
('AC04652-2022-11-01-13282','A738-16','pTOeQZDZYsqWA', 'UB')
('SL22517-2022-11-02-12967','S541-7','vRg', 'SL')
('AC22517-2022-11-01-13136','A730-14','chYUYj', 'LB')
('AC04652-2022-11-02-13127','A730-5','ssLI', 'SL')
('AC12058-2022-11-01-13091','A728-5','zVavaoLFhd', 'SL')
('SL22517-2022-11-01-12896','S538-8','kmRon', 'SU')
('SL04652-2022-11-02-12991','S542-7','UfRbPDp', 'SL')
('AC04652-2022-11-02-13132','A730-10','XteFblhRZc', 'UB')
('AC04652-2022-11-01-13283','A738-17','pKwuDBvNXDpGZQ', 'SL')
('SL04652-2022-11-02-13007','S542-23','LakviM', 'SL')
('SL22517-2022-11-01-12970','S541-10','cFmdJqbuVy', 'MB')
('AC22517-2022-11-01-13207','A734-13','BMEklZoSEF', 'LB')
('AC22517-2022-11-02-13189','A733-13','rQFmafWfrsRq', 'LB')
('AC04652-2022-11-02-13236','A736-6','kRYGQtmzVCyH', 'SU')
('SL22517-2022-11-01-13028','S543-20','ibnicNst', 'LB')
('AC04652-2022-11-02-13243','A736-13','gkyPCUlBwgxzFkm', 'LB')
('SL04652-2022-11-01-13119','S547-15','dAWgRmKU', 'SL')
('AC04652-2022-11-01-13434','A747-6','aZlhxHaQDYxwqY', 'SU')
('SL22517-2022-11-02-13122','S547-18','cHVKoCEFJhyEsG', 'MB')
('SL04652-2022-11-02-13123','S547-19','tKGyjzlCYoNVitLe', 'UB')
('AC04652-2022-11-01-13479','A749-15','iEgDLix', 'UB')
('AC12058-2022-11-01-13265','A737-17','wxLKcQqCHtVV', 'SL')
('AC04652-2022-11-02-13303','A740-1','RhFK', 'LB')
('AC12058-2022-11-01-13267','A738-1','cRxxKywA', 'LB')
('SL22517-2022-11-02-13204','S551-4','jNadzqXZeeTeS', 'LB')
('SL04652-2022-11-01-13224','S551-24','oBLANaCFi', 'SU')
('SL12058-2022-11-01-13030','S543-22','UCOJxtdvHlyiM', 'UB')
('SL04652-2022-11-01-13227','S552-3','awGPFOsE', 'UB')
('SL12058-2022-11-01-13031','S543-23','RHeLL', 'SL')
('SL22517-2022-11-02-13214','S551-14','NsbYerdVdmd', 'UB')
('SL22517-2022-11-02-13217','S551-17','HFQjmAGddpqX', 'LB')
('SL12058-2022-11-01-13036','S544-4','HE', 'LB')
('SL04652-2022-11-01-13233','S552-9','EuCDSNsZCCWK', 'LB')
('AC22517-2022-11-02-13302','A739-18','zuImzsdCgRVoAj', 'SU')
('SL22517-2022-11-01-13132','S548-4','SMeMJjVQC', 'LB')
('AC04652-2022-11-01-13545','A753-9','P', 'UB'
