('SL22517-2022-11-01-54','S3-6','QLiOgNepLHnRe', 'UB')
('SL12058-2022-11-01-8660','S361-20','CgZJDWklqpETps', 'LB')
('AC22517-2022-11-02-8936','A497-8','MfTcjSgJYzeQSu', 'LB')
('SL04652-2022-11-02-8831','S368-23','MbJmLri', 'SL')
('AC22517-2022-11-02-8939','A497-11','yZnbgBZmfwyEZVFg', 'SL')
('SL04652-2022-11-01-8804','S367-20','bmVTigLxZNQ', 'LB')
('SL04652-2022-11-01-8805','S367-21','pZM', 'MB')
('AC22517-2022-11-01-8889','A494-15','BXVhzFXBr', 'UB')
('AC22517-2022-11-01-8902','A495-10','CZdoMi', 'UB')
('AC04652-2022-11-01-9168','A510-6','cQwEKYTIEuEy', 'SU')
('SL22517-2022-11-01-8794','S367-10','bEXGCbaVSpIjzyJ', 'MB')
('SL12058-2022-11-01-8710','S363-22','sGGhOhDoxa', 'UB')
('SL22517-2022-11-01-8818','S368-10','msmxHB', 'MB')
('AC22517-2022-11-01-8937','A497-9','HuOdNgkOORPbfYB', 'UB')
('AC12058-2022-11-01-8993','A500-11','vNvWOdirCx', 'SL')
('AC22517-2022-11-02-9047','A503-11','eSsashalCJdv', 'SL')
('AC22517-2022-11-02-9048','A503-12','HGYpgxqSqTT', 'SU')
('AC12058-2022-11-01-9000','A500-18','uLNwysFKMYdnTi', 'SU')
('AC12058-2022-11-01-9003','A501-3','JcerXDINgcl', 'UB')
('SL22517-2022-11-01-8908','S372-4','pPsKHKlrGNVaC', 'LB')
('AC04652-2022-11-01-9298','A517-10','YtRTvG', 'UB')
('SL22517-2022-11-01-8923','S372-19','FZ', 'UB')
('SL22517-2022-11-01-8925','S372-21','cLz', 'MB')
('AC04652-2022-11-02-9070','A504-16','qTBz', 'UB')
('SL12058-2022-11-01-8872','S370-16','GBMrf', 'SU')
('AC22517-2022-11-02-9133','A508-7','GUdrWk', 'LB')
('AC04652-2022-11-02-9111','A507-3','RASRb', 'UB')
('SL04652-2022-11-01-9021','S376-21','fFDrHEq', 'MB')
('AC22517-2022-11-01-9060','A504-6','l', 'SU')
('AC04652-2022-11-01-9365','A521-5','tWl', 'SL')
('AC12058-2022-11-01-9073','A505-1','IfnJzrZ', 'LB')
('AC22517-2022-11-01-9073','A505-1','gklzkefJZ', 'LB')
('AC12058-2022-11-01-9074','A505-2','hQwOKYIlPmEtOaK', 'LB')
('AC04652-2022-11-01-9369','A521-9','hyTDrKMa', 'UB')
('AC22517-2022-11-01-9117','A507-9','jxoVDj', 'UB')
('SL22517-2022-11-01-9007','S376-7','udODPbNavODs', 'SL')
('AC22517-2022-11-02-9187','A511-7','vog', 'LB')
('AC22517-2022-11-01-9133','A508-7','oMoq', 'LB')
('AC22517-2022-11-02-9204','A512-6','HUt', 'SU')
('AC04652-2022-11-01-9424','A524-10','bCIyzcCaG', 'UB')
('SL04652-2022-11-02-9076','S379-4','CdlpN', 'LB')
('AC04652-2022-11-02-9189','A511-9','hOLILIOiC', 'UB')
('AC22517-2022-11-01-9139','A508-13','EF', 'LB')
('SL22517-2022-11-01-9032','S377-8','ofTza', 'SU')
('AC22517-2022-11-02-9213','A512-15','dPmahtOD', 'UB')
('SL22517-2022-11-02-9085','S379-13','xOTIAM', 'MB')
('AC22517-2022-11-01-9148','A509-4','kawL', 'UB')
('SL04652-2022-11-01-9094','S379-22','JLeSTizw', 'UB')
('SL22517-2022-11-01-9037','S377-13','ufIkKoJfBIKVF', 'MB')
('SL22517-2022-11-02-9088','S379-16','oVjAoBBhHztsSW', 'SU')
('SL22517-2022-11-02-9089','S379-17','hTppaX', 'LB')
('AC04652-2022-11-02-9194','A511-14','v', 'LB')
('AC12058-2022-11-01-9200','A512-2','KldqDnqo', 'LB')
('SL04652-2022-11-02-9143','S381-23','GmOOhhW', 'SL')
('AC22517-2022-11-01-9296','A517-8','XMxJvc', 'LB')
('AC04652-2022-11-01-9563','A532-5','lPCz', 'SL')
('SL12058-2022-11-01-9087','S379-15','W', 'SL')
('SL04652-2022-11-01-9196','S384-4','HnhcqfFfnOkiAHE', 'LB')
('AC22517-2022-11-01-9305','A517-17','uxJviSxL', 'SL')
('AC04652-2022-11-01-9573','A532-15','tjxUndLVhONUiAIy', 'UB')
('SL22517-2022-11-02-9222','S385-6','WOksRkMvZjQ', 'UB')
('AC04652-2022-11-01-9582','A533-6','zePlZYyzpzHKM', 'SU')
('SL22517-2022-11-02-9242','S386-2','lRXL', 'MB')
('AC22517-2022-11-02-9370','A521-10','MrQluYvByA', 'UB')
('AC04652-2022-11-02-9387','A522-9','j', 'UB')
('SL22517-2022-11-01-9210','S384-18','npz', 'MB')
('SL22517-2022-11-02-9249','S386-9','mQfnOM', 'LB')
('SL12058-2022-11-01-9129','S381-9','ScjkxuFgfORK', 'LB')
('SL22517-2022-11-02-9254','S386-14','O', 'UB')
('SL04652-2022-11-01-9237','S385-21','Uyytnm', 'MB')
('SL22517-2022-11-01-9220','S385-4','nTQvGBjyC', 'LB')
('SL12058-2022-11-01-9138','S381-18','yQlXtxPtrrDaZ', 'MB')
('AC04652-2022-11-01-9616','A535-4','N', 'UB')
('SL04652-2022-11-02-9268','S387-4','aUfSLXGWXech', 'LB')
('AC12058-2022-11-01-9453','A526-3','o', 'UB')
('SL22517-2022-11-01-9337','S390-1','Z', 'LB')
('AC22517-2022-11-01-9516','A529-12','yTWTyXZuVNDF', 'SU')
('SL04652-2022-11-02-9434','S394-2','IenY', 'MB')
('SL22517-2022-11-02-9428','S393-20','WGkkd', 'LB')
('AC12058-2022-11-01-9516','A529-12','sviP', 'SU')
('AC04652-2022-11-02-9539','A530-17','JvQtkFinVsFXfW', 'SL')
('AC04652-2022-11-01-9801','A545-9','dUZSDo', 'UB')
('AC04652-2022-11-01-9802','A545-10','LaJBhN', 'UB')
('SL04652-2022-11-02-9448','S394-16','ttGEhIk', 'SU')
('SL22517-2022-11-02-9445','S394-13','paGTzc', 'MB')
('AC04652-2022-11-02-9558','A531-18','EA', 'SU')
('SL22517-2022-11-01-9389','S392-5','qeNevILuEeJ', 'MB')
('SL04652-2022-11-01-9436','S394-4','E', 'LB')
('SL22517-2022-11-01-9391','S392-7','vuOwMMfd', 'SL')
('SL04652-2022-11-02-9455','S394-23','okEwVYJoNUoPQFL', 'SL')
('SL12058-2022-11-01-9328','S389-16','BUxtFMJ', 'SU')
('AC04652-2022-11-02-9566','A532-8','LUhexuFn', 'LB')
('AC22517-2022-11-01-9544','A531-4','QYxQYAPIfs', 'UB')
('SL04652-2022-11-02-9464','S395-8','YXRnEKGkBg', 'SU')
('AC12058-2022-11-01-9578','A533-2','iCXlJUYPnQFT', 'LB')
('AC12058-2022-11-01-9604','A534-10','qFgASt', 'UB')
('AC04652-2022-11-01-9865','A549-1','iGvyWSMJKzaTUjYw', 'LB')
('AC22517-2022-11-02-9625','A535-13','RVzk', 'LB')
('SL04652-2022-11-02-9557','S399-5','DZUuPKczY', 'MB')
('SL22517-2022-11-01-9497','S396-17','Apgcv', 'LB')
('AC04652-2022-11-02-9656','A537-8','Mq', 'LB')
('AC22517-2022-11-01-9640','A536-10','DbPxnuU', 'UB')
('AC22517-2022-11-01-9641','A536-11','ErGPWhbHPLraSZPy', 'SL')
('SL04652-2022-11-01-9547','S398-19','eWjDJYef', 'UB')
('AC04652-2022-11-02-9665','A537-17','lNW', 'SL')
('AC04652-2022-11-02-9666','A537-18','y', 'SU')
('AC04652-2022-11-01-9916','A551-16','EsSsgJUvhAEzMaxG', 'UB')
('SL04652-2022-11-02-9569','S399-17','xtn', 'LB')
('SL22517-2022-11-01-9519','S397-15','POBk', 'SL')
('SL22517-2022-11-02-9586','S400-10','xeCjc', 'MB')
('AC04652-2022-11-01-9922','A552-4','J', 'UB')
('SL04652-2022-11-02-9577','S400-1','zsWHhF', 'LB')
('AC04652-2022-11-01-9923','A552-5','Q', 'SL')
('SL22517-2022-11-02-9592','S400-16','JNkqX', 'SU')
('SL12058-2022-11-01-9453','S394-21','RApbKxJ', 'MB')
('SL04652-2022-11-01-9571','S399-19','bJl', 'UB')
('SL22517-2022-11-02-9596','S400-20','Dden', 'LB')
('SL04652-2022-11-02-9585','S400-9','MgFSGtJUcHgQRS', 'LB')
('AC04652-2022-11-01-9930','A552-12','T', 'SU')
('AC22517-2022-11-01-9665','A537-17','vmYS', 'SL')
('AC22517-2022-11-02-9709','A540-7','fOGX', 'LB')
('AC04652-2022-11-02-9685','A539-1','vAATPQDXKSM', 'LB')
('AC12058-2022-11-01-9701','A539-17','VnlkoENrQMD', 'SL')
('AC04652-2022-11-02-9710','A540-8','opbnpjgAJPq', 'LB')
('SL22517-2022-11-01-9552','S398-24','c', 'SU')
('AC04652-2022-11-01-9964','A554-10','AzCceMEYWYF', 'UB')
('AC22517-2022-11-01-9703','A540-1','PTp', 'LB')
('SL04652-2022-11-01-9599','S400-23','CSKtRpEWggsma', 'SL')
('SL22517-2022-11-02-9687','S404-15','ouzHTv', 'SL')
('AC12058-2022-11-01-9775','A544-1','BCosoDGxCtCWdGp', 'LB')
('AC22517-2022-11-01-9763','A543-7','STDkuClndsmdaQbt', 'LB')
('SL22517-2022-11-01-9607','S401-7','BFDxJcSpTG', 'SL')
('SL04652-2022-11-02-9673','S404-1','wRPGESEau', 'LB')
('SL12058-2022-11-01-9535','S398-7','R', 'SL')
('AC04652-2022-11-01-10023','A557-15','BVejVAFO', 'UB')
('SL22517-2022-11-01-9612','S401-12','bPrYDTwY', 'LB')
('SL04652-2022-11-02-9693','S404-21','LRPgvjKE', 'MB')
('SL12058-2022-11-01-9551','S398-23','llbvPdK', 'SL')
('SL22517-2022-11-01-9630','S402-6','FlrYuNswKvkVOYW', 'UB')
('SL22517-2022-11-01-9632','S402-8','TYPpNnBiEQlm', 'SU')
('SL22517-2022-11-01-9637','S402-13','HMibZSTGwSNUPYdO', 'MB')
('AC12058-2022-11-01-9816','A546-6','HaMdsO', 'SU')
('AC12058-2022-11-01-9819','A546-9','aEPIbmV', 'UB')
('SL22517-2022-11-02-9786','S408-18','JIzoPZVWVyoVtFi', 'MB')
('AC04652-2022-11-01-10098','A561-18','DXkRd', 'SU')
('SL12058-2022-11-01-9620','S401-20','yPlHiMhZBVvigNS', 'LB')
('SL04652-2022-11-02-9763','S407-19','wrbbMucdByLfh', 'UB')
('AC12058-2022-11-01-9880','A549-16','wAWdepEgShpip', 'UB')
('AC22517-2022-11-02-9901','A551-1','hGCshysuEAI', 'LB')
('AC22517-2022-11-02-9902','A551-2','UY', 'LB')
('SL04652-2022-11-02-9765','S407-21','qQ', 'MB')
('AC04652-2022-11-01-10108','A562-10','kj', 'UB')
('AC04652-2022-11-01-10109','A562-11','yZjEbDOPmwzz', 'SL')
('SL04652-2022-11-01-9771','S408-3','BEfnFZnW', 'UB')
('AC22517-2022-11-02-9905','A551-5','f', 'SL')
('AC22517-2022-11-01-9882','A549-18','DUfXXc', 'SU')
('AC04652-2022-11-02-9889','A550-7','ULCp', 'LB')
('SL04652-2022-11-01-9776','S408-8','YuEhLJqzucIY', 'SU')
('AC12058-2022-11-01-9887','A550-5','yseabUcpI', 'SL')
('SL04652-2022-11-02-9777','S408-9','iQOzwsgCDCgPiIIx', 'LB')
('SL04652-2022-11-02-9778','S408-10','HfcsiLWgmC', 'MB')
('AC22517-2022-11-02-9923','A552-5','MRLyiCSYCMmq', 'SL')
('SL22517-2022-11-01-9718','S405-22','ZydGWE', 'UB')
('AC22517-2022-11-02-9928','A552-10','fkPbVL', 'UB')
('SL22517-2022-11-02-9830','S410-14','PACkW', 'UB')
('AC22517-2022-11-01-9901','A551-1','lO', 'LB')
('SL22517-2022-11-01-9727','S406-7','iNatyImfktWdZlgY', 'SL')
('AC04652-2022-11-02-9916','A551-16','ZsTiZzHJwAaHSdjs', 'UB')
('AC12058-2022-11-01-9903','A551-3','LnpWMsoH', 'UB')
('AC12058-2022-11-01-9905','A551-5','fAqpmyBDCBOggP', 'SL')
('SL04652-2022-11-01-9802','S409-10','dAxbv', 'MB')
('SL04652-2022-11-02-9798','S409-6','bUrRXGPAQpfbR', 'UB')
('SL04652-2022-11-02-9800','S409-8','BysFgcEiqcKF', 'SU')
('SL12058-2022-11-01-9669','S403-21','OKqGbTYUA', 'MB')
('AC22517-2022-11-02-9949','A553-13','xbRRtIjWfJhdG', 'LB')
('SL12058-2022-11-01-9676','S404-4','yrLZEP', 'LB')
('AC04652-2022-11-02-9940','A553-4','bmDXNJkJQrm', 'UB')
('SL04652-2022-11-02-9858','S411-18','AQRIFNCHnR', 'MB')
('SL12058-2022-11-01-9717','S405-21','lWYFkdCHWRAIK', 'MB')
('SL04652-2022-11-01-9855','S411-15','MkXwV', 'SL')
('AC22517-2022-11-02-10000','A556-10','fRnBkwCXorNIlL', 'UB')
('SL22517-2022-11-01-9812','S409-20','oXEAHwfwLSr', 'LB')
('SL04652-2022-11-02-9885','S412-21','yKYaINdWpYdd', 'MB')
('SL04652-2022-11-01-9871','S412-7','UKXJpNFMOF', 'SL')
('SL04652-2022-11-02-9887','S412-23','AUAWYmayyoW', 'SL')
('AC22517-2022-11-01-9982','A555-10','IdbrIAx', 'UB')
('SL04652-2022-11-01-9874','S412-10','pCiDjhzNiaCEwhmR', 'MB')
('AC04652-2022-11-02-10011','A557-3','wXv', 'UB')
('SL04652-2022-11-01-9876','S412-12','wh', 'LB')
('SL22517-2022-11-01-9818','S410-2','ZAhyCA', 'MB')
('SL04652-2022-11-02-9892','S413-4','dAcPJXwxP', 'LB')
('SL04652-2022-11-02-9893','S413-5','DfYygnTxqGT', 'MB')
('AC04652-2022-11-02-10018','A557-10','BMIvJckJQO', 'UB')
('SL22517-2022-11-01-9825','S410-9','gsOuBz', 'LB')
('AC04652-2022-11-02-10030','A558-4','DqXRetJYez', 'UB')
('AC22517-2022-11-02-10067','A560-5','JrS', 'SL')
('SL22517-2022-11-01-9868','S412-4','s', 'LB')
('SL12058-2022-11-01-9805','S409-13','gcMdlPkpTSWbf', 'MB')
('SL12058-2022-11-01-9808','S409-16','FyvsNjHm', 'SU')
('SL04652-2022-11-02-9955','S415-19','WZVUTY', 'UB')
('AC04652-2022-11-01-10259','A570-17','Mam', 'SL')
('AC04652-2022-11-01-10260','A570-18','LptOvvU', 'SU')
('AC04652-2022-11-01-10261','A571-1','yMHjDCbDxDtjQ', 'LB')
('SL04652-2022-11-02-9992','S417-8','vIZNkXmOLxEh', 'SU')
('AC12058-2022-11-01-10097','A561-17','XoLYBdkxrr', 'SL')
('SL12058-2022-11-01-9847','S411-7','oSY', 'SL')
('AC22517-2022-11-01-10086','A561-6','KSEugk', 'SU')
('SL12058-2022-11-01-9849','S411-9','MstVYusSsC', 'LB')
('AC04652-2022-11-02-10108','A562-10','q', 'UB')
('AC22517-2022-11-02-10123','A563-7','FYEKaADkusUhgy', 'LB')
('SL04652-2022-11-02-10057','S420-1','ibtrIEhDbG', 'LB')
('SL04652-2022-11-02-10058','S420-2','GtNWfgrHPrgBFVZ', 'MB')
('SL04652-2022-11-02-10116','S422-12','RiqJlViOgEiDRzDB', 'LB')
('AC04652-2022-11-01-10406','A579-2','BOEEpZQanD', 'LB')
('AC22517-2022-11-01-10197','A567-9','TK', 'UB')
('SL04652-2022-11-01-10082','S421-2','zkDCaFmUNMsMDemG', 'MB')
('AC22517-2022-11-01-10199','A567-11','caIlzbiO', 'SL')
('SL04652-2022-11-01-10084','S421-4','ydbYsblcQLf', 'LB')
('AC12058-2022-11-01-10221','A568-15','zaLcKUlM', 'UB')
('SL12058-2022-11-01-10010','S418-2','npIujSPzdaFwiDj', 'MB')
('SL04652-2022-11-02-10185','S425-9','GdXqlJESRS', 'LB')
('SL22517-2022-11-01-10069','S420-13','BPzIdAZPA', 'MB')
('AC04652-2022-11-02-10284','A572-6','q', 'SU')
('AC04652-2022-11-01-10474','A582-16','hdP', 'UB')
('AC22517-2022-11-01-10257','A570-15','qEkyDihVijooi', 'UB')
('SL22517-2022-11-02-10171','S424-19','cDFHcMztCQ', 'UB')
('AC12058-2022-11-01-10341','A575-9','XynIoy', 'UB')
('SL04652-2022-11-01-10215','S426-15','grvoNPbiCjHwhAyG', 'SL')
('SL04652-2022-11-01-10217','S426-17','OF', 'LB')
('AC12058-2022-11-01-10343','A575-11','hAVvNmtHBMBza', 'SL')
('AC04652-2022-11-01-10558','A587-10','eGt', 'UB')
('AC22517-2022-11-02-10396','A578-10','bpkL', 'UB')
('AC22517-2022-11-01-10390','A578-4','eipavlEhgjd', 'UB')
('SL12058-2022-11-01-10164','S424-12','tgbtUXvK', 'LB')
('SL12058-2022-11-01-10165','S424-13','m', 'MB')
('AC12058-2022-11-01-10411','A579-7','lmCwchJkAFdMzT', 'LB')
('AC12058-2022-11-01-10413','A579-9','IbpPiNQo', 'UB')
('SL22517-2022-11-01-10225','S427-1','D', 'LB')
('SL04652-2022-11-02-10323','S431-3','jFoLu', 'UB')
('AC12058-2022-11-01-10414','A579-10','g', 'UB')
('AC12058-2022-11-01-10415','A579-11','oOoZHKYBTVzp', 'SL')
('SL04652-2022-11-02-10326','S431-6','iLjDMVWN', 'UB')
('SL04652-2022-11-02-10328','S431-8','wXsWrhFlsxtaEaO', 'SU')
('SL04652-2022-11-01-10298','S430-2','U', 'MB')
('AC22517-2022-11-01-10400','A578-14','nITxUwKDHHiXGwCQ', 'LB')
('SL04652-2022-11-01-10300','S430-4','TXhKmSYFNcDqtFpw', 'LB')
('AC22517-2022-11-01-10403','A578-17','tJv', 'SL')
('AC04652-2022-11-02-10424','A580-2','pftfv', 'LB')
('AC04652-2022-11-01-10617','A590-15','RGvUVOXgbcRVhqV', 'UB')
('AC04652-2022-11-02-10426','A580-4','iZIP', 'UB')
('AC22517-2022-11-02-10415','A579-11','ARVWDUOiQo', 'SL')
('AC22517-2022-11-01-10410','A579-6','Z', 'SU')
('SL22517-2022-11-01-10237','S427-13','kyCtkoJJLzVUsl', 'MB')
('AC12058-2022-11-01-10426','A580-4','oAUuZth', 'UB')
('SL04652-2022-11-02-10338','S431-18','V', 'MB')
('SL22517-2022-11-01-10239','S427-15','axtVxN', 'SL')
('AC04652-2022-11-02-10432','A580-10','mejivyhSEKPAKFSC', 'UB')
('SL22517-2022-11-01-10242','S427-18','XaUc', 'MB')
('SL22517-2022-11-01-10243','S427-19','tNOeCHXmiWbiXqD', 'UB')
('SL04652-2022-11-01-10310','S430-14','gjGNLCwvhquUsljo', 'UB')
('SL22517-2022-11-01-10244','S427-20','pZJiZfYqQP', 'LB')
('SL12058-2022-11-01-10182','S425-6','pHVVnsvuKxQxSiY', 'UB')
('SL22517-2022-11-02-10350','S432-6','uxZXwGlrCAvBJe', 'UB')
('AC12058-2022-11-01-10440','A580-18','qyXxMyImNk', 'SU')
('AC04652-2022-11-02-10441','A581-1','gYDniSwvrWL', 'LB')
('AC12058-2022-11-01-10441','A581-1','kSlcJUq', 'LB')
('SL12058-2022-11-01-10183','S425-7','zy', 'SL')
('AC22517-2022-11-01-10418','A579-14','wZCn', 'LB')
('AC04652-2022-11-02-10442','A581-2','wwLOLLAbYyZyXmGa', 'LB')
('SL22517-2022-11-02-10355','S432-11','erwIYKWb', 'UB')
('SL22517-2022-11-01-10257','S428-9','lY', 'LB')
('SL04652-2022-11-01-10329','S431-9','IZdTbBfr', 'LB')
('AC12058-2022-11-01-10443','A581-3','S', 'UB')
('AC12058-2022-11-01-10444','A581-4','qY', 'UB')
('SL12058-2022-11-01-10187','S425-11','RZKKtpiuwchTCS', 'UB')
('AC22517-2022-11-01-10420','A579-16','hlRhLKgrDz', 'UB')
('AC22517-2022-11-01-10421','A579-17','BcZXafpILqXvcq', 'SL')
('AC22517-2022-11-02-10445','A581-5','rAbGSjEAMvK', 'SL')
('AC22517-2022-11-01-10424','A580-2','qWGVpDbAPwlPUc', 'LB')
('AC04652-2022-11-02-10488','A583-12','FLQAC', 'SU')
('SL22517-2022-11-02-10405','S434-13','gcW', 'MB')
('SL22517-2022-11-01-10299','S430-3','oB', 'UB')
('SL12058-2022-11-01-10239','S427-15','e', 'SL')
('SL22517-2022-11-01-10305','S430-9','szRgfm', 'LB')
('SL04652-2022-11-02-10411','S434-19','DxItC', 'UB')
('AC22517-2022-11-01-10478','A583-2','fUkcKOnyeqyDA', 'LB')
('SL12058-2022-11-01-10260','S428-12','BKXNHeRIh', 'LB')
('SL04652-2022-11-01-10429','S435-13','DHTYruSTNMgxxm', 'MB')
('SL12058-2022-11-01-10307','S430-11','A', 'UB')
('SL22517-2022-11-02-10480','S437-16','LPGSfjiTsdzlBb', 'SU')
('SL22517-2022-11-01-10372','S433-4','HDcJqkXJ', 'LB')
('SL22517-2022-11-02-10482','S437-18','gNb', 'MB')
('AC22517-2022-11-01-10539','A586-9','aptqFDbosbZSMYp', 'UB')
('AC22517-2022-11-01-10540','A586-10','JUL', 'UB')
('AC04652-2022-11-02-10567','A588-1','Cg', 'LB')
('SL04652-2022-11-02-10477','S437-13','nCksMZwtLerJm', 'MB')
('AC04652-2022-11-01-10742','A597-14','nlfUlxC', 'LB')
('SL04652-2022-11-01-10436','S435-20','dkQJXfros', 'LB')
('AC04652-2022-11-01-10743','A597-15','Q', 'UB')
('SL12058-2022-11-01-10313','S430-17','FkQWZYNJZzbb', 'LB')
('SL12058-2022-11-01-10328','S431-8','sWLTgNGxpqGOfy', 'SU')
('AC22517-2022-11-02-10586','A589-2','NgnIGg', 'LB')
('AC12058-2022-11-01-10590','A589-6','elHF', 'SU')
('AC12058-2022-11-01-10591','A589-7','KsKpFFkKwjzZPj', 'LB')
('AC22517-2022-11-02-10626','A591-6','PYlmpKofPmIIC', 'SU')
('SL12058-2022-11-01-10369','S433-1','eWVkc', 'LB')
('SL12058-2022-11-01-10370','S433-2','aiGCnjPXJsbSzf', 'MB')
('AC04652-2022-11-02-10620','A590-18','mCQT', 'SU')
('SL12058-2022-11-01-10380','S433-12','cWwgvIlYDfgoT', 'LB')
('AC22517-2022-11-02-10632','A591-12','qQNXGpNf', 'SU')
('AC22517-2022-11-02-10640','A592-2','CphCUExMZgJnge', 'LB')
('SL22517-2022-11-02-10540','S440-4','mCPd', 'LB')
('SL22517-2022-11-01-10438','S435-22','eRyLXz', 'UB')
('AC12058-2022-11-01-10624','A591-4','AoRBu', 'UB')
('AC04652-2022-11-01-10811','A601-11','PmQqKd', 'SL')
('AC22517-2022-11-01-10623','A591-3','BaYXvsdewdar', 'UB')
('AC04652-2022-11-01-10813','A601-13','jaMnGXDEaTXaeMDu', 'LB')
('AC22517-2022-11-02-10647','A592-9','QSvKPVnV', 'UB')
('SL22517-2022-11-02-10550','S440-14','ZqbAMaewpwEDqj', 'UB')
('AC04652-2022-11-01-10818','A601-18','hErpm', 'SU')
('AC22517-2022-11-02-10651','A592-13','vAk', 'LB')
('SL12058-2022-11-01-10400','S434-8','jEvZKtDsrjNquol', 'SU')
('AC22517-2022-11-02-10734','A597-6','gM', 'SU')
('AC22517-2022-11-01-10707','A595-15','DB', 'UB')
('AC12058-2022-11-01-10724','A596-14','LhGDmjtYiS', 'LB')
('AC22517-2022-11-02-10738','A597-10','Lwif', 'UB')
('AC22517-2022-11-02-10739','A597-11','NObxsTbv', 'SL')
('SL04652-2022-11-01-10604','S442-20','LtkKjKroh', 'LB')
('SL04652-2022-11-01-10606','S442-22','CiG', 'UB')
('AC12058-2022-11-01-10729','A597-1','LpHNHL', 'LB')
('SL04652-2022-11-01-10610','S443-2','EHQfoLItKHynD', 'MB')
('AC04652-2022-11-02-10739','A597-11','vtViyqeT', 'SL')
('AC12058-2022-11-01-10732','A597-4','ldvvjfPaojL', 'UB')
('SL04652-2022-11-01-10612','S443-4','JVKPSBLOeJXKX', 'LB')
('SL22517-2022-11-01-10549','S440-13','cIlkIAQipk', 'MB')
('SL22517-2022-11-02-10653','S444-21','lxrc', 'MB')
('AC22517-2022-11-02-10747','A598-1','go', 'LB')
('SL04652-2022-11-02-10655','S444-23','tUHBhdECEwrDsq', 'SL')
('SL22517-2022-11-02-10658','S445-2','JNtQuRcQOvkZmMf', 'MB')
('SL04652-2022-11-01-10636','S444-4','ztqTIdK', 'LB')
('SL12058-2022-11-01-10514','S439-2','ne', 'MB')
('AC22517-2022-11-01-10737','A597-9','Ctxb', 'UB')
('AC12058-2022-11-01-10759','A598-13','TIEQlnjdoXPIzfe', 'LB')
('AC22517-2022-11-01-10739','A597-11','GxqTJlvN', 'SL')
('AC12058-2022-11-01-10761','A598-15','yjLGGrLQ', 'UB')
('SL04652-2022-11-01-10648','S444-16','QhosLulQycKJbCPC', 'SU')
('AC22517-2022-11-02-10784','A600-2','NN', 'LB')
('SL22517-2022-11-02-10692','S446-12','jLXzNigLDhz', 'LB')
('SL22517-2022-11-02-10695','S446-15','ujpTYw', 'SL')
('SL22517-2022-11-01-10596','S442-12','LpjTQKuu', 'LB')
('SL04652-2022-11-02-10702','S446-22','OK', 'UB')
('AC22517-2022-11-01-10762','A598-16','wBElBFPldcPI', 'UB')
('SL04652-2022-11-01-10668','S445-12','XFKLuLvHKbfWefF', 'LB')
('SL04652-2022-11-02-10705','S447-1','qfBuEEWmIVrX', 'LB')
('SL04652-2022-11-02-10706','S447-2','FnTUBPSPMuNhoAg', 'MB')
('SL04652-2022-11-01-10679','S445-23','RAvjoJVVFVrtu', 'SL')
('SL04652-2022-11-01-10684','S446-4','Fq', 'LB')
('SL04652-2022-11-01-10685','S446-5','nWl', 'MB')
('AC22517-2022-11-02-10812','A601-12','PhIKpiomviLBGDZL', 'SU')
('AC22517-2022-11-01-10788','A600-6','lfAo', 'SU')
('SL22517-2022-11-02-10723','S447-19','iQWXxY', 'UB')
('AC04652-2022-11-01-10986','A611-6','bZOKwXVFmHpp', 'SU')
('AC12058-2022-11-01-10821','A602-3','WmdjYZukqbWd', 'UB')
('SL04652-2022-11-02-10739','S448-11','XJS', 'UB')
('AC22517-2022-11-02-10840','A603-4','zIfYEPxObwZ', 'UB')
('SL12058-2022-11-01-10591','S442-7','RslETzVBRbIons', 'SL')
('SL04652-2022-11-01-10716','S447-12','bwo', 'LB')
('AC04652-2022-11-02-10915','A607-7','VYh', 'LB')
('SL04652-2022-11-02-10829','S452-5','LyEVCJN', 'MB')
('SL04652-2022-11-02-10845','S452-21','TyJhoEdBT', 'MB')
('AC22517-2022-11-02-10941','A608-15','htYRxalRWYjL', 'UB')
('AC22517-2022-11-02-10943','A608-17','OoiuvHg', 'SL')
('SL12058-2022-11-01-10704','S446-24','ZQXEAbSls', 'SU')
('SL04652-2022-11-01-10821','S451-21','xLrUCIxysdbvfvfA', 'MB')
('AC12058-2022-11-01-10937','A608-11','Ay', 'SL')
('SL12058-2022-11-01-10709','S447-5','TwFRPkJxmFOj', 'MB')
('AC12058-2022-11-01-10942','A608-16','CHEcdO', 'UB')
('AC22517-2022-11-01-10945','A609-1','VEbgZXa', 'LB')
('AC04652-2022-11-02-10957','A609-13','vdysAXK', 'LB')
('SL22517-2022-11-02-10847','S452-23','DELNK', 'SL')
('AC22517-2022-11-01-10946','A609-2','j', 'LB')
('SL12058-2022-11-01-10726','S447-22','y', 'UB')
('AC04652-2022-11-01-11122','A618-16','RFAMttCoR', 'UB')
('AC22517-2022-11-01-10965','A610-3','ckmNSL', 'UB')
('SL22517-2022-11-01-10778','S450-2','ECExoYPOGyk', 'MB')
('SL22517-2022-11-01-10781','S450-5','CHhc', 'MB')
('AC22517-2022-11-01-10972','A610-10','VMbEc', 'UB')
('SL22517-2022-11-01-10799','S450-23','SPEZDOOeZV', 'SL')
('SL04652-2022-11-02-10916','S455-20','SZWoxjEF', 'LB')
('SL04652-2022-11-01-10899','S455-3','yd', 'UB')
('SL12058-2022-11-01-10772','S449-20','ttaKJzOSAequq', 'LB')
