('SL04652-2022-11-02-833','S35-17','rLpkXtJUyhB', 'LB')
('SL12058-2022-11-01-11120','S464-8','EBNQNARUys', 'SU')
('AC22517-2022-11-02-11332','A630-10','rtim', 'UB')
('AC04652-2022-11-02-11369','A632-11','tFLlIEbc', 'SL')
('SL04652-2022-11-02-11260','S470-4','N', 'LB')
('AC04652-2022-11-02-11373','A632-15','AUZ', 'UB')
('AC04652-2022-11-01-11534','A641-14','r', 'LB')
('AC12058-2022-11-01-11370','A632-12','vIlTuZ', 'SU')
('SL22517-2022-11-02-11283','S471-3','hniwER', 'UB')
('SL04652-2022-11-02-11282','S471-2','ELgQzFAl', 'MB')
('SL04652-2022-11-01-11309','S472-5','WOwnRPCWSzSaCVF', 'MB')
('SL22517-2022-11-02-11325','S472-21','OKN', 'MB')
('AC12058-2022-11-01-11440','A636-10','deKwQbY', 'UB')
('SL12058-2022-11-01-11247','S469-15','YCRWjLmiCKmn', 'SL')
('SL04652-2022-11-01-11366','S474-14','YdWlFpFZ', 'UB')
('SL04652-2022-11-02-11373','S474-21','xNADdXVbWADCNDoy', 'MB')
('SL04652-2022-11-01-11371','S474-19','LNevDXLA', 'UB')
('AC04652-2022-11-02-11492','A639-8','MxrDfsGPwIM', 'LB')
('AC22517-2022-11-02-11481','A638-15','KOycOpEZgNOIwnXv', 'UB')
('AC12058-2022-11-01-11499','A639-15','tsUEQED', 'UB')
('SL22517-2022-11-02-11392','S475-16','FaAwqJeGH', 'SU')
('AC12058-2022-11-01-11501','A639-17','Op', 'SL')
('SL12058-2022-11-01-11268','S470-12','XhbTrcqbtNO', 'LB')
('SL04652-2022-11-02-11401','S476-1','YG', 'LB')
('AC22517-2022-11-02-11526','A641-6','CQQtkeFJLW', 'SU')
('SL12058-2022-11-01-11314','S472-10','KTIrZYsp', 'MB')
('AC04652-2022-11-01-11716','A651-16','g', 'UB')
('AC22517-2022-11-01-11546','A642-8','sMBLElQdn', 'LB')
('SL22517-2022-11-02-11431','S477-7','unaFnvTvVoTsKcL', 'SL')
('SL22517-2022-11-02-11432','S477-8','VgEWYQQYwT', 'SU')
('AC22517-2022-11-02-11537','A641-17','CwCAncPJAO', 'SL')
('SL22517-2022-11-02-11434','S477-10','p', 'MB')
('SL22517-2022-11-02-11436','S477-12','adtTuiLUdRJoW', 'LB')
('SL22517-2022-11-02-11438','S477-14','dbJnYHL', 'UB')
('SL22517-2022-11-01-11361','S474-9','kPrbaYV', 'LB')
('SL22517-2022-11-01-11362','S474-10','vWnnBn', 'MB')
('SL12058-2022-11-01-11344','S473-16','frsUwOQQYfE', 'SU')
('SL22517-2022-11-02-11461','S478-13','pDxNnTsitQ', 'MB')
('AC04652-2022-11-02-11589','A644-15','R', 'UB')
('SL22517-2022-11-02-11488','S479-16','XruFIGKutPXuoSa', 'SU')
('SL04652-2022-11-02-11500','S480-4','iYBfwy', 'LB')
('SL12058-2022-11-01-11367','S474-15','QpXzzHaijRR', 'SL')
('AC22517-2022-11-02-11583','A644-9','EYZVkSZLVmMU', 'UB')
('AC04652-2022-11-01-11771','A654-17','ZMdVsYeHOcjlLO', 'SL')
('AC12058-2022-11-01-11599','A645-7','zloqJMpMKMbn', 'LB')
('AC22517-2022-11-02-11585','A644-11','aEgEbYncMVT', 'SL')
('SL22517-2022-11-02-11496','S479-24','CQ', 'SU')
('AC04652-2022-11-01-11774','A655-2','oAHKSGGFIO', 'LB')
('SL22517-2022-11-02-11497','S480-1','ENs', 'LB')
('AC04652-2022-11-01-11821','A657-13','pm', 'LB')
('AC22517-2022-11-02-11627','A646-17','ACrFfH', 'SL')
('AC04652-2022-11-01-11823','A657-15','xe', 'UB')
('SL04652-2022-11-01-11523','S481-3','bYSP', 'UB')
('SL12058-2022-11-01-11421','S476-21','PyVmufYQ', 'MB')
('AC04652-2022-11-02-11668','A649-4','AJNnYDKbVB', 'UB')
('AC04652-2022-11-01-11858','A659-14','ufV', 'LB')
('SL12058-2022-11-01-11459','S478-11','sNH', 'UB')
('SL12058-2022-11-01-11460','S478-12','eBH', 'LB')
('AC12058-2022-11-01-11721','A652-3','B', 'UB')
('SL04652-2022-11-01-11583','S483-15','Ahlc', 'SL')
('AC04652-2022-11-01-11911','A662-13','EQuwep', 'LB')
('AC22517-2022-11-01-11717','A651-17','IHOPbHLcIXP', 'SL')
('SL04652-2022-11-01-11586','S483-18','nnNdgbkhRVYDccBa', 'MB')
('AC22517-2022-11-02-11685','A650-3','BVtMdnXHV', 'UB')
('AC04652-2022-11-02-11736','A652-18','AxlTUXwGXyi', 'SU')
('AC04652-2022-11-01-11917','A663-1','Zo', 'LB')
('AC12058-2022-11-01-11729','A652-11','kOzVP', 'SL')
('SL12058-2022-11-01-11503','S480-7','hN', 'SL')
('SL22517-2022-11-01-11533','S481-13','smZClgyAndLeXB', 'MB')
('SL04652-2022-11-01-11596','S484-4','zVOSRp', 'LB')
('SL04652-2022-11-02-11641','S486-1','qSCs', 'LB')
('AC04652-2022-11-01-11935','A664-1','EhA', 'LB')
('SL22517-2022-11-02-11644','S486-4','HECMsFgtE', 'LB')
('SL22517-2022-11-02-11645','S486-5','ziSJ', 'MB')
('AC22517-2022-11-01-11739','A653-3','qv', 'UB')
('SL04652-2022-11-02-11650','S486-10','ndlfFelICq', 'MB')
('SL04652-2022-11-02-11651','S486-11','cebfWuRUMR', 'UB')
('AC22517-2022-11-01-11764','A654-10','wowDhhzKVgd', 'UB')
('AC12058-2022-11-01-11775','A655-3','qcYlcnd', 'UB')
('AC22517-2022-11-02-11737','A653-1','EYEaIELUYptF', 'LB')
('AC22517-2022-11-02-11740','A653-4','NIrILN', 'UB')
('AC22517-2022-11-01-11777','A655-5','dsfhfO', 'SL')
('AC12058-2022-11-01-11779','A655-7','ANwtLMg', 'LB')
('SL22517-2022-11-02-11690','S488-2','SCU', 'MB')
('AC04652-2022-11-02-11797','A656-7','JkMvNLTyI', 'LB')
('AC22517-2022-11-01-11782','A655-10','xpQ', 'UB')
('SL04652-2022-11-02-11701','S488-13','Hny', 'MB')
('AC12058-2022-11-01-11797','A656-7','Sm', 'LB')
('SL22517-2022-11-02-11706','S488-18','YAWdKBiPPd', 'MB')
('SL22517-2022-11-02-11708','S488-20','AqNOPaiO', 'LB')
('AC22517-2022-11-01-11806','A656-16','dOCyvOThhbvRK', 'UB')
('SL04652-2022-11-02-11731','S489-19','N', 'UB')
('AC04652-2022-11-02-11834','A658-8','OrYTPtTVXZin', 'LB')
('AC04652-2022-11-02-11835','A658-9','LVQqrjHvuITyB', 'UB')
('AC04652-2022-11-01-12022','A668-16','N', 'UB')
('AC22517-2022-11-01-11818','A657-10','oNBZwmgJf', 'UB')
('AC04652-2022-11-02-11839','A658-13','orGrzWzvW', 'LB')
('AC22517-2022-11-01-11820','A657-12','EGhrvJyKBOeMdEd', 'SU')
('AC12058-2022-11-01-11819','A657-11','zXjigCVpkWJCLAVo', 'SL')
('AC22517-2022-11-01-11825','A657-17','wOkvMmXxim', 'SL')
('AC22517-2022-11-01-11826','A657-18','VARkobJpwIHuzvp', 'SU')
('SL22517-2022-11-01-11658','S486-18','FqXf', 'MB')
('AC04652-2022-11-02-11849','A659-5','VxohNSMGmURfrp', 'SL')
('AC22517-2022-11-02-11825','A657-17','hLjkUuTKoRT', 'SL')
('AC22517-2022-11-02-11826','A657-18','fAdkAPYWzo', 'SU')
('SL22517-2022-11-02-11785','S492-1','zNMvqUjLFcb', 'LB')
('SL04652-2022-11-02-11797','S492-13','awuociEnvOvZd', 'MB')
('SL04652-2022-11-01-11743','S490-7','FcD', 'SL')
('SL04652-2022-11-01-11744','S490-8','Q', 'SU')
('AC04652-2022-11-01-12083','A672-5','f', 'SL')
('SL12058-2022-11-01-11662','S486-22','LPku', 'UB')
('AC12058-2022-11-01-11873','A660-11','LpbCkOJ', 'SL')
('SL04652-2022-11-01-11752','S490-16','IUeGzcALxZnZsnp', 'SU')
('AC22517-2022-11-01-11884','A661-4','n', 'UB')
('SL04652-2022-11-02-11809','S493-1','VNmSPDFCcNMsWhRK', 'LB')
('AC22517-2022-11-01-11887','A661-7','iF', 'LB')
('AC12058-2022-11-01-11881','A661-1','FH', 'LB')
('AC22517-2022-11-01-11893','A661-13','OHJsI', 'LB')
('AC04652-2022-11-02-11910','A662-12','WKDkuKVfMzLqAH', 'SU')
('SL12058-2022-11-01-11679','S487-15','UzjQQzmLiCG', 'SL')
('SL22517-2022-11-01-11771','S491-11','KYIbSKQUKxSkoH', 'UB')
('AC04652-2022-11-01-12165','A676-15','iVFi', 'UB')
('AC22517-2022-11-02-11918','A663-2','bQ', 'LB')
('AC04652-2022-11-02-11976','A666-6','TCLix', 'SU')
('AC12058-2022-11-01-11955','A665-3','bWWYroDliGOzAN', 'UB')
('AC22517-2022-11-01-11957','A665-5','BTtrtTrdVm', 'SL')
('SL04652-2022-11-02-11922','S497-18','ytVsXdXfxqH', 'MB')
('SL22517-2022-11-01-11852','S494-20','efEIfdgJzNDNYR', 'LB')
('AC04652-2022-11-01-12220','A679-16','LBrpOesKYJz', 'UB')
('SL12058-2022-11-01-11800','S492-16','XaHNmGP', 'SU')
('AC22517-2022-11-02-11993','A667-5','hDDbIPAyN', 'SL')
('SL12058-2022-11-01-11802','S492-18','wbJMfhskLdqNxLx', 'MB')
('SL22517-2022-11-01-11859','S495-3','owljZwgJJTDAy', 'UB')
('SL12058-2022-11-01-11805','S492-21','J', 'MB')
('SL22517-2022-11-01-11861','S495-5','DUyzZ', 'MB')
('SL12058-2022-11-01-11807','S492-23','hsrj', 'SL')
('AC12058-2022-11-01-12031','A669-7','OEZxEmgtczMZwuq', 'LB')
('SL22517-2022-11-02-11937','S498-9','gwOQLZlTIx', 'LB')
('AC12058-2022-11-01-12032','A669-8','DPIe', 'LB')
('AC04652-2022-11-01-12231','A680-9','nNhmypESPz', 'UB')
('AC12058-2022-11-01-12036','A669-12','VHfEDYyPTxQ', 'SU')
('AC22517-2022-11-01-12045','A670-3','We', 'UB')
('SL22517-2022-11-02-11946','S498-18','hfr', 'MB')
('AC04652-2022-11-02-12047','A670-5','OAlFER', 'SL')
('AC22517-2022-11-02-12015','A668-9','EHSiKVfhpxYsy', 'UB')
('AC22517-2022-11-01-12054','A670-12','kOnONl', 'SU')
('AC04652-2022-11-01-12242','A681-2','cEpDhMMlEEN', 'LB')
('SL04652-2022-11-01-11913','S497-9','xCClBtaHDo', 'LB')
('AC12058-2022-11-01-12052','A670-10','KzgKhGBKp', 'UB')
('AC04652-2022-11-02-12066','A671-6','r', 'SU')
('AC22517-2022-11-02-12031','A669-7','umtn', 'LB')
('AC22517-2022-11-02-12032','A669-8','DhcIHGQIokbJIEp', 'LB')
('AC04652-2022-11-01-12251','A681-11','BjcnWAmmMkHRuh', 'SL')
('SL04652-2022-11-01-11925','S497-21','qjQDDxIrak', 'MB')
('SL22517-2022-11-01-11900','S496-20','DkDwOavLqwAA', 'LB')
('SL04652-2022-11-02-11964','S499-12','TFUKIbDxtR', 'LB')
('SL22517-2022-11-01-11902','S496-22','wMlSWDFZU', 'UB')
('AC22517-2022-11-02-12038','A669-14','TNNzFvT', 'LB')
('AC12058-2022-11-01-12073','A671-13','iov', 'LB')
('AC12058-2022-11-01-12074','A671-14','Nlk', 'LB')
('AC22517-2022-11-01-12081','A672-3','uuGTMCmfWDnvOS', 'UB')
('SL12058-2022-11-01-11847','S494-15','J', 'SL')
('AC04652-2022-11-02-12082','A672-4','UPGm', 'UB')
('AC22517-2022-11-01-12087','A672-9','JAxFZzBlVioqPn', 'UB')
('SL04652-2022-11-01-11950','S498-22','TKWYMaeWrWus', 'UB')
('SL12058-2022-11-01-11853','S494-21','hKoyDhihHffNzmc', 'MB')
('SL04652-2022-11-01-11954','S499-2','rVyPNqgziElXkpJ', 'MB')
('AC22517-2022-11-02-12096','A672-18','oqjR', 'SU')
('SL04652-2022-11-02-12019','S501-19','gKnXnlRugYeqBb', 'UB')
('AC22517-2022-11-01-12175','A677-7','UahqOfwQ', 'LB')
('AC04652-2022-11-01-12357','A687-9','qSGY', 'UB')
('SL22517-2022-11-02-12079','S504-7','AKwCJfZX', 'SL')
('SL04652-2022-11-02-12072','S503-24','IZMAxBRqk', 'SU')
('SL22517-2022-11-02-12092','S504-20','bhKztUvxseLbkz', 'LB')
('SL22517-2022-11-01-12007','S501-7','KhbAsZLeBXMhBi', 'SL')
('SL04652-2022-11-02-12077','S504-5','HcmClKsvsrRUHP', 'MB')
('SL22517-2022-11-02-12100','S505-4','xnBZWX', 'LB')
('AC04652-2022-11-01-12376','A688-10','a', 'UB')
('SL12058-2022-11-01-11958','S499-6','qRSGZrUIvuClSmO', 'UB')
('SL22517-2022-11-02-12115','S505-19','zSCQI', 'UB')
('SL12058-2022-11-01-11966','S499-14','cDhNyu', 'UB')
('AC04652-2022-11-02-12205','A679-1','MGmiSQuaKi', 'LB')
('SL22517-2022-11-01-12037','S502-13','VMj', 'MB')
('SL22517-2022-11-01-12038','S502-14','TeBJ', 'UB')
('AC04652-2022-11-02-12216','A679-12','aPbtsH', 'SU')
('AC04652-2022-11-02-12217','A679-13','IpYyyrRxnQVtWlX', 'LB')
('AC04652-2022-11-01-12402','A689-18','KvSQSM', 'SU')
('SL12058-2022-11-01-11986','S500-10','RTSaZPU', 'MB')
('AC22517-2022-11-01-12232','A680-10','bGgrbhB', 'UB')
('AC22517-2022-11-02-12209','A679-5','MqFaCMWDznatrH', 'SL')
('AC04652-2022-11-01-12412','A690-10','nSCKsKfZzydOc', 'UB')
('SL04652-2022-11-02-12134','S506-14','qXurzCG', 'UB')
('SL22517-2022-11-02-12148','S507-4','KF', 'LB')
('SL22517-2022-11-01-12062','S503-14','AtGnkhfQ', 'UB')
('AC04652-2022-11-01-12524','A696-14','BdMWpuuJaQOjzqAv', 'LB')
('SL12058-2022-11-01-12107','S505-11','dayWMaIzuXxfvV', 'UB')
('SL22517-2022-11-01-12188','S508-20','EtFhbLSTv', 'LB')
('AC04652-2022-11-02-12366','A687-18','ip', 'SU')
('SL22517-2022-11-01-12191','S508-23','BLzTwwlbycyxCb', 'SL')
('AC04652-2022-11-01-12568','A699-4','QMGptbvWdbtSZ', 'UB')
('AC22517-2022-11-02-12346','A686-16','CyWSgOEqgp', 'UB')
('SL22517-2022-11-01-12197','S509-5','d', 'MB')
('SL04652-2022-11-01-12243','S511-3','EeybshnB', 'UB')
('AC04652-2022-11-01-12572','A699-8','LENyTpyOvwkdIUgI', 'LB')
('SL22517-2022-11-01-12200','S509-8','uBfoAiOAU', 'SU')
('SL22517-2022-11-01-12204','S509-12','jYAoCtVCRJggvf', 'LB')
('SL12058-2022-11-01-12133','S506-13','XTeTwaFDmHLX', 'MB')
('AC22517-2022-11-01-12411','A690-9','DnkwNPxAK', 'UB')
('AC22517-2022-11-02-12409','A690-7','VEWLUFcCz', 'LB')
('SL04652-2022-11-01-12332','S514-20','ULSssdKrmdO', 'LB')
('AC22517-2022-11-02-12424','A691-4','otbVgUDHvQVZM', 'UB')
('AC22517-2022-11-02-12430','A691-10','sO', 'UB')
('AC22517-2022-11-02-12432','A691-12','iK', 'SU')
('SL04652-2022-11-02-12373','S516-13','n', 'MB')
('AC12058-2022-11-01-12486','A694-12','GmGV', 'SU')
('AC12058-2022-11-01-12487','A694-13','iQkPrMLJvaAPhhH', 'LB')
('SL22517-2022-11-02-12357','S515-21','DASGUSbQboH', 'MB')
('AC22517-2022-11-01-12484','A694-10','uox', 'UB')
('SL04652-2022-11-01-12364','S516-4','bPducUedaX', 'LB')
('SL22517-2022-11-02-12380','S516-20','sDCjcKgcqyM', 'LB')
('SL22517-2022-11-02-12381','S516-21','NbqbCpjLGl', 'MB')
('AC04652-2022-11-02-12507','A695-15','IbBLi', 'UB')
('SL04652-2022-11-01-12377','S516-17','UypPDntnGgp', 'LB')
('SL22517-2022-11-01-12310','S513-22','TEBkohdrDsXBSfH', 'UB')
('SL04652-2022-11-01-12379','S516-19','eNijMF', 'UB')
('SL04652-2022-11-02-12410','S518-2','BVwNMPvMhErx', 'MB')
('AC04652-2022-11-02-12511','A696-1','DnIHXQdXhmObcEM', 'LB')
('SL04652-2022-11-01-12382','S516-22','bijI', 'UB')
('SL22517-2022-11-02-12404','S517-20','JtCZkT', 'LB')
('SL22517-2022-11-01-12327','S514-15','BA', 'SL')
('AC04652-2022-11-01-12718','A707-10','RXlqqCQeQYi', 'UB')
('SL04652-2022-11-02-12428','S518-20','h', 'LB')
('AC12058-2022-11-01-12538','A697-10','ahPWeGH', 'UB')
('AC04652-2022-11-02-12538','A697-10','aiRaTuEXUR', 'UB')
('AC12058-2022-11-01-12545','A697-17','eqybAzkg', 'SL')
('AC04652-2022-11-02-12548','A698-2','oSoxzzffNPf', 'LB')
('AC22517-2022-11-01-12538','A697-10','ZUqRdaGwCQ', 'UB')
('AC12058-2022-11-01-12557','A698-11','YHjgRQuPqUmIw', 'SL')
('SL04652-2022-11-02-12441','S519-9','J', 'LB')
('AC12058-2022-11-01-12559','A698-13','SjJbpyySci', 'LB')
('AC12058-2022-11-01-12560','A698-14','VfeEwsulSD', 'LB')
('SL22517-2022-11-01-12354','S515-18','aXKoEWYNDT', 'MB')
('AC04652-2022-11-01-12742','A708-16','aKCywlReA', 'UB')
('SL04652-2022-11-01-12426','S518-18','kWKvQVQmkxIWRvjV', 'MB')
('SL22517-2022-11-01-12358','S515-22','GcUNMVxyVfwkvsz', 'UB')
('SL04652-2022-11-02-12452','S519-20','W', 'LB')
('SL22517-2022-11-01-12360','S515-24','nsYolIyrwd', 'SU')
('SL22517-2022-11-01-12361','S516-1','WUvcrNeaFGbah', 'LB')
('SL22517-2022-11-01-12362','S516-2','Mg', 'MB')
('SL04652-2022-11-01-12432','S518-24','RXubOe', 'SU')
('AC04652-2022-11-01-12748','A709-4','OQQIJuZ', 'UB')
('SL22517-2022-11-02-12446','S519-14','YkxONvPya', 'UB')
('SL22517-2022-11-02-12447','S519-15','uzWRorZftm', 'SL')
('SL22517-2022-11-01-12365','S516-5','AUHspWcrtOaX', 'MB')
('SL04652-2022-11-02-12458','S520-2','SK', 'MB')
('AC12058-2022-11-01-12578','A699-14','GZ', 'LB')
('SL04652-2022-11-02-12460','S520-4','oUrgkcL', 'LB')
('SL22517-2022-11-01-12370','S516-10','AesRkLshS', 'MB')
('AC12058-2022-11-01-12582','A699-18','v', 'SU')
('AC04652-2022-11-02-12578','A699-14','CHRpVNdYrzuSo', 'LB')
('SL22517-2022-11-02-12458','S520-2','pHvaQhCjl', 'MB')
('AC22517-2022-11-01-12569','A699-5','sQJKJZJ', 'SL')
('AC22517-2022-11-02-12526','A696-16','nADafJkI', 'UB')
('AC22517-2022-11-02-12527','A696-17','ntM', 'SL')
('AC22517-2022-11-02-12529','A697-1','rECKYgHvZvfAOvW', 'LB')
('SL12058-2022-11-01-12306','S513-18','sZqarjAV', 'MB')
('SL04652-2022-11-02-12470','S520-14','VaNYXwdGHFNgURIV', 'UB')
('SL04652-2022-11-02-12471','S520-15','TWRyUjiStM', 'SL')
('AC12058-2022-11-01-12591','A700-9','rMxKXAJvMy', 'UB')
('AC22517-2022-11-02-12569','A699-5','HlhuZnsa', 'SL')
('SL12058-2022-11-01-12337','S515-1','ssTx', 'LB')
('AC12058-2022-11-01-12627','A702-9','NZQrzhrMRk', 'UB')
('AC04652-2022-11-02-12635','A702-17','GgQKuOfPEHHcy', 'SL')
('AC04652-2022-11-02-12640','A703-4','HDXY', 'UB')
('AC22517-2022-11-01-12647','A703-11','wLGylxr', 'SL')
('SL04652-2022-11-02-12536','S523-8','NrdYCJoOTnj', 'SU')
('SL22517-2022-11-01-12451','S519-19','DoLbVsaKMwuTg', 'UB')
('SL12058-2022-11-01-12366','S516-6','BGXyORnWs', 'UB')
('SL12058-2022-11-01-12367','S516-7','eUqU', 'SL')
('SL04652-2022-11-01-12509','S522-5','EwJGucAuC', 'MB')
('AC22517-2022-11-02-12610','A701-10','EZajJrdJfhgf', 'UB')
('SL22517-2022-11-02-12525','S522-21','Ws', 'MB')
('AC04652-2022-11-02-12653','A703-17','LzoEfiOyW', 'SL')
('SL12058-2022-11-01-12371','S516-11','RYSb', 'UB')
('SL22517-2022-11-01-12457','S520-1','MkEvFVeOa', 'LB')
('AC22517-2022-11-01-12660','A704-6','EccghaMMdAh', 'SU')
('AC22517-2022-11-01-12661','A704-7','FDX', 'LB')
('AC22517-2022-11-02-12616','A701-16','TfbAs', 'UB')
('AC04652-2022-11-01-12837','A714-3','HbJUdoWQSUvfTT', 'UB')
('SL04652-2022-11-02-12549','S523-21','XkwSvvamgC', 'MB')
('SL12058-2022-11-01-12379','S516-19','DsAINFbRLmIKjia', 'UB')
('SL04652-2022-11-01-12519','S522-15','dkoifk', 'SL')
('AC12058-2022-11-01-12661','A704-7','lVrhco', 'LB')
('AC12058-2022-11-01-12668','A704-14','xbHZpbzTJxElr', 'LB')
('SL04652-2022-11-01-12527','S522-23','kQuRQxCyfE', 'SL')
('AC22517-2022-11-02-12628','A702-10','u', 'UB')
('SL22517-2022-11-01-12470','S520-14','aDqSh', 'UB')
('AC22517-2022-11-01-12711','A707-3','iIiwyPYrMMNi', 'UB')
('SL22517-2022-11-02-12567','S524-15','NlUzIzsAyXmNVp', 'SL')
('SL04652-2022-11-01-12566','S524-14','Styuv', 'UB')
('SL22517-2022-11-01-12508','S522-4','RzXrdNX', 'LB')
('AC04652-2022-11-02-12698','A706-8','vT', 'LB')
('SL22517-2022-11-01-12510','S522-6','fgHyxquNM', 'UB')
('AC04652-2022-11-02-12699','A706-9','SKbf', 'UB')
('SL12058-2022-11-01-12434','S519-2','qkWH', 'MB')
('AC22517-2022-11-02-12673','A705-1','oGoJervb', 'LB')
('SL22517-2022-11-01-12516','S522-12','NTC', 'LB')
('SL22517-2022-11-01-12525','S522-21','uwAl', 'MB')
('SL04652-2022-11-01-12592','S525-16','GItYkWNnGzbOoRZ', 'SU')
('AC04652-2022-11-02-12708','A706-18','exmmCXGAxtp', 'SU')
('SL22517-2022-11-01-12527','S522-23','eOXXcOoQqupsa', 'SL')
('SL22517-2022-11-01-12528','S522-24','DH', 'SU')
('AC04652-2022-11-02-12712','A707-4','mqsqNMSLlm', 'UB')
('AC22517-2022-11-02-12689','A705-17','J', 'SL')
('SL04652-2022-11-01-12598','S525-22','AAttR', 'UB')
('AC12058-2022-11-01-12734','A708-8','m', 'LB')
('SL04652-2022-11-02-12618','S526-18','wsOXxF', 'MB')
('AC22517-2022-11-01-12751','A709-7','KAJeJfPgxUJK', 'LB')
('AC12058-2022-11-01-12736','A708-10','Juaviz', 'UB')
('AC12058-2022-11-01-12737','A708-11','sUfHXCPIJDjlIDH', 'SL')
('SL22517-2022-11-02-12593','S525-17','knOM', 'LB')
('AC04652-2022-11-01-12907','A718-1','uXOnwleXYRDLcsop', 'LB')
('AC22517-2022-11-01-12754','A709-10','kzN', 'UB')
('AC04652-2022-11-02-12721','A707-13','QfoN', 'LB')
('SL22517-2022-11-01-12539','S523-11','YCKP', 'UB')
('SL04652-2022-11-02-12665','S528-17','WxKRcWNmOWlsgE', 'LB')
('SL22517-2022-11-02-12637','S527-13','lKDWCJ', 'MB')
('AC12058-2022-11-01-12783','A711-3','JDCtpClAlBXuCpn', 'UB')
('AC04652-2022-11-02-12772','A710-10','cU', 'UB')
('AC12058-2022-11-01-12785','A711-5','EPXihBWm', 'SL')
('AC12058-2022-11-01-12786','A711-6','MWdNazmj', 'SU')
('AC12058-2022-11-01-12796','A711-16','TwMOH', 'UB')
('SL22517-2022-11-01-12583','S525-7','xa', 'SL')
('AC04652-2022-11-02-12782','A711-2','MgYXOcIcInymMKV', 'LB')
('AC04652-2022-11-01-12960','A720-18','kNeCCYIXYAjW', 'SU')
('SL22517-2022-11-02-12649','S528-1','rHIigUsgFgF', 'LB')
('SL04652-2022-11-01-12650','S528-2','udhsfNFE', 'MB')
('AC22517-2022-11-02-12759','A709-15','Oxk', 'UB')
('SL04652-2022-11-01-12656','S528-8','pTCdIIwH', 'SU')
('SL22517-2022-11-01-12626','S527-2','oUIehsnHDzAXYu', 'MB')
('SL12058-2022-11-01-12571','S524-19','askPfhKEnjcuNhB', 'UB')
('SL22517-2022-11-01-12651','S528-3','knAq', 'UB')
('AC22517-2022-11-01-12875','A716-5','GXCNUKsHupiFRD', 'SL')
('AC12058-2022-11-01-12859','A715-7','ZJjBFs', 'LB')
('AC12058-2022-11-01-12889','A717-1','xwuURWRH', 'LB')
('AC04652-2022-11-02-12886','A716-16','aOENaMZmUx', 'UB')
('AC22517-2022-11-01-12908','A718-2','factpO', 'LB')
('AC04652-2022-11-01-13061','A726-11','vliyR', 'SL')
('AC12058-2022-11-01-12893','A717-5','FswQ', 'SL')
('SL12058-2022-11-01-12612','S526-12','WRnRK', 'LB')
('SL04652-2022-11-02-12785','S533-17','lwcJZv', 'LB')
('AC04652-2022-11-01-13073','A727-5','rYLzZtsiJz', 'SL')
('SL22517-2022-11-02-12759','S532-15','qWPVqkNFfGSs', 'SL')
('SL22517-2022-11-02-12761','S532-17','yFPETLdUU', 'LB')
('SL04652-2022-11-02-12803','S534-11','xCIbMljItYjFm', 'UB')
('AC12058-2022-11-01-12920','A718-14','usZhtmfVGlnYsH', 'LB')
('AC12058-2022-11-01-12924','A718-18','c', 'SU')
('AC22517-2022-11-02-12892','A717-4','KqQFRITfhoXM', 'UB')
('SL22517-2022-11-01-12723','S531-3','ltRUtRiHdRqBa', 'UB')
('SL04652-2022-11-01-12789','S533-21','bdYudU', 'MB')
('SL04652-2022-11-02-12807','S534-15','si', 'SL')
('AC04652-2022-11-02-12937','A719-13','NMOX', 'LB')
('AC12058-2022-11-01-12933','A719-9','yuThUCvsHt', 'UB')
('SL22517-2022-11-01-12726','S531-6','jKcvwq', 'UB')
('SL04652-2022-11-02-12812','S534-20','xYsERmaCps', 'LB')
('AC12058-2022-11-01-12937','A719-13','jloTrp', 'LB')
('AC22517-2022-11-01-13001','A723-5','QXHuyhjX', 'SL')
('AC04652-2022-11-02-13029','A724-15','TYujNAFyvKNOWsMG', 'UB')
('SL22517-2022-11-01-12805','S534-13','NqfQynA', 'MB')
('AC04652-2022-11-01-13201','A734-7','ZUbuaDMRTHnuOJ', 'LB')
('SL22517-2022-11-01-12808','S534-16','rjGpzd', 'SU')
('AC12058-2022-11-01-13013','A723-17','hCzJeMABsibkCRvO', 'SL')
('SL22517-2022-11-01-12809','S534-17','VTdEuQZjUoOZX', 'LB')
('AC04652-2022-11-02-13036','A725-4','qiKCBVCsHDmNB', 'UB')
('SL22517-2022-11-01-12830','S535-14','n', 'UB')
('SL04652-2022-11-02-12922','S539-10','aDDxfk', 'MB')
('AC22517-2022-11-02-13002','A723-6','ABHwLpEvJo', 'SU')
('AC04652-2022-11-01-13226','A735-14','keCiCz', 'LB')
('SL22517-2022-11-01-12833','S535-17','bZkxnEEWzrn', 'LB')
('AC22517-2022-11-02-13003','A723-7','UK', 'LB')
('SL12058-2022-11-01-12769','S533-1','MhNyAdQ', 'LB')
('AC22517-2022-11-02-13006','A723-10','A', 'UB')
('AC22517-2022-11-02-13007','A723-11','PvOpsYrJbJBD', 'SL')
('AC12058-2022-11-01-13043','A725-11','WheSppQxBkTPR', 'SL')
('SL04652-2022-11-01-12907','S538-19','PBoYbcIBjrVk', 'UB')
('AC22517-2022-11-02-13012','A723-16','syYsVLbaiLmqijcO', 'UB')
('AC22517-2022-11-01-13077','A727-9','CLqx', 'UB')
('SL04652-2022-11-01-12929','S539-17','NTdqQNevP', 'LB')
('AC04652-2022-11-02-13082','A727-14','lOXol', 'LB')
('SL22517-2022-11-01-12866','S537-2','MMoyeLLTXXL', 'MB')
('AC22517-2022-11-01-13095','A728-9','QBPUAdyDphlXx', 'UB')
