('SL04652-2022-11-01-11','S1-11','bdPIlrsePUx', 'UB')
('AC04652-2022-11-02-6164','A343-8','f', 'LB')
('SL04652-2022-11-02-6218','S260-2','hqZnOgMFekNE', 'MB')
('AC22517-2022-11-02-6316','A351-16','wBxSJVO', 'UB')
('SL22517-2022-11-02-6302','S263-14','UPeHVErwbdnVx', 'UB')
('SL12058-2022-11-01-6191','S258-23','brgLMX', 'SL')
('SL04652-2022-11-02-6224','S260-8','dN', 'SU')
('AC04652-2022-11-01-6265','A349-1','FYdh', 'LB')
('AC04652-2022-11-01-6266','A349-2','q', 'LB')
('SL12058-2022-11-01-6199','S259-7','qhE', 'SL')
('SL04652-2022-11-01-6216','S259-24','zeVAAjTaf', 'SU')
('AC12058-2022-11-01-6254','A348-8','OFaTbRYl', 'LB')
('SL04652-2022-11-02-6236','S260-20','Opxd', 'LB')
('AC04652-2022-11-02-6179','A344-5','rp', 'SL')
('AC12058-2022-11-01-6258','A348-12','gt', 'SU')
('AC12058-2022-11-01-6259','A348-13','NOwRHRTm', 'LB')
('AC22517-2022-11-02-6374','A355-2','lrYjzMvVXoCY', 'LB')
('AC22517-2022-11-01-6169','A343-13','WC', 'LB')
('AC04652-2022-11-02-6226','A346-16','jDOYrhEt', 'UB')
('SL04652-2022-11-01-6277','S262-13','RnLhYWM', 'MB')
('SL12058-2022-11-01-6248','S261-8','iUZbovtB', 'SU')
('SL12058-2022-11-01-6252','S261-12','hRMEAHUsi', 'LB')
('SL04652-2022-11-01-6280','S262-16','gAu', 'SU')
('AC12058-2022-11-01-6309','A351-9','FHJkeOZ', 'UB')
('SL04652-2022-11-02-6287','S262-23','lwBoswdT', 'SL')
('AC22517-2022-11-01-6174','A343-18','FvvOFVLRGnGgx', 'SU')
('SL22517-2022-11-02-6364','S266-4','uqecWAyfsDepp', 'LB')
('SL22517-2022-11-02-6366','S266-6','YHEWuFpBm', 'UB')
('SL22517-2022-11-02-6367','S266-7','hpsHwXZa', 'SL')
('SL22517-2022-11-01-6226','S260-10','iiu', 'MB')
('SL04652-2022-11-01-6283','S262-19','pEvF', 'UB')
('SL22517-2022-11-02-6371','S266-11','Cf', 'UB')
('SL22517-2022-11-01-6231','S260-15','MoIsRiWBYSt', 'SL')
('AC22517-2022-11-01-6181','A344-7','iJdOMpiVmDg', 'LB')
('AC22517-2022-11-02-6387','A355-15','NuuEHbKwSgl', 'UB')
('AC04652-2022-11-01-6347','A353-11','ZYcNbDr', 'SL')
('AC12058-2022-11-01-6323','A352-5','WA', 'SL')
('AC04652-2022-11-02-6242','A347-14','OtFyVKUlth', 'LB')
('AC22517-2022-11-01-6184','A344-10','EhpXBeMLlsgbd', 'UB')
('SL22517-2022-11-01-6240','S260-24','gLkJxXhnURLS', 'SU')
('SL04652-2022-11-01-6290','S263-2','PLQjf', 'MB')
('SL12058-2022-11-01-6262','S261-22','VIaBMg', 'UB')
('SL22517-2022-11-02-6379','S266-19','m', 'UB')
('SL04652-2022-11-01-6293','S263-5','kOPDQfmYfZHKE', 'MB')
('AC04652-2022-11-02-6248','A348-2','ZLCWxdgyoOGGW', 'LB')
('AC22517-2022-11-01-6191','A344-17','efjRHqN', 'SL')
('AC04652-2022-11-01-6362','A354-8','f', 'LB')
('AC12058-2022-11-01-6338','A353-2','uIjYso', 'LB')
('AC22517-2022-11-02-6398','A356-8','RmsrcRKfQuU', 'LB')
('SL22517-2022-11-02-6388','S267-4','oIhCYBm', 'LB')
('AC22517-2022-11-01-6206','A345-14','kax', 'LB')
('AC22517-2022-11-02-6402','A356-12','bPKaZJFdt', 'SU')
('SL04652-2022-11-01-6312','S263-24','kUOLiJ', 'SU')
('AC12058-2022-11-01-6349','A353-13','aSINEgK', 'LB')
('AC04652-2022-11-02-6269','A349-5','VtM', 'SL')
('AC22517-2022-11-01-6211','A346-1','AbVMbcz', 'LB')
('AC04652-2022-11-02-6271','A349-7','MdjGoRNAlRpCG', 'LB')
('SL22517-2022-11-01-6257','S261-17','FRAU', 'LB')
('SL22517-2022-11-01-6258','S261-18','NOMVBruLA', 'MB')
('AC22517-2022-11-01-6215','A346-5','pfUwHGIWnGR', 'SL')
('SL22517-2022-11-01-6262','S261-22','WVx', 'UB')
('SL22517-2022-11-01-6268','S262-4','tXVGi', 'LB')
('SL22517-2022-11-01-6269','S262-5','X', 'MB')
('AC22517-2022-11-01-6219','A346-9','mB', 'UB')
('AC22517-2022-11-01-6220','A346-10','XgqfSHPvKhixX', 'UB')
('SL12058-2022-11-01-6302','S263-14','VbuxtNiOdByGI', 'UB')
('SL22517-2022-11-02-6407','S267-23','CyxsJdpex', 'SL')
('AC04652-2022-11-02-6286','A350-4','oHRtzrJvyEfLMXFc', 'UB')
('SL04652-2022-11-02-6363','S266-3','CqncxSCMKjydFWUR', 'UB')
('SL22517-2022-11-02-6417','S268-9','tyTjYCLSRLfGv', 'LB')
('SL04652-2022-11-01-6343','S265-7','qgXWSefyrZKmzAJ', 'SL')
('SL04652-2022-11-01-6344','S265-8','iDZ', 'SU')
('AC04652-2022-11-01-6402','A356-12','ifJk', 'SU')
('SL04652-2022-11-01-6346','S265-10','HCoegZBORjOVzB', 'MB')
('SL12058-2022-11-01-6321','S264-9','BMkNdFpGXVdFlFY', 'LB')
('SL04652-2022-11-02-6367','S266-7','hQy', 'SL')
('AC22517-2022-11-02-6434','A358-8','RPTWVdI', 'LB')
('SL12058-2022-11-01-6323','S264-11','UJisrpoLWiWwUaEQ', 'UB')
('AC04652-2022-11-01-6406','A356-16','CRtYuKXbmOVnEXhj', 'UB')
('AC04652-2022-11-01-6407','A356-17','yhgRZKmyjMzCT', 'SL')
('AC22517-2022-11-01-6241','A347-13','CFVKaWW', 'LB')
('AC22517-2022-11-02-6437','A358-11','cDMp', 'SL')
('SL04652-2022-11-01-6350','S265-14','ZBJxNRoFqvcIxTF', 'UB')
('SL12058-2022-11-01-6329','S264-17','ZgwFMAmXxFV', 'LB')
('AC04652-2022-11-02-6311','A351-11','BXTDwUKxLUNRkdUi', 'SL')
('SL12058-2022-11-01-6330','S264-18','kMbN', 'MB')
('SL22517-2022-11-01-6304','S263-16','yHw', 'SU')
('AC22517-2022-11-01-6249','A348-3','mWA', 'UB')
('AC12058-2022-11-01-6401','A356-11','YTVGJYGAklxj', 'SL')
('SL22517-2022-11-01-6311','S263-23','qcHBMniKVj', 'SL')
('SL22517-2022-11-01-6349','S265-13','TzkVLrvo', 'MB')
('AC22517-2022-11-02-6507','A362-9','ijaprJhuzBFzcQ', 'UB')
('SL22517-2022-11-01-6383','S266-23','TmIOaTFgZXVi', 'SL')
('SL22517-2022-11-01-6384','S266-24','GCeF', 'SU')
('SL04652-2022-11-02-6443','S269-11','vZzbmnFjBsEwu', 'UB')
('AC04652-2022-11-01-6491','A361-11','s', 'SL')
('SL22517-2022-11-02-6495','S271-15','VlemSCcYQl', 'SL')
('SL04652-2022-11-01-6435','S269-3','Ep', 'UB')
('SL04652-2022-11-01-6436','S269-4','gjQfpZFyGZiKPbKy', 'LB')
('AC22517-2022-11-01-6326','A352-8','qp', 'LB')
('SL22517-2022-11-01-6398','S267-14','uoVRoZp', 'UB')
('AC22517-2022-11-01-6332','A352-14','NBdDmOSe', 'LB')
('SL12058-2022-11-01-6413','S268-5','gpNfQyUejmbeC', 'MB')
('AC22517-2022-11-02-6532','A363-16','kwIbAtUBWp', 'UB')
('SL22517-2022-11-02-6506','S272-2','zOdiiMtr', 'MB')
('SL22517-2022-11-02-6507','S272-3','UEeTsPZ', 'UB')
('SL22517-2022-11-01-6402','S267-18','iSAbzFekJ', 'MB')
('AC12058-2022-11-01-6486','A361-6','OytGZibCPpsD', 'SU')
('SL22517-2022-11-02-6510','S272-6','zv', 'UB')
('SL12058-2022-11-01-6423','S268-15','WCNOkPOAQ', 'SL')
('SL04652-2022-11-02-6469','S270-13','rQnaqCLcoEZC', 'MB')
('SL12058-2022-11-01-6429','S268-21','A', 'MB')
('AC04652-2022-11-01-6510','A362-12','mjcjeqHBidrNFuNM', 'SU')
('AC04652-2022-11-01-6511','A362-13','fStpGcNwKkc', 'LB')
('AC12058-2022-11-01-6497','A361-17','lJ', 'SL')
('AC04652-2022-11-01-6513','A362-15','yIjpVpsxT', 'UB')
('SL22517-2022-11-01-6412','S268-4','VIAHvUrLFsTKxIL', 'LB')
('SL12058-2022-11-01-6435','S269-3','U', 'UB')
('AC22517-2022-11-01-6349','A353-13','aQW', 'LB')
('AC22517-2022-11-01-6351','A353-15','DDedPjCU', 'UB')
('SL22517-2022-11-01-6420','S268-12','fFgBqQLxGGaYB', 'LB')
('AC04652-2022-11-02-6424','A357-16','TQmAISaoKmAodd', 'UB')
('SL12058-2022-11-01-6443','S269-11','kUKaMoMdnhzKq', 'UB')
('AC04652-2022-11-02-6427','A358-1','UE', 'LB')
('AC12058-2022-11-01-6511','A362-13','Eib', 'LB')
('AC04652-2022-11-01-6521','A363-5','ec', 'SL')
('SL04652-2022-11-01-6467','S270-11','aFu', 'UB')
('SL22517-2022-11-02-6567','S274-15','AzQe', 'SL')
('SL04652-2022-11-02-6535','S273-7','eEWSXbNa', 'SL')
('SL04652-2022-11-02-6539','S273-11','eX', 'UB')
('SL12058-2022-11-01-6487','S271-7','FYyKKdOhRG', 'SL')
('SL22517-2022-11-02-6574','S274-22','KueKdkVFWQqkXOQ', 'UB')
('SL12058-2022-11-01-6489','S271-9','WJSbut', 'LB')
('SL04652-2022-11-01-6503','S271-23','bP', 'SL')
('SL04652-2022-11-02-6542','S273-14','DpldSJPOTkoQRAA', 'UB')
('AC22517-2022-11-02-6608','A368-2','SD', 'LB')
('AC22517-2022-11-01-6401','A356-11','PSZAIHYkHT', 'SL')
('SL04652-2022-11-01-6508','S272-4','KgA', 'LB')
('SL22517-2022-11-01-6461','S270-5','GknTBKALQOAU', 'MB')
('AC22517-2022-11-01-6420','A357-12','YDsrWUyhaf', 'SU')
('SL22517-2022-11-01-6471','S270-15','eSqdui', 'SL')
('AC12058-2022-11-01-6566','A365-14','IxPFYcMtgWyPJxFz', 'LB')
('SL04652-2022-11-02-6557','S274-5','wTirfKi', 'MB')
('AC12058-2022-11-01-6567','A365-15','FxxxgWUIR', 'UB')
('AC04652-2022-11-01-6572','A366-2','U', 'LB')
('SL12058-2022-11-01-6507','S272-3','x', 'UB')
('SL04652-2022-11-02-6561','S274-9','hQdBcU', 'LB')
('SL12058-2022-11-01-6510','S272-6','rZmVcdSZdIeA', 'UB')
('SL22517-2022-11-01-6479','S270-23','KVbnErqxRkKGnej', 'SL')
('AC04652-2022-11-02-6497','A361-17','YL', 'SL')
('SL04652-2022-11-01-6575','S274-23','KSwTLERYMD', 'SL')
('AC22517-2022-11-02-6683','A372-5','lwArhr', 'SL')
('AC04652-2022-11-01-6646','A370-4','V', 'UB')
('AC04652-2022-11-01-6648','A370-6','fujFimyMuqV', 'SU')
('AC04652-2022-11-02-6574','A366-4','tJXsogpYAOmjDc', 'UB')
('SL22517-2022-11-01-6562','S274-10','sulDydlRzejknc', 'MB')
('SL04652-2022-11-01-6584','S275-8','OsdJ', 'SU')
('AC22517-2022-11-01-6505','A362-7','iIECxW', 'LB')
('AC22517-2022-11-01-6506','A362-8','EMb', 'LB')
('AC12058-2022-11-01-6636','A369-12','MyKQQvh', 'SU')
('SL04652-2022-11-01-6588','S275-12','BKNjdYMANi', 'LB')
('AC04652-2022-11-02-6585','A366-15','PTfBhnqiQExtEJ', 'UB')
('SL22517-2022-11-02-6677','S279-5','qvXeCTTHwcHbUIPs', 'MB')
('AC22517-2022-11-02-6705','A373-9','JHLroSktIHTS', 'UB')
('AC22517-2022-11-02-6706','A373-10','GKdylsnWJKsBx', 'UB')
('SL04652-2022-11-01-6593','S275-17','eSshmvupqedVQvC', 'LB')
('AC04652-2022-11-01-6667','A371-7','ztdShjchXppEBqE', 'LB')
('SL22517-2022-11-02-6682','S279-10','FPwfHJBZQ', 'MB')
('AC22517-2022-11-01-6515','A362-17','NUqU', 'SL')
('SL22517-2022-11-01-6575','S274-23','e', 'SL')
('SL04652-2022-11-01-6597','S275-21','mwXQqi', 'MB')
('AC04652-2022-11-02-6600','A367-12','H', 'SU')
('AC22517-2022-11-01-6522','A363-6','ZVfX', 'SU')
('AC22517-2022-11-01-6523','A363-7','lgfv', 'LB')
('SL22517-2022-11-02-6689','S279-17','ipxVsJuQdqTv', 'LB')
('AC04652-2022-11-02-6605','A367-17','eNkqBhP', 'SL')
('AC12058-2022-11-01-6653','A370-11','YojnjMf', 'SL')
('SL22517-2022-11-02-6695','S279-23','SLURSaFNr', 'SL')
('AC04652-2022-11-01-6674','A371-14','LuJuR', 'LB')
('AC04652-2022-11-02-6610','A368-4','XncYpeKPtHkvIry', 'UB')
('SL22517-2022-11-02-6696','S279-24','Qkrs', 'SU')
('SL12058-2022-11-01-6606','S276-6','SkSkLT', 'UB')
('SL04652-2022-11-01-6613','S276-13','TuQTy', 'MB')
('AC22517-2022-11-01-6532','A363-16','XKOkkopIGIZx', 'UB')
('AC22517-2022-11-02-6725','A374-11','eldXUviRJJPQ', 'SL')
('AC12058-2022-11-01-6662','A371-2','dje', 'LB')
('AC22517-2022-11-01-6536','A364-2','ymKTTEoEgBk', 'LB')
('AC04652-2022-11-01-6682','A372-4','iaHCxN', 'UB')
('SL22517-2022-11-01-6594','S275-18','KsHwSpHUvH', 'MB')
('SL04652-2022-11-02-6678','S279-6','pMnmXfjwCHZn', 'UB')
('SL04652-2022-11-02-6682','S279-10','AcnIQ', 'MB')
('SL22517-2022-11-02-6707','S280-11','qrqsiMFV', 'UB')
('AC22517-2022-11-02-6730','A374-16','TTIgEEcnya', 'UB')
('SL04652-2022-11-01-6622','S276-22','JCljplVqxC', 'UB')
('AC04652-2022-11-01-6689','A372-11','eq', 'SL')
('SL22517-2022-11-01-6598','S275-22','yGQqQZ', 'UB')
('SL04652-2022-11-02-6690','S279-18','CqLR', 'MB')
('SL12058-2022-11-01-6616','S276-16','PevCtgeKRQAPqaR', 'SU')
('SL22517-2022-11-02-6720','S280-24','PlQVgdrsWkwxZf', 'SU')
('AC04652-2022-11-01-6701','A373-5','RbuVvybwYVUP', 'SL')
('AC04652-2022-11-02-6637','A369-13','pSSlDshTBVxyg', 'LB')
('SL22517-2022-11-02-6724','S281-4','dpaLZTsCYNdls', 'LB')
('AC12058-2022-11-01-6691','A372-13','UQNNbSmHMcPvYlqx', 'LB')
('AC22517-2022-11-02-6755','A376-5','VRVhxzPTUAioFtEf', 'SL')
('AC22517-2022-11-01-6575','A366-5','A', 'SL')
('AC22517-2022-11-01-6576','A366-6','SNetBpoN', 'SU')
('AC04652-2022-11-01-6729','A374-15','MO', 'UB')
('AC12058-2022-11-01-6718','A374-4','qVBSU', 'UB')
('AC22517-2022-11-01-6588','A366-18','GyL', 'SU')
('SL12058-2022-11-01-6654','S278-6','se', 'UB')
('AC04652-2022-11-01-6736','A375-4','gNohppHX', 'UB')
('SL22517-2022-11-01-6633','S277-9','ZyyxEpjFCk', 'LB')
('SL22517-2022-11-02-6745','S282-1','JMWTJD', 'LB')
('SL04652-2022-11-02-6743','S281-23','fQEAhjqPxEFBKCYd', 'SL')
('SL04652-2022-11-02-6747','S282-3','bchDYnmWlcsIaFDQ', 'UB')
('AC04652-2022-11-02-6675','A371-15','fWpHTqJRLeO', 'UB')
('SL12058-2022-11-01-6671','S278-23','aDkDwd', 'SL')
('AC22517-2022-11-02-6789','A378-3','tVPXoI', 'UB')
('AC22517-2022-11-01-6603','A367-15','WFilZqohhzxLl', 'UB')
('SL04652-2022-11-01-6677','S279-5','gOn', 'MB')
('SL04652-2022-11-02-6758','S282-14','IbGCypOUAS', 'UB')
('SL12058-2022-11-01-6677','S279-5','RwQnMvQywAiCLoS', 'MB')
('SL12058-2022-11-01-6678','S279-6','Lbd', 'UB')
('SL22517-2022-11-02-6757','S282-13','m', 'MB')
('AC04652-2022-11-01-6753','A376-3','HvrGGYEWZHTBUaoP', 'UB')
('AC04652-2022-11-01-6755','A376-5','vQWHReyVTPe', 'SL')
('SL22517-2022-11-02-6759','S282-15','CnqDVMEEI', 'SL')
('AC04652-2022-11-02-6689','A372-11','hr', 'SL')
('SL22517-2022-11-01-6659','S278-11','jtJoNTbKCr', 'UB')
('AC12058-2022-11-01-6757','A376-7','RmvtebOLeJNOO', 'LB')
('AC22517-2022-11-02-6802','A378-16','tJK', 'UB')
('SL04652-2022-11-02-6776','S283-8','zgZnCFvcOO', 'SU')
('AC22517-2022-11-02-6806','A379-2','GdtGNT', 'LB')
('SL12058-2022-11-01-6692','S279-20','DOLeyh', 'LB')
('SL12058-2022-11-01-6693','S279-21','KGng', 'MB')
('SL04652-2022-11-01-6690','S279-18','SCsXTonrrS', 'MB')
('AC12058-2022-11-01-6772','A377-4','ChErUgb', 'UB')
('SL04652-2022-11-01-6695','S279-23','PVZthXo', 'SL')
('AC22517-2022-11-01-6625','A369-1','udGvdpAH', 'LB')
('AC12058-2022-11-01-6774','A377-6','ymCpUNRtsFPqRGZC', 'SU')
('SL12058-2022-11-01-6705','S280-9','TCX', 'LB')
('SL04652-2022-11-02-6789','S283-21','aom', 'MB')
('SL04652-2022-11-01-6703','S280-7','FzNQqd', 'SL')
('SL12058-2022-11-01-6707','S280-11','SiUVQDslvjJzeQv', 'UB')
('AC04652-2022-11-02-6709','A373-13','jLcBUyZRnoLVGeua', 'LB')
('SL12058-2022-11-01-6709','S280-13','AuMH', 'MB')
('AC04652-2022-11-02-6713','A373-17','d', 'SL')
('AC22517-2022-11-02-6827','A380-5','EySJNG', 'SL')
('AC04652-2022-11-02-6720','A374-6','epEUR', 'SU')
('AC04652-2022-11-02-6721','A374-7','DSfijcrmpjnCf', 'LB')
('SL22517-2022-11-02-6792','S283-24','UzX', 'SU')
('AC22517-2022-11-01-6641','A369-17','nNBYP', 'SL')
('SL12058-2022-11-01-6724','S281-4','Ejsr', 'LB')
('SL04652-2022-11-01-6713','S280-17','qgpNPHwvirAZY', 'LB')
('SL04652-2022-11-02-6813','S284-21','sThKVSEPwOiP', 'MB')
('AC04652-2022-11-01-6803','A378-17','elpcc', 'SL')
('SL04652-2022-11-02-6815','S284-23','fYoRI', 'SL')
('SL04652-2022-11-02-6816','S284-24','SG', 'SU')
('SL04652-2022-11-02-6818','S285-2','Es', 'MB')
('SL22517-2022-11-02-6800','S284-8','pgrlMPDggL', 'SU')
('SL04652-2022-11-01-6721','S281-1','rC', 'LB')
('SL22517-2022-11-01-6712','S280-16','atQry', 'SU')
('SL04652-2022-11-01-6723','S281-3','vJYtCfYo', 'UB')
('AC22517-2022-11-02-6840','A380-18','DKHO', 'SU')
('AC12058-2022-11-01-6803','A378-17','GnQgkPzKQkvgdA', 'SL')
('SL04652-2022-11-01-6729','S281-9','kpnbFwky', 'LB')
('SL04652-2022-11-02-6827','S285-11','cjIQSxvghdLUlx', 'UB')
('SL22517-2022-11-01-6722','S281-2','YRrAmBNlGCPKgDc', 'MB')
('AC04652-2022-11-02-6732','A374-18','yKljECBZvwDC', 'SU')
('SL22517-2022-11-02-6817','S285-1','ryyVlv', 'LB')
('SL22517-2022-11-02-6818','S285-2','HYTJfvpgeIfLh', 'MB')
('AC04652-2022-11-01-6828','A380-6','ivwVBKHLeGwnX', 'SU')
('AC22517-2022-11-02-6858','A381-18','HubDKdmNq', 'SU')
('SL12058-2022-11-01-6751','S282-7','TyGWClocJMQsFkQF', 'SL')
('AC04652-2022-11-02-6745','A375-13','cj', 'LB')
('AC22517-2022-11-02-6865','A382-7','gMWNEJzmTQNDr', 'LB')
('AC22517-2022-11-01-6668','A371-8','VvanrMlk', 'LB')
('SL22517-2022-11-01-6737','S281-17','axeHFVf', 'LB')
('SL22517-2022-11-02-6836','S285-20','vPP', 'LB')
('AC04652-2022-11-01-6841','A381-1','QjTGiGJMqI', 'LB')
('SL04652-2022-11-02-6856','S286-16','XoKvXPWW', 'SU')
('SL22517-2022-11-02-6842','S286-2','UDjsVzVys', 'MB')
('AC22517-2022-11-02-6879','A383-3','HSXW', 'UB')
('SL22517-2022-11-02-6844','S286-4','ispmFCJIcBj', 'LB')
('AC22517-2022-11-02-6885','A383-9','gPkxsgp', 'UB')
('SL22517-2022-11-02-6847','S286-7','ZhFllGozCSHwiPVy', 'SL')
('SL04652-2022-11-01-6752','S282-8','OaZzLvXg', 'SU')
('SL04652-2022-11-02-6867','S287-3','AZ', 'UB')
('SL22517-2022-11-01-6748','S282-4','ZoQegMvT', 'LB')
('AC04652-2022-11-02-6766','A376-16','S', 'UB')
('SL22517-2022-11-02-6853','S286-13','fsOW', 'MB')
('AC04652-2022-11-02-6767','A376-17','jnGZUGeP', 'SL')
('AC12058-2022-11-01-6841','A381-1','O', 'LB')
('SL04652-2022-11-01-6766','S282-22','mt', 'UB')
('SL22517-2022-11-02-6866','S287-2','VkQDcTRwslgw', 'MB')
('AC22517-2022-11-01-6749','A375-17','SXLEGoeuoAaRk', 'SL')
('SL12058-2022-11-01-6820','S285-4','slvYcwrHD', 'LB')
('AC12058-2022-11-01-6894','A383-18','EexHtFOFPGIuxX', 'SU')
('AC22517-2022-11-02-6947','A386-17','MypsX', 'SL')
('AC12058-2022-11-01-6896','A384-2','HdUXmB', 'LB')
('SL22517-2022-11-01-6796','S284-4','DaZYB', 'LB')
('AC22517-2022-11-01-6758','A376-8','GLurN', 'LB')
('SL04652-2022-11-01-6821','S285-5','qCEXGjdSXHHx', 'MB')
('SL12058-2022-11-01-6824','S285-8','JvXoVHcPOjl', 'SU')
('SL22517-2022-11-01-6802','S284-10','KlgElXG', 'MB')
('SL22517-2022-11-01-6803','S284-11','bLglLEqyhDCxRq', 'UB')
('AC04652-2022-11-01-6920','A385-8','DCsVNATimIGsf', 'LB')
('AC04652-2022-11-01-6921','A385-9','YkggYFvlHL', 'UB')
('SL04652-2022-11-01-6830','S285-14','P', 'UB')
('AC22517-2022-11-01-6767','A376-17','ToSSwGCnsnNKEio', 'SL')
('SL04652-2022-11-01-6833','S285-17','IKupR', 'LB')
('SL22517-2022-11-02-6916','S289-4','uebnszCyqyBOlf', 'LB')
('SL04652-2022-11-02-6922','S289-10','iEfKctCmtJMW', 'MB')
('SL04652-2022-11-01-6838','S285-22','ys', 'UB')
('SL12058-2022-11-01-6832','S285-16','pEkuPBcvtEVRn', 'SU')
('AC04652-2022-11-01-6934','A386-4','BKM', 'UB')
('SL04652-2022-11-02-6931','S289-19','EdrrdxAdtsnAz', 'UB')
('AC22517-2022-11-01-6775','A377-7','zxPPHtwMPEWafib', 'LB')
('SL04652-2022-11-02-6933','S289-21','HKtqcjoc', 'MB')
('AC04652-2022-11-02-6827','A380-5','TyNtRSIdGkS', 'SL')
('AC04652-2022-11-02-6828','A380-6','k', 'SU')
('SL22517-2022-11-02-6935','S289-23','HXosROrcRjbD', 'SL')
('AC04652-2022-11-02-6832','A380-10','dnp', 'UB')
('AC04652-2022-11-01-6942','A386-12','AjKyCSlgqzGkfsi', 'SU')
('SL04652-2022-11-02-6943','S290-7','abOmSxHNm', 'SL')
('AC22517-2022-11-02-6966','A387-18','GjZPCrCEHqwMbV', 'SU')
('SL22517-2022-11-01-6823','S285-7','jdvDsNRWgPGzncOn', 'SL')
('SL12058-2022-11-01-6848','S286-8','tMduxVowZul', 'SU')
('AC22517-2022-11-02-6974','A388-8','RJ', 'LB')
('SL12058-2022-11-01-6858','S286-18','Db', 'MB')
('AC22517-2022-11-01-6807','A379-3','sFlWpPPhnMZrW', 'UB')
('AC04652-2022-11-01-6953','A387-5','fAHImLD', 'SL')
('SL22517-2022-11-02-6984','S291-24','LvTuyleIIWFkALJ', 'SU')
('SL22517-2022-11-02-6986','S292-2','WZ', 'MB')
('SL22517-2022-11-01-6861','S286-21','uqklfaHvIwI', 'MB')
('AC04652-2022-11-02-6881','A383-5','TBXDscJxPPbFHT', 'SL')
('AC04652-2022-11-02-6882','A383-6','QzroJqejG', 'SU')
('SL04652-2022-11-02-6990','S292-6','VCXFmKwcsPN', 'UB')
('AC12058-2022-11-01-6975','A388-9','tQNeCPofXJI', 'UB')
('AC12058-2022-11-01-6976','A388-10','r', 'UB')
('SL22517-2022-11-01-6868','S287-4','HgRPOzpXmcfI', 'LB')
('AC12058-2022-11-01-6980','A388-14','Y', 'LB')
('SL22517-2022-11-01-6870','S287-6','Ek', 'UB')
('SL22517-2022-11-02-6992','S292-8','kyIYuRBcCEYorfBL', 'SU')
('SL04652-2022-11-02-7000','S292-16','vHGgoIFVG', 'SU')
('AC12058-2022-11-01-6991','A389-7','NagNTMyUcZVWR', 'LB')
('AC04652-2022-11-01-6997','A389-13','OrejIJWhvznLqLwJ', 'LB')
('AC22517-2022-11-01-6861','A382-3','yiHbFZWCP', 'UB')
('SL12058-2022-11-01-6925','S289-13','XPUEKEn', 'MB')
('AC12058-2022-11-01-7007','A390-5','LxNHEnDAJo', 'SL')
('SL04652-2022-11-02-7024','S293-16','KHmoagiutboCZ', 'SU')
('AC22517-2022-11-01-6879','A383-3','ozbgTaseZ', 'UB')
('AC04652-2022-11-01-7011','A390-9','a', 'UB')
('SL04652-2022-11-01-6920','S289-8','FFHrUNUHDBvS', 'SU')
('AC22517-2022-11-02-7051','A392-13','pNk', 'LB')
('SL04652-2022-11-02-7029','S293-21','LaaYFlVmVy', 'MB')
('AC12058-2022-11-01-7012','A390-10','StFlTSozoUE', 'UB')
('AC12058-2022-11-01-7013','A390-11','KenFwDfin', 'SL')
('AC04652-2022-11-02-6913','A385-1','BVbAgqfuV', 'LB')
('SL22517-2022-11-02-7029','S293-21','WcUnLF', 'MB')
('AC12058-2022-11-01-7016','A390-14','HlxXm', 'LB')
('SL04652-2022-11-01-6926','S289-14','pksYmJDOJhrEiMY', 'UB')
('SL22517-2022-11-02-7032','S293-24','quxLrwkdr', 'SU')
('AC22517-2022-11-02-7078','A394-4','rXhmUwXnQtOjzb', 'UB')
('AC04652-2022-11-02-6928','A385-16','Ep', 'UB')
('SL22517-2022-11-02-7051','S294-19','idXmJz', 'UB')
('SL04652-2022-11-01-6951','S290-15','AnUIQvPm', 'SL')
('AC22517-2022-11-02-7080','A394-6','YzqTxPAEikyaWPW', 'SU')
('AC12058-2022-11-01-7034','A391-14','UIMEKftHPAjP', 'LB')
('SL12058-2022-11-01-7003','S292-19','TSi', 'UB')
('AC12058-2022-11-01-7070','A393-14','pJWb', 'LB')
('AC04652-2022-11-02-6972','A388-6','PbUCcshT', 'SU')
('AC04652-2022-11-02-6973','A388-7','RwluZErO', 'LB')
('SL12058-2022-11-01-7012','S293-4','SWudLQeZ', 'LB')
('SL04652-2022-11-02-7105','S297-1','iRvlqrZGxFAv', 'LB')
('AC12058-2022-11-01-7079','A394-5','HkyHeLQEG', 'SL')
('SL04652-2022-11-02-7106','S297-2','HAKq', 'MB')
('SL22517-2022-11-02-7091','S296-11','TbtUYuKtljQlZH', 'UB')
('AC04652-2022-11-02-6984','A388-18','ledM', 'SU')
('SL22517-2022-11-02-7098','S296-18','jefRbGDslu', 'MB')
('AC22517-2022-11-02-7143','A397-15','Qo', 'UB')
('AC22517-2022-11-02-7148','A398-2','MAqDYSw', 'LB')
('SL04652-2022-11-02-7116','S297-12','fus', 'LB')
('AC22517-2022-11-01-6968','A388-2','qFaYALEgIlI', 'LB')
('SL22517-2022-11-01-6977','S291-17','GjrGwK', 'LB')
('SL22517-2022-11-01-6978','S291-18','Bz', 'MB')
('AC04652-2022-11-01-7092','A394-18','gFPxBwuW', 'SU')
('SL22517-2022-11-02-7106','S297-2','CVRBtkNmU', 'MB')
('AC12058-2022-11-01-7090','A394-16','TpNZsdiX', 'UB')
('SL12058-2022-11-01-7028','S293-20','XXwddXRnUocQsAAD', 'LB')
