('AC12058-2022-11-01-16','A1-16','ieJ', 'UB')
('SL22517-2022-11-01-6247','S261-7','kz', 'SL')
('SL04652-2022-11-02-6309','S263-21','Vlzyzi', 'MB')
('SL04652-2022-11-01-6301','S263-13','YtAUCpH', 'MB')
('AC04652-2022-11-02-6257','A348-11','hxBOmkTmlhlQT', 'SL')
('AC12058-2022-11-01-6342','A353-6','dxIioC', 'SU')
('AC22517-2022-11-02-6399','A356-9','s', 'UB')
('AC04652-2022-11-01-6370','A354-16','F', 'UB')
('AC12058-2022-11-01-6344','A353-8','MOeycPC', 'LB')
('SL22517-2022-11-02-6389','S267-5','gZp', 'MB')
('SL22517-2022-11-01-6251','S261-11','WnBPSyh', 'UB')
('SL04652-2022-11-01-6308','S263-20','wN', 'LB')
('SL12058-2022-11-01-6285','S262-21','PBoLaf', 'MB')
('SL04652-2022-11-02-6324','S264-12','JFbfUK', 'LB')
('AC04652-2022-11-01-6377','A355-5','goSYrG', 'SL')
('SL04652-2022-11-02-6328','S264-16','wMmYQEuWMF', 'SU')
('AC22517-2022-11-01-6213','A346-3','nJsLcmVMmL', 'UB')
('AC04652-2022-11-02-6273','A349-9','VHysSo', 'UB')
('SL12058-2022-11-01-6293','S263-5','pWDG', 'MB')
('SL04652-2022-11-01-6317','S264-5','qSrPehvBHZj', 'MB')
('SL12058-2022-11-01-6294','S263-6','FHQMUKtQGSNLO', 'UB')
('AC22517-2022-11-02-6412','A357-4','oSNKy', 'UB')
('AC12058-2022-11-01-6360','A354-6','AKzyaErihZT', 'SU')
('SL22517-2022-11-01-6272','S262-8','V', 'SU')
('SL04652-2022-11-02-6341','S265-5','UdRoQpvnBtEt', 'MB')
('SL04652-2022-11-01-6322','S264-10','mRuLtrXptyHe', 'MB')
('SL12058-2022-11-01-6303','S263-15','tbQDoBtLP', 'SL')
('AC22517-2022-11-02-6422','A357-14','pheGzDzrPDjn', 'LB')
('AC22517-2022-11-01-6224','A346-14','VnaKmDfGyLah', 'LB')
('AC04652-2022-11-01-6391','A356-1','xDiUYvtUolkbXnE', 'LB')
('SL04652-2022-11-01-6328','S264-16','chsRvLex', 'SU')
('AC04652-2022-11-02-6289','A350-7','tQc', 'LB')
('SL22517-2022-11-01-6281','S262-17','eBzjFOgrQo', 'LB')
('AC04652-2022-11-02-6293','A350-11','gkxv', 'SL')
('SL04652-2022-11-02-6357','S265-21','eHO', 'MB')
('AC22517-2022-11-01-6232','A347-4','AUekE', 'UB')
('AC04652-2022-11-02-6296','A350-14','cMwuyrMTn', 'LB')
('AC12058-2022-11-01-6379','A355-7','YtxqUAPH', 'LB')
('SL04652-2022-11-01-6339','S265-3','KBSkIyJfijQFyPxa', 'UB')
('SL22517-2022-11-01-6287','S262-23','tgDNCBCYaUMmS', 'SL')
('SL22517-2022-11-01-6288','S262-24','KvqEV', 'SU')
('AC04652-2022-11-01-6401','A356-11','qJYceegwoEY', 'SL')
('AC12058-2022-11-01-6381','A355-9','CsRexkEytyB', 'UB')
('SL04652-2022-11-01-6345','S265-9','xGpGjnoxNxVqFQW', 'LB')
('SL04652-2022-11-01-6347','S265-11','VCjPmJYcG', 'UB')
('AC04652-2022-11-02-6306','A351-6','aQiCgpnWYgg', 'SU')
('AC12058-2022-11-01-6391','A356-1','kDKIatUzSje', 'LB')
('SL04652-2022-11-01-6353','S265-17','qSi', 'LB')
('SL04652-2022-11-02-6376','S266-16','uFnMuxTaqGLE', 'SU')
('AC04652-2022-11-01-6411','A357-3','UtNzROSurKXsChbd', 'UB')
('AC04652-2022-11-02-6314','A351-14','ukGmIrIeomPvNJFN', 'LB')
('AC04652-2022-11-02-6315','A351-15','sMbQXYDIlqGdIasu', 'UB')
('AC22517-2022-11-02-6442','A358-16','nkZFKwGokbhlRj', 'UB')
('AC04652-2022-11-01-6413','A357-5','sKlpeShWKL', 'SL')
('AC04652-2022-11-02-6318','A351-18','MWVCJQ', 'SU')
('SL12058-2022-11-01-6353','S265-17','LYjNbNvtM', 'LB')
('SL12058-2022-11-01-6354','S265-18','CewXFbyKAs', 'MB')
('SL04652-2022-11-01-6374','S266-14','EVxhxYA', 'UB')
('AC04652-2022-11-02-6330','A352-12','cptcaQuXDFyhPo', 'SU')
('AC04652-2022-11-01-6429','A358-3','PMZ', 'UB')
('SL04652-2022-11-02-6396','S267-12','pecnocHP', 'LB')
('AC04652-2022-11-02-6333','A352-15','ZDRSxeFYbw', 'UB')
('AC12058-2022-11-01-6443','A358-17','nvzboplA', 'SL')
('AC22517-2022-11-01-6290','A350-8','OMpsXduQILuJS', 'LB')
('AC04652-2022-11-01-6502','A362-4','SXsHFcvzcwYDoO', 'UB')
('SL22517-2022-11-02-6505','S272-1','UDFQCdNHjmfR', 'LB')
('AC04652-2022-11-01-6503','A362-5','cdENlNmH', 'SL')
('AC04652-2022-11-02-6402','A356-12','JDyxdUaslWwJJ', 'SU')
('AC04652-2022-11-01-6505','A362-7','OgDWZXcfpzYoETGd', 'LB')
('AC22517-2022-11-01-6336','A352-18','BylQSPCVQXeJR', 'SU')
('SL12058-2022-11-01-6422','S268-14','U', 'UB')
('AC22517-2022-11-02-6537','A364-3','NbmjtGhAGAYH', 'UB')
('SL04652-2022-11-01-6450','S269-18','prV', 'MB')
('AC04652-2022-11-01-6508','A362-10','gG', 'UB')
('AC22517-2022-11-01-6341','A353-5','o', 'SL')
('SL04652-2022-11-02-6468','S270-12','XGJfjzAJuFRPza', 'LB')
('AC22517-2022-11-01-6344','A353-8','eMLZVNQaJlRCh', 'LB')
('SL22517-2022-11-02-6517','S272-13','nJUTE', 'MB')
('AC12058-2022-11-01-6506','A362-8','zyYntoHUSjud', 'LB')
('AC04652-2022-11-01-6517','A363-1','bBzMbDamKgrQo', 'LB')
('AC04652-2022-11-01-6518','A363-2','HDSq', 'LB')
('SL22517-2022-11-01-6421','S268-13','HWSLkDbZUuSZNYPD', 'MB')
('SL22517-2022-11-01-6422','S268-14','rMtrxhZUeOuILgor', 'UB')
('SL22517-2022-11-01-6423','S268-15','hgT', 'SL')
('AC22517-2022-11-02-6557','A365-5','Rq', 'SL')
('AC22517-2022-11-02-6567','A365-15','Yefk', 'UB')
('SL04652-2022-11-01-6470','S270-14','g', 'UB')
('AC12058-2022-11-01-6523','A363-7','JnnwRbDBXUHkDCmu', 'LB')
('AC04652-2022-11-01-6532','A363-16','dDcnQuJTMp', 'UB')
('SL22517-2022-11-02-6548','S273-20','XQiyyGuzUgzgoW', 'LB')
('AC04652-2022-11-02-6442','A358-16','rM', 'UB')
('AC22517-2022-11-02-6577','A366-7','Jv', 'LB')
('AC22517-2022-11-01-6373','A355-1','ZYzSTgTvQTVVPx', 'LB')
('SL04652-2022-11-01-6481','S271-1','KN', 'LB')
('AC04652-2022-11-01-6538','A364-4','mJUcxF', 'UB')
('SL12058-2022-11-01-6464','S270-8','gwmSuTVjdZSArynb', 'SU')
('SL22517-2022-11-01-6445','S269-13','RRpBGCFPVoAuRXri', 'MB')
('SL04652-2022-11-01-6487','S271-7','RuWVdEwXMPmmkGT', 'SL')
('AC12058-2022-11-01-6539','A364-5','mBwQNZi', 'SL')
('SL04652-2022-11-01-6488','S271-8','MWkZGAGyh', 'SU')
('AC22517-2022-11-02-6588','A366-18','LBOEGpENpO', 'SU')
('SL04652-2022-11-02-6524','S272-20','JD', 'LB')
('SL04652-2022-11-01-6494','S271-14','ajrRwcIY', 'UB')
('SL22517-2022-11-01-6450','S269-18','NtTlciNUjsDYdk', 'MB')
('AC22517-2022-11-01-6387','A355-15','JGlMczUfrfZMaxDk', 'UB')
('AC04652-2022-11-02-6459','A359-15','mUccWauyHFf', 'UB')
('AC04652-2022-11-01-6553','A365-1','URGVK', 'LB')
('AC04652-2022-11-01-6554','A365-2','diRJtdXbFsTA', 'LB')
('SL04652-2022-11-02-6532','S273-4','NphkYymVYxFgw', 'LB')
('AC04652-2022-11-02-6461','A359-17','iszchd', 'SL')
('AC04652-2022-11-02-6462','A359-18','Ak', 'SU')
('AC22517-2022-11-02-6600','A367-12','SaOsEZZemyJO', 'SU')
('SL12058-2022-11-01-6482','S271-2','CAyTyj', 'MB')
('AC22517-2022-11-02-6601','A367-13','uawpgBaxHHQ', 'LB')
('SL04652-2022-11-01-6499','S271-19','kZNiJJXDv', 'UB')
('AC22517-2022-11-01-6392','A356-2','CVyy', 'LB')
('SL04652-2022-11-01-6500','S271-20','jeZMxbQXujUwxzy', 'LB')
('AC04652-2022-11-02-6470','A360-8','JfhbZaBiZpw', 'LB')
('AC22517-2022-11-01-6395','A356-5','BlT', 'SL')
('AC04652-2022-11-01-6560','A365-8','rtlRryqbyw', 'LB')
('SL04652-2022-11-02-6541','S273-13','PWVUddoOMha', 'MB')
('SL22517-2022-11-02-6577','S275-1','qelwzQnncGCQ', 'LB')
('AC22517-2022-11-01-6400','A356-10','tOILqTvFTwgJPatC', 'UB')
('SL04652-2022-11-02-6543','S273-15','BlQzBuoRnxsiNcJP', 'SL')
('SL04652-2022-11-01-6507','S272-3','kuyejGWZWG', 'UB')
('SL22517-2022-11-02-6582','S275-6','bLVEPFGujZ', 'UB')
('AC12058-2022-11-01-6559','A365-7','voAk', 'LB')
('AC22517-2022-11-02-6612','A368-6','u', 'SU')
('SL04652-2022-11-01-6510','S272-6','yrFSwNm', 'UB')
('SL12058-2022-11-01-6500','S271-20','NMTd', 'LB')
('AC22517-2022-11-02-6614','A368-8','HfgP', 'LB')
('SL22517-2022-11-01-6467','S270-11','wBOGySJqsCmJygoM', 'UB')
('SL04652-2022-11-01-6513','S272-9','ptUwuIfUKCktJC', 'LB')
('SL22517-2022-11-02-6589','S275-13','BtanRjxIjL', 'MB')
('AC22517-2022-11-01-6418','A357-10','wjZq', 'UB')
('AC12058-2022-11-01-6565','A365-13','es', 'LB')
('SL04652-2022-11-02-6553','S274-1','SgUSeAlbNuNseTd', 'LB')
('SL22517-2022-11-01-6470','S270-14','vOJ', 'UB')
('AC22517-2022-11-01-6433','A358-7','CoJsGWmVuWh', 'LB')
('SL22517-2022-11-02-6597','S275-21','EdjXMQfNSSti', 'MB')
('SL12058-2022-11-01-6512','S272-8','SUmnfmf', 'SU')
('AC12058-2022-11-01-6574','A366-4','zR', 'UB')
('AC22517-2022-11-02-6620','A368-14','OhrjOcguii', 'LB')
('AC22517-2022-11-02-6621','A368-15','xNYEZj', 'UB')
('SL22517-2022-11-02-6600','S275-24','VomSJXBBnnbNm', 'SU')
('SL04652-2022-11-01-6534','S273-6','tYuBBM', 'UB')
('AC04652-2022-11-01-6584','A366-14','UdBZ', 'LB')
('AC04652-2022-11-01-6585','A366-15','yNoFTUJ', 'UB')
('AC04652-2022-11-02-6502','A362-4','D', 'UB')
('AC04652-2022-11-01-6594','A367-6','YEjadmhJeSKqPH', 'SU')
('AC04652-2022-11-02-6507','A362-9','oxJSYaLFuBeTVhF', 'UB')
('SL04652-2022-11-01-6539','S273-11','JEAbNJS', 'UB')
('SL22517-2022-11-02-6611','S276-11','esHiGtGvZfytl', 'UB')
('AC12058-2022-11-01-6583','A366-13','VTDwrwlDkbpBEXqi', 'LB')
('AC04652-2022-11-02-6510','A362-12','gBb', 'SU')
('AC12058-2022-11-01-6584','A366-14','ITeyQglkaOmlvPU', 'LB')
('AC22517-2022-11-01-6451','A359-7','AslNSPZqqS', 'LB')
('AC22517-2022-11-01-6452','A359-8','eEPNJMaUSpix', 'LB')
('SL22517-2022-11-02-6615','S276-15','MYZqWNSRVrTnvIw', 'SL')
('SL22517-2022-11-01-6494','S271-14','KwjHT', 'UB')
('SL22517-2022-11-01-6495','S271-15','zCKvzOXmvppdhVCZ', 'SL')
('AC12058-2022-11-01-6586','A366-16','hBNGvJ', 'UB')
('SL22517-2022-11-01-6499','S271-19','JJolzsafl', 'UB')
('SL04652-2022-11-02-6589','S275-13','HuhWcOIxyXBMo', 'MB')
('AC04652-2022-11-02-6522','A363-6','uCtyPguuhaGdEk', 'SU')
('AC04652-2022-11-02-6525','A363-9','KaYVIINDoOAmA', 'UB')
('SL22517-2022-11-01-6505','S272-1','rdWVTQBbK', 'LB')
('AC04652-2022-11-02-6527','A363-11','EouBSV', 'SL')
('SL04652-2022-11-01-6551','S273-23','CQrfR', 'SL')
('AC12058-2022-11-01-6594','A367-6','kSiuFFbsVQxK', 'SU')
('SL04652-2022-11-02-6597','S275-21','enESEkKBlL', 'MB')
('AC04652-2022-11-02-6530','A363-14','DteHvDjobL', 'LB')
('AC12058-2022-11-01-6598','A367-10','TVuVUYarVd', 'UB')
('SL04652-2022-11-02-6599','S275-23','RDRWqXj', 'SL')
('SL22517-2022-11-02-6626','S277-2','BYjDxrEPOvpP', 'MB')
('AC12058-2022-11-01-6600','A367-12','cOONvwqmTTy', 'SU')
('AC22517-2022-11-02-6661','A371-1','aFwybuTepADaL', 'LB')
('AC22517-2022-11-01-6473','A360-11','Pbg', 'SL')
('SL04652-2022-11-02-6604','S276-4','Vh', 'LB')
('AC12058-2022-11-01-6601','A367-13','cII', 'LB')
('AC04652-2022-11-02-6539','A364-5','wS', 'SL')
('SL22517-2022-11-01-6522','S272-18','j', 'MB')
('AC22517-2022-11-02-6666','A371-6','uVnJlYkqimUgj', 'SU')
('AC22517-2022-11-02-6667','A371-7','bCFpxqsJSMBZZA', 'LB')
('SL22517-2022-11-01-6525','S272-21','AT', 'MB')
('SL04652-2022-11-02-6624','S276-24','tkdJWrBanhztf', 'SU')
('SL12058-2022-11-01-6566','S274-14','Xo', 'UB')
('SL22517-2022-11-02-6653','S278-5','aCFEJHv', 'MB')
('AC22517-2022-11-02-6690','A372-12','gocZkbafqS', 'SU')
('AC04652-2022-11-01-6652','A370-10','lVfnF', 'UB')
('SL22517-2022-11-02-6662','S278-14','GTbknwEkvPnA', 'UB')
('AC12058-2022-11-01-6628','A369-4','xN', 'UB')
('SL22517-2022-11-01-6560','S274-8','STOuJb', 'SU')
('SL12058-2022-11-01-6578','S275-2','KqFJyTuGqnb', 'MB')
('SL22517-2022-11-02-6665','S278-17','arxeTEiMWSAjPbEt', 'LB')
('SL12058-2022-11-01-6580','S275-4','XMoRsXGubDbmRWw', 'LB')
('SL22517-2022-11-02-6667','S278-19','DhCJrM', 'UB')
('SL04652-2022-11-01-6583','S275-7','Sgv', 'SL')
('SL22517-2022-11-02-6669','S278-21','FOqLzGKy', 'MB')
('SL22517-2022-11-02-6671','S278-23','xxrcmbztEDrzTIf', 'SL')
('AC12058-2022-11-01-6635','A369-11','iYNRJGTzJGKGDL', 'SL')
('AC04652-2022-11-01-6660','A370-18','niFtgB', 'SU')
('AC12058-2022-11-01-6638','A369-14','CpVZQQZTDlzvZjkw', 'LB')
('SL12058-2022-11-01-6587','S275-11','ZoKhFaqgDsCg', 'UB')
('SL04652-2022-11-01-6589','S275-13','psMaK', 'MB')
('AC12058-2022-11-01-6643','A370-1','zAkqzjqKxDbVV', 'LB')
('SL04652-2022-11-02-6656','S278-8','xnIheckORGxp', 'SU')
('AC22517-2022-11-01-6517','A363-1','Xz', 'LB')
('SL04652-2022-11-01-6598','S275-22','j', 'UB')
('AC22517-2022-11-02-6711','A373-15','urSOgv', 'UB')
('SL04652-2022-11-01-6600','S275-24','eOCVxzgQyJpDLnRk', 'SU')
('SL12058-2022-11-01-6597','S275-21','nD', 'MB')
('SL04652-2022-11-02-6661','S278-13','tLsxdkHTAT', 'MB')
('AC12058-2022-11-01-6651','A370-9','oIbZDAxENQv', 'UB')
('SL22517-2022-11-01-6580','S275-4','BoRCsJtXqoT', 'LB')
('AC04652-2022-11-02-6607','A368-1','wEKfEEG', 'LB')
('AC22517-2022-11-02-6716','A374-2','Sbm', 'LB')
('SL04652-2022-11-01-6608','S276-8','ssAaLeQIbtaxNi', 'SU')
('SL22517-2022-11-01-6584','S275-8','hPVoYTl', 'SU')
('AC12058-2022-11-01-6656','A370-14','Nme', 'LB')
('SL12058-2022-11-01-6603','S276-3','IUnT', 'UB')
('SL04652-2022-11-01-6609','S276-9','YDH', 'LB')
('SL22517-2022-11-01-6586','S275-10','hhGSoMOOVd', 'MB')
('SL12058-2022-11-01-6605','S276-5','kmlusBXIUzMzrOxM', 'MB')
('AC04652-2022-11-01-6681','A372-3','bgqgannjp', 'UB')
('AC12058-2022-11-01-6665','A371-5','mdccTX', 'SL')
('SL22517-2022-11-02-6701','S280-5','sKH', 'MB')
('SL22517-2022-11-02-6708','S280-12','ORGEDAbnJRVNo', 'LB')
('SL22517-2022-11-02-6713','S280-17','CV', 'LB')
('AC22517-2022-11-01-6542','A364-8','zKQNjfuzfuoo', 'LB')
('AC04652-2022-11-02-6627','A369-3','jpvomvJSiGV', 'UB')
('SL22517-2022-11-01-6601','S276-1','FnVuY', 'LB')
('SL04652-2022-11-02-6693','S279-21','xHgeVqJoD', 'MB')
('AC22517-2022-11-02-6740','A375-8','XFANLDALdwbGfn', 'LB')
('AC22517-2022-11-02-6741','A375-9','wUymBUCjRtF', 'UB')
('SL04652-2022-11-01-6631','S277-7','bftPYJpQTxrVM', 'SL')
('SL22517-2022-11-01-6605','S276-5','rhszKPrTsWNqPWi', 'MB')
('AC22517-2022-11-01-6550','A364-16','zlTQrW', 'UB')
('SL12058-2022-11-01-6624','S276-24','vLzemq', 'SU')
('SL22517-2022-11-02-6723','S281-3','svZpCyaWRRhUM', 'UB')
('AC22517-2022-11-01-6559','A365-7','CS', 'LB')
('SL22517-2022-11-02-6726','S281-6','MfwhOkWWfasoC', 'UB')
('AC04652-2022-11-02-6657','A370-15','kQwcaTsAA', 'UB')
('AC04652-2022-11-01-6725','A374-11','FyxS', 'SL')
('SL12058-2022-11-01-6645','S277-21','yAkWEUU', 'MB')
('AC22517-2022-11-01-6579','A366-9','OsBhiQmgudM', 'UB')
('SL12058-2022-11-01-6646','S277-22','JpkefrZhDikSN', 'UB')
('AC22517-2022-11-01-6617','A368-11','FQScD', 'SL')
('AC22517-2022-11-01-6618','A368-12','PdXtQLnmpYSko', 'SU')
('AC12058-2022-11-01-6764','A376-14','R', 'LB')
('AC12058-2022-11-01-6766','A376-16','ixGRAjTnkxMgNEzc', 'UB')
('SL12058-2022-11-01-6749','S282-5','DTigKSEP', 'MB')
('SL04652-2022-11-01-6736','S281-16','fRbkYAyiGkQB', 'SU')
('AC04652-2022-11-01-6832','A380-10','SLJKomwElXxpYIYl', 'UB')
('SL04652-2022-11-02-6841','S286-1','qvBO', 'LB')
('AC22517-2022-11-02-6860','A382-2','ZzkQGQQFS', 'LB')
('AC04652-2022-11-02-6748','A375-16','ceVohlBeY', 'UB')
('AC04652-2022-11-01-6840','A380-18','XpyVRpQRTfQH', 'SU')
('SL04652-2022-11-01-6741','S281-21','rohaMQWpTAwWQQR', 'MB')
('SL04652-2022-11-02-6847','S286-7','TdMpKTsRAaLnFMY', 'SL')
('SL04652-2022-11-01-6743','S281-23','UTHXJATfcptmVa', 'SL')
('SL22517-2022-11-02-6838','S285-22','zMU', 'UB')
('AC22517-2022-11-01-6675','A371-15','IKsiyZXpBpdiAB', 'UB')
('AC22517-2022-11-02-6877','A383-1','qMjKoGNiqM', 'LB')
('SL04652-2022-11-01-6747','S282-3','dCnHIVVClzZHy', 'UB')
('SL12058-2022-11-01-6767','S282-23','rgpyZWpBiu', 'SL')
('AC22517-2022-11-02-6881','A383-5','nhNmYTZDe', 'SL')
('AC12058-2022-11-01-6834','A380-12','DmzPHGTrOwoBcW', 'SU')
('AC04652-2022-11-02-6760','A376-10','fmKlqOGvNIMXv', 'UB')
('AC04652-2022-11-01-6853','A381-13','hmFEmHctGOjrEBpq', 'LB')
('AC22517-2022-11-02-6891','A383-15','mVtOkvn', 'UB')
('AC04652-2022-11-01-6855','A381-15','dEvEoCLYt', 'UB')
('AC04652-2022-11-01-6857','A381-17','PONZMrPccoXqUsih', 'SL')
('AC04652-2022-11-01-6858','A381-18','tAPuq', 'SU')
('SL22517-2022-11-02-6857','S286-17','pC', 'LB')
('AC04652-2022-11-02-6787','A378-1','QRdHkyzuJIvUxhY', 'LB')
('AC04652-2022-11-01-6906','A384-12','IwShtDwvqhrXLjdQ', 'SU')
('AC04652-2022-11-01-6907','A384-13','cKrCQGQHZEuJdMt', 'LB')
('SL22517-2022-11-02-6904','S288-16','rKYMfNe', 'SU')
('SL04652-2022-11-01-6815','S284-23','CgelBYqr', 'SL')
('AC04652-2022-11-02-6811','A379-7','rhtb', 'LB')
('AC22517-2022-11-01-6753','A376-3','aKpLNUJXYWxYhKXR', 'UB')
('AC12058-2022-11-01-6902','A384-8','imvKIh', 'LB')
('AC22517-2022-11-01-6764','A376-14','TAVMqriUe', 'LB')
('AC04652-2022-11-01-6922','A385-10','sGyuEgvDPMkgK', 'UB')
('SL04652-2022-11-01-6832','S285-16','yriFtkIdRfwmbbY', 'SU')
('AC04652-2022-11-01-6929','A385-17','QedLhvAiLZmSsx', 'SL')
('SL04652-2022-11-02-6925','S289-13','dIPbZHsDdBEiDBc', 'MB')
('SL04652-2022-11-01-6842','S286-2','cAwHWzEQGiu', 'MB')
('AC04652-2022-11-01-6937','A386-7','kdqJf', 'LB')
('SL22517-2022-11-02-6930','S289-18','eWiVjNIZtnh', 'MB')
('SL04652-2022-11-02-6935','S289-23','nBLnwmgpXgRwi', 'SL')
('AC22517-2022-11-02-6963','A387-15','DfgGF', 'UB')
('AC22517-2022-11-02-6964','A387-16','McDzXhlxIB', 'UB')
('SL12058-2022-11-01-6840','S285-24','bcKDN', 'SU')
('AC22517-2022-11-01-6782','A377-14','M', 'LB')
('AC12058-2022-11-01-6927','A385-15','sicuYPfJpbAjKwzY', 'UB')
('AC22517-2022-11-01-6784','A377-16','QbCAgOCSTf', 'UB')
('AC12058-2022-11-01-6929','A385-17','tfqW', 'SL')
('SL12058-2022-11-01-6847','S286-7','HWVCEvr', 'SL')
('SL22517-2022-11-01-6825','S285-9','IqPCHKODfbOFQJd', 'LB')
('SL12058-2022-11-01-6849','S286-9','WPDQhCPCLrXaxkF', 'LB')
('AC22517-2022-11-01-6794','A378-8','M', 'LB')
('SL22517-2022-11-01-6832','S285-16','bESGu', 'SU')
('SL04652-2022-11-01-6856','S286-16','GUIRMRYVI', 'SU')
('AC12058-2022-11-01-6934','A386-4','zOUdJVIL', 'UB')
('AC04652-2022-11-02-6842','A381-2','C', 'LB')
('AC04652-2022-11-02-6843','A381-3','oDZZ', 'UB')
('SL04652-2022-11-01-6865','S287-1','PWhIo', 'LB')
('SL22517-2022-11-01-6834','S285-18','wOnJiCCUcSwpkJf', 'MB')
('SL12058-2022-11-01-6865','S287-1','tQCljQoEM', 'LB')
('SL04652-2022-11-01-6867','S287-3','CkBZRBNuIhQIkFq', 'UB')
('AC22517-2022-11-01-6809','A379-5','JrCtGEHKrwmYe', 'SL')
('SL22517-2022-11-02-6959','S290-23','ijxct', 'SL')
('AC04652-2022-11-01-6955','A387-7','qgBSYXXIq', 'LB')
('SL12058-2022-11-01-6867','S287-3','jJMzjukqCygiCIx', 'UB')
('AC22517-2022-11-02-6984','A388-18','HPkFh', 'SU')
('AC04652-2022-11-01-6958','A387-10','kvaSwTIDLxX', 'UB')
('SL22517-2022-11-02-6963','S291-3','TpQeMfGibkQAkaK', 'UB')
('AC12058-2022-11-01-6945','A386-15','FLwOvksazNEim', 'UB')
('AC04652-2022-11-01-6963','A387-15','fZnVvPDk', 'UB')
('AC04652-2022-11-01-6966','A387-18','HZJA', 'SU')
('SL04652-2022-11-02-6974','S291-14','JBRHnJi', 'UB')
('SL12058-2022-11-01-6872','S287-8','xMBKczyqtYcXU', 'SU')
('SL12058-2022-11-01-6873','S287-9','kPLpiG', 'LB')
('AC22517-2022-11-01-6854','A381-14','WiJcdxPbc', 'LB')
('AC22517-2022-11-02-7028','A391-8','IbLixPEMrr', 'LB')
('AC22517-2022-11-02-7034','A391-14','iH', 'LB')
('SL04652-2022-11-01-6903','S288-15','mItUdrIKJABIMG', 'SL')
('SL22517-2022-11-01-6891','S288-3','qwwBObL', 'UB')
('AC12058-2022-11-01-7003','A390-1','yqWL', 'LB')
('AC04652-2022-11-01-7005','A390-3','jmaYzabHW', 'UB')
('AC22517-2022-11-01-6876','A382-18','pkqdUoYELzv', 'SU')
('AC22517-2022-11-02-7044','A392-6','f', 'SU')
('SL04652-2022-11-02-7050','S294-18','RBFRO', 'MB')
('AC04652-2022-11-02-6926','A385-14','TKiUtQTuALM', 'LB')
('SL12058-2022-11-01-6954','S290-18','dStGaZEq', 'MB')
('AC22517-2022-11-01-6906','A384-12','TOjY', 'SU')
('SL12058-2022-11-01-6963','S291-3','a', 'UB')
('SL04652-2022-11-02-7061','S295-5','wzhYumfQVM', 'MB')
('SL22517-2022-11-02-7057','S295-1','gZiWLTK', 'LB')
('SL12058-2022-11-01-6966','S291-6','dOcgeZOUAQpAqzy', 'UB')
('SL22517-2022-11-01-6930','S289-18','ASDBdNswslPNIDP', 'MB')
('AC22517-2022-11-01-6919','A385-7','CjpMyhNappYCdE', 'LB')
('AC12058-2022-11-01-7038','A391-18','IxLxZw', 'SU')
('AC04652-2022-11-01-7047','A392-9','pADuaxuGWVdXe', 'UB')
('SL04652-2022-11-02-7066','S295-10','PZOKv', 'MB')
('AC22517-2022-11-02-7092','A394-18','kjaLuBPofjfDca', 'SU')
('SL04652-2022-11-02-7068','S295-12','WwCmlMOKJPBihb', 'LB')
('SL04652-2022-11-01-6968','S291-8','kRgMqqGYPEdZu', 'SU')
('SL04652-2022-11-02-7071','S295-15','FIhn', 'SL')
('AC22517-2022-11-02-7097','A395-5','GulIsu', 'SL')
('SL04652-2022-11-01-6970','S291-10','aOkMAgoGZc', 'MB')
('SL12058-2022-11-01-6977','S291-17','XWhdXFx', 'LB')
('SL12058-2022-11-01-6979','S291-19','UzuFqOWj', 'UB')
('SL22517-2022-11-01-6946','S290-10','wE', 'MB')
('AC12058-2022-11-01-7048','A392-10','cxFWLvnSgOrMBWH', 'UB')
('SL04652-2022-11-01-6974','S291-14','ms', 'UB')
('SL22517-2022-11-02-7069','S295-13','LjJSYrTAeQzwnBAs', 'MB')
('SL22517-2022-11-01-6950','S290-14','P', 'UB')
('AC22517-2022-11-01-6931','A386-1','LETR', 'LB')
('SL22517-2022-11-02-7072','S295-16','A', 'SU')
('SL22517-2022-11-01-6952','S290-16','MNq', 'SU')
('SL04652-2022-11-01-6978','S291-18','sMnEwsGCr', 'MB')
('AC22517-2022-11-02-7106','A395-14','yIH', 'LB')
('AC22517-2022-11-02-7107','A395-15','EkxjNXtBWWZNF', 'UB')
('SL04652-2022-11-01-6979','S291-19','JtBPTjksxPIucHf', 'UB')
('SL12058-2022-11-01-6986','S292-2','yNhbtMhtOka', 'MB')
('SL22517-2022-11-02-7074','S295-18','PoIgWYxq', 'MB')
('SL22517-2022-11-01-6953','S290-17','EOgsve', 'LB')
('AC04652-2022-11-01-7063','A393-7','sBlDXpXT', 'LB')
('SL22517-2022-11-01-6956','S290-20','TyEBd', 'LB')
('SL12058-2022-11-01-6993','S292-9','ObktmQuStKvey', 'LB')
('SL04652-2022-11-02-7090','S296-10','qhyaCCx', 'MB')
('SL12058-2022-11-01-6996','S292-12','ceEVGgA', 'LB')
('SL22517-2022-11-02-7077','S295-21','oLC', 'MB')
('SL04652-2022-11-02-7092','S296-12','zgyrekFyyFWBV', 'LB')
('SL12058-2022-11-01-6999','S292-15','UQUw', 'SL')
('AC22517-2022-11-01-6943','A386-13','yBlVEhRx', 'LB')
('SL12058-2022-11-01-7000','S292-16','pvbWuzkkasQUg', 'SU')
('SL22517-2022-11-02-7082','S296-2','KtabNJKEVd', 'MB')
('SL22517-2022-11-02-7083','S296-3','uTAsBHqCCCK', 'UB')
('SL22517-2022-11-02-7084','S296-4','VwNfmKkxVQCCrmjW', 'LB')
