('SL04652-2022-11-02-5','S1-5','riHEfALcuTXYKB', 'MB')
('AC04652-2022-11-02-8740','A486-10','RUPyoKp', 'UB')
('SL22517-2022-11-01-8752','S365-16','AbzVlNAXOz', 'SU')
('SL22517-2022-11-02-8842','S369-10','ddCfVWjMIfabq', 'MB')
('SL04652-2022-11-02-8875','S370-19','QrwMgZne', 'UB')
('SL22517-2022-11-01-8754','S365-18','Pi', 'MB')
('SL04652-2022-11-01-8769','S366-9','IHYYtSJKX', 'LB')
('SL04652-2022-11-01-8770','S366-10','fMCUKPbJG', 'MB')
('AC22517-2022-11-02-8980','A499-16','LfjsXwiE', 'UB')
('AC22517-2022-11-02-8981','A499-17','JSjdPKqoghfOmt', 'SL')
('SL22517-2022-11-01-8758','S365-22','nQuQOPCPA', 'UB')
('AC12058-2022-11-01-8842','A492-4','rbsYZqMMQBdaE', 'UB')
('SL04652-2022-11-02-8879','S370-23','GuTWMHzc', 'SL')
('SL04652-2022-11-01-8775','S366-15','AnIIKlHFGo', 'SL')
('SL04652-2022-11-02-8882','S371-2','JACauhIc', 'MB')
('AC22517-2022-11-02-8985','A500-3','ayBONrZcXvUdll', 'UB')
('SL22517-2022-11-01-8765','S366-5','NCtImsrYvuccRn', 'MB')
('AC22517-2022-11-02-8987','A500-5','ynxxiUHmyOu', 'SL')
('AC12058-2022-11-01-8845','A492-7','MUuDwxCF', 'LB')
('SL12058-2022-11-01-8807','S367-23','wajkAoMweE', 'SL')
('AC22517-2022-11-01-8758','A487-10','tH', 'UB')
('AC22517-2022-11-01-8759','A487-11','yOGtdkcdKJVl', 'SL')
('SL12058-2022-11-01-8810','S368-2','mPT', 'MB')
('SL12058-2022-11-01-8812','S368-4','akxqXaw', 'LB')
('SL04652-2022-11-02-8891','S371-11','NLDfIZ', 'UB')
('SL04652-2022-11-01-8782','S366-22','OPB', 'UB')
('AC04652-2022-11-02-8755','A487-7','wI', 'LB')
('AC22517-2022-11-02-8992','A500-10','QJhFDukgMsyRlry', 'UB')
('SL22517-2022-11-02-8865','S370-9','tXxHeEJrZe', 'LB')
('AC12058-2022-11-01-8860','A493-4','SYIikU', 'UB')
('SL22517-2022-11-01-8780','S366-20','DQfYSHDdKADkXCo', 'LB')
('SL04652-2022-11-01-8785','S367-1','NMElbLtVoacwty', 'LB')
('SL12058-2022-11-01-8822','S368-14','BDOiSvKClEhkcUI', 'UB')
('SL04652-2022-11-01-8787','S367-3','EiG', 'UB')
('SL22517-2022-11-01-8782','S366-22','DTQFDKOHvl', 'UB')
('AC22517-2022-11-02-9000','A500-18','lDVwqoGAksfr', 'SU')
('AC12058-2022-11-01-8863','A493-7','CYM', 'LB')
('AC22517-2022-11-02-9001','A501-1','oTiK', 'LB')
('SL22517-2022-11-01-8793','S367-9','JNFNilPVaPwvk', 'LB')
('SL12058-2022-11-01-8831','S368-23','zQYyxQoz', 'SL')
('SL04652-2022-11-01-8795','S367-11','DJB', 'UB')
('AC22517-2022-11-01-8779','A488-13','nGqPxjXb', 'LB')
('SL22517-2022-11-01-8797','S367-13','JCEXE', 'MB')
('AC12058-2022-11-01-8871','A493-15','VfBJGbYxQ', 'UB')
('AC04652-2022-11-02-8770','A488-4','tdGRqGSPwv', 'UB')
('SL12058-2022-11-01-8835','S369-3','J', 'UB')
('AC04652-2022-11-01-8911','A496-1','CL', 'LB')
('SL12058-2022-11-01-8837','S369-5','rHWlRMZgO', 'MB')
('SL12058-2022-11-01-8838','S369-6','FnGcHikYS', 'UB')
('SL22517-2022-11-01-8800','S367-16','kRkdKuOplbX', 'SU')
('SL12058-2022-11-01-8840','S369-8','NqmjfjDRpRGM', 'SU')
('AC12058-2022-11-01-8874','A493-18','zqSSFGzYQaVGnYz', 'SU')
('SL22517-2022-11-02-8884','S371-4','cTPMkaMpErllWpu', 'LB')
('SL04652-2022-11-01-8806','S367-22','tVzfsDJGQeCQZfQS', 'UB')
('SL12058-2022-11-01-8846','S369-14','hCFGynHKjs', 'UB')
('AC22517-2022-11-02-9025','A502-7','VJ', 'LB')
('SL12058-2022-11-01-8849','S369-17','hokYQRgY', 'LB')
('AC22517-2022-11-01-8791','A489-7','KPEysRAsHcdOJ', 'LB')
('AC12058-2022-11-01-8879','A494-5','qAMK', 'SL')
('SL04652-2022-11-01-8810','S368-2','aMOW', 'MB')
('SL04652-2022-11-02-8919','S372-15','KI', 'SL')
('AC22517-2022-11-02-9031','A502-13','BvhbrBxF', 'LB')
('SL04652-2022-11-02-8920','S372-16','iRXCAxxCInbQ', 'SU')
('SL04652-2022-11-01-8812','S368-4','Hkd', 'LB')
('AC22517-2022-11-02-9034','A502-16','kLig', 'UB')
('SL04652-2022-11-02-8922','S372-18','UoCWhwP', 'MB')
('SL04652-2022-11-02-8923','S372-19','WVfPQaUOBlAgR', 'UB')
('AC22517-2022-11-02-9037','A503-1','F', 'LB')
('SL22517-2022-11-02-8901','S371-21','sVrLr', 'MB')
('SL12058-2022-11-01-8856','S369-24','KVtN', 'SU')
('SL04652-2022-11-01-8823','S368-15','MCDkQyrU', 'SL')
('SL04652-2022-11-01-8824','S368-16','jOnszxpmSZnxXqX', 'SU')
('SL04652-2022-11-02-8927','S372-23','VhCzNscdlYgSvm', 'SL')
('AC22517-2022-11-02-9047','A503-11','JVxfQoMwj', 'SL')
('AC12058-2022-11-01-8894','A495-2','Bwy', 'LB')
('SL22517-2022-11-01-8824','S368-16','jQNftYgrSzAIQ', 'SU')
('AC04652-2022-11-01-8942','A497-14','kjWyDyvsrlOU', 'LB')
('SL22517-2022-11-02-8914','S372-10','Xd', 'MB')
('AC04652-2022-11-01-8946','A497-18','KSyvWN', 'SU')
('SL22517-2022-11-01-8833','S369-1','jJ', 'LB')
('SL22517-2022-11-02-8920','S372-16','hpkt', 'SU')
('AC12058-2022-11-01-8904','A495-12','TH', 'SU')
('AC22517-2022-11-02-9058','A504-4','hiiDbxUB', 'UB')
('SL12058-2022-11-01-8871','S370-15','aZ', 'SL')
('AC04652-2022-11-02-8803','A490-1','fUmkvTmuETNNCEh', 'LB')
('AC04652-2022-11-01-8955','A498-9','QgvKZHohtYpsqYcE', 'UB')
('SL12058-2022-11-01-8874','S370-18','RnQzDepLi', 'MB')
('SL12058-2022-11-01-8875','S370-19','d', 'UB')
('SL12058-2022-11-01-8876','S370-20','TEfduyljEfMKXa', 'LB')
('AC22517-2022-11-02-9061','A504-7','VQwupgaejstHU', 'LB')
('AC04652-2022-11-02-8813','A490-11','Wm', 'SL')
('SL22517-2022-11-02-8933','S373-5','CunUvFPFEd', 'MB')
('AC04652-2022-11-01-8966','A499-2','ziaMD', 'LB')
('AC22517-2022-11-02-9069','A504-15','BWfeXxZrp', 'UB')
('SL22517-2022-11-01-8843','S369-11','mTYEQPD', 'UB')
('SL22517-2022-11-01-8844','S369-12','CR', 'LB')
('AC22517-2022-11-01-8829','A491-9','iNRXONpvhURsOF', 'UB')
('SL22517-2022-11-02-8940','S373-12','qxJRIQb', 'LB')
('SL22517-2022-11-01-8847','S369-15','PBQSAIznBHwcKye', 'SL')
('SL04652-2022-11-02-8958','S374-6','b', 'UB')
('AC22517-2022-11-02-9076','A505-4','PYsYRQKeYBzBnR', 'UB')
('SL22517-2022-11-02-8952','S373-24','qNhKju', 'SU')
('AC12058-2022-11-01-8925','A496-15','zS', 'UB')
('SL12058-2022-11-01-8899','S371-19','RaDLTdEGiEpzyEYY', 'UB')
('SL12058-2022-11-01-8900','S371-20','mmwyefOanOqUebI', 'LB')
('SL12058-2022-11-01-8901','S371-21','OWNmtQJDt', 'MB')
('AC22517-2022-11-01-8841','A492-3','HGVOUXRqhT', 'UB')
('SL04652-2022-11-02-8967','S374-15','oyYHCACMKC', 'SL')
('SL22517-2022-11-01-8863','S370-7','iwtSowcDSkTOfvaL', 'SL')
('SL22517-2022-11-01-8864','S370-8','rWObwqvr', 'SU')
('SL04652-2022-11-02-8969','S374-17','LboK', 'LB')
('SL12058-2022-11-01-8909','S372-5','WJNqkBl', 'MB')
('AC22517-2022-11-01-8843','A492-5','WCChT', 'SL')
('AC22517-2022-11-01-8844','A492-6','eiUFwXInOcF', 'SU')
('SL04652-2022-11-01-8866','S370-10','kUPrIKwtDpVRXp', 'MB')
('AC22517-2022-11-01-8846','A492-8','WJ', 'LB')
('SL22517-2022-11-02-8967','S374-15','YyRBm', 'SL')
('SL04652-2022-11-01-8869','S370-13','hU', 'MB')
('AC22517-2022-11-01-8853','A492-15','SBE', 'UB')
('SL22517-2022-11-01-8874','S370-18','aepsx', 'MB')
('AC04652-2022-11-02-8839','A492-1','gMHndXLLfr', 'LB')
('AC22517-2022-11-01-8857','A493-1','JKnfiu', 'LB')
('SL22517-2022-11-02-8981','S375-5','rEpSopMWajvLx', 'MB')
('SL04652-2022-11-01-8883','S371-3','kTJTL', 'UB')
('AC04652-2022-11-02-8846','A492-8','iK', 'LB')
('AC12058-2022-11-01-8949','A498-3','tFTSknutYb', 'UB')
('SL12058-2022-11-01-8923','S372-19','VaLSnJgSEZlatj', 'UB')
('SL22517-2022-11-01-8878','S370-22','hhCAWA', 'UB')
('AC22517-2022-11-02-9105','A506-15','EQmpq', 'UB')
('SL22517-2022-11-01-8914','S372-10','KzaA', 'MB')
('SL22517-2022-11-02-9014','S376-14','qSWojNpcFM', 'UB')
('AC04652-2022-11-02-8883','A494-9','OgBbNVo', 'UB')
('AC04652-2022-11-02-8884','A494-10','WAfDJOCQhiu', 'UB')
('SL22517-2022-11-02-9017','S376-17','ursFhxrdIIYJ', 'LB')
('SL04652-2022-11-01-8929','S373-1','UIELKGetUGClpb', 'LB')
('SL12058-2022-11-01-8974','S374-22','aVDQVPhXlmolS', 'UB')
('AC12058-2022-11-01-8978','A499-14','ZMKyhN', 'LB')
('SL04652-2022-11-02-9016','S376-16','CPfhWnOwDlxs', 'SU')
('SL22517-2022-11-02-9027','S377-3','uao', 'UB')
('SL04652-2022-11-02-9020','S376-20','VlwqE', 'LB')
('AC22517-2022-11-02-9139','A508-13','FYfCWeXQzZLTB', 'LB')
('AC22517-2022-11-01-8901','A495-9','tWQjJUoeV', 'UB')
('SL22517-2022-11-02-9031','S377-7','CuIVtCnl', 'SL')
('AC04652-2022-11-02-8899','A495-7','MxSyrpoggGKrL', 'LB')
('SL22517-2022-11-02-9032','S377-8','ZfVBD', 'SU')
('SL04652-2022-11-02-9021','S376-21','xsQoYfol', 'MB')
('AC12058-2022-11-01-8995','A500-13','bhLldavfhvm', 'LB')
('SL22517-2022-11-02-9037','S377-13','VFrbRvCqqZkG', 'MB')
('AC22517-2022-11-02-9150','A509-6','iBeGZPQmGNZENg', 'SU')
('AC04652-2022-11-02-8909','A495-17','YhFJBfrKfNKQ', 'SL')
('SL04652-2022-11-02-9028','S377-4','rpUYUs', 'LB')
('SL04652-2022-11-01-8937','S373-9','RCBpM', 'LB')
('AC22517-2022-11-02-9151','A509-7','JlQl', 'LB')
('AC12058-2022-11-01-9001','A501-1','hPqhdc', 'LB')
('AC22517-2022-11-02-9153','A509-9','svbA', 'UB')
('SL12058-2022-11-01-8997','S375-21','JnxFInVDOf', 'MB')
('SL22517-2022-11-02-9041','S377-17','SJHxvAOCILNJV', 'LB')
('AC22517-2022-11-02-9156','A509-12','EaSMaXTyQ', 'SU')
('AC22517-2022-11-01-8917','A496-7','XeKm', 'LB')
('AC04652-2022-11-02-8916','A496-6','RWIivImjJzGDMs', 'SU')
('AC12058-2022-11-01-9013','A501-13','qJKNEoOYAT', 'LB')
('AC22517-2022-11-02-9161','A509-17','QftfLTnwjvRb', 'SL')
('AC04652-2022-11-01-9060','A504-6','QtugtuHG', 'SU')
('SL22517-2022-11-01-8947','S373-19','Tn', 'UB')
('SL04652-2022-11-02-9043','S377-19','HF', 'UB')
('SL04652-2022-11-01-8950','S373-22','LSTO', 'UB')
('AC22517-2022-11-01-8926','A496-16','vPeDEfYWbP', 'UB')
('AC22517-2022-11-02-9168','A510-6','ImcQFHiKTtqYlmee', 'SU')
('AC12058-2022-11-01-9020','A502-2','rjadLRqwycMC', 'LB')
('AC12058-2022-11-01-9021','A502-3','j', 'UB')
('AC22517-2022-11-01-8929','A497-1','CkLTR', 'LB')
('AC12058-2022-11-01-9023','A502-5','MDclEQnEdn', 'SL')
('SL04652-2022-11-02-9047','S377-23','ISREpbXYoOB', 'SL')
('SL12058-2022-11-01-9019','S376-19','eooqZh', 'UB')
('SL04652-2022-11-01-8956','S374-4','RsefgJ', 'LB')
('AC22517-2022-11-02-9176','A510-14','OrOl', 'LB')
('SL22517-2022-11-01-8967','S374-15','mTHlJUTWThbNeL', 'SL')
('SL22517-2022-11-01-8971','S374-19','rPIKBgS', 'UB')
('AC22517-2022-11-02-9183','A511-3','doumxyGbMSr', 'UB')
('AC04652-2022-11-02-8946','A497-18','pfHzceM', 'SU')
('SL22517-2022-11-01-8975','S374-23','IjwIDTXLS', 'SL')
('SL04652-2022-11-01-8967','S374-15','IKj', 'SL')
('SL22517-2022-11-02-9070','S378-22','GQGazEMkPFVCdEKm', 'UB')
('AC04652-2022-11-02-8950','A498-4','ZN', 'UB')
('AC22517-2022-11-02-9186','A511-6','cbwyvD', 'SU')
('SL04652-2022-11-02-9058','S378-10','BUFvKpwJGJ', 'MB')
('AC22517-2022-11-02-9187','A511-7','GaffNsRiLjIL', 'LB')
('AC22517-2022-11-01-8946','A497-18','cVtNfPPHCjIJCkSi', 'SU')
('AC22517-2022-11-02-9191','A511-11','BgYO', 'SL')
('SL12058-2022-11-01-9042','S377-18','WlsCbASbIPSI', 'MB')
('AC22517-2022-11-02-9195','A511-15','F', 'UB')
('AC12058-2022-11-01-9046','A503-10','dXaRfrGhNoazOQPv', 'UB')
('SL04652-2022-11-02-9066','S378-18','TLBO', 'MB')
('SL04652-2022-11-02-9067','S378-19','wMVJ', 'UB')
('AC22517-2022-11-01-8951','A498-5','pZYXdYu', 'SL')
('AC04652-2022-11-01-9097','A506-7','AdtbaFuxkGtwK', 'LB')
('AC04652-2022-11-02-8961','A498-15','mtkVp', 'UB')
('AC12058-2022-11-01-9048','A503-12','IAIpj', 'SU')
('SL04652-2022-11-01-8986','S375-10','Wrv', 'MB')
('AC12058-2022-11-01-9052','A503-16','opBQDazBSpmLCqk', 'UB')
('SL12058-2022-11-01-9056','S378-8','s', 'SU')
('SL22517-2022-11-01-8991','S375-15','icJXzJIZWjQzjaGU', 'SL')
('SL22517-2022-11-02-9084','S379-12','FLzXqkYDfvnliY', 'LB')
('AC12058-2022-11-01-9056','A504-2','uftp', 'LB')
('SL12058-2022-11-01-9064','S378-16','KI', 'SU')
('SL04652-2022-11-01-8995','S375-19','sMBAnRjmUx', 'UB')
('SL22517-2022-11-02-9090','S379-18','QbSbX', 'MB')
('AC12058-2022-11-01-9063','A504-9','aZC', 'UB')
('AC04652-2022-11-01-9111','A507-3','ZvoujwQtgfTmGd', 'UB')
('SL22517-2022-11-01-8997','S375-21','ogHzTUHuJz', 'MB')
('AC12058-2022-11-01-9065','A504-11','UFybfa', 'SL')
('AC22517-2022-11-01-8966','A499-2','WZO', 'LB')
('SL22517-2022-11-01-9000','S375-24','arCUyAdZnAHzs', 'SU')
('SL22517-2022-11-01-9001','S376-1','qGzdQFgJmfLBFw', 'LB')
('AC04652-2022-11-01-9120','A507-12','AJJaGvN', 'SU')
('AC22517-2022-11-01-8972','A499-8','IZZtkSBl', 'LB')
('AC22517-2022-11-02-9215','A512-17','gCF', 'SL')
('AC22517-2022-11-02-9216','A512-18','oLoyIruM', 'SU')
('SL12058-2022-11-01-9071','S378-23','nBMxHGmUmG', 'SL')
('SL12058-2022-11-01-9075','S379-3','LMiCRLNcFcVRCZO', 'UB')
('SL22517-2022-11-01-9009','S376-9','TyDtz', 'LB')
('AC12058-2022-11-01-9083','A505-11','lzRrNUONMQV', 'SL')
('SL04652-2022-11-02-9097','S380-1','KcxzmKbyKKrXBKJq', 'LB')
('SL12058-2022-11-01-9079','S379-7','p', 'SL')
('SL12058-2022-11-01-9080','S379-8','JUbdpMyaWSpKMTpR', 'SU')
('SL22517-2022-11-02-9112','S380-16','ErDdRnSSRQ', 'SU')
('AC04652-2022-11-01-9131','A508-5','omNAnbZIRKSEIleu', 'SL')
('AC12058-2022-11-01-9088','A505-16','pHCodXCevWkCSvqj', 'UB')
('SL22517-2022-11-01-9013','S376-13','masLighjFVSgslK', 'MB')
('SL04652-2022-11-01-9011','S376-11','afc', 'UB')
('AC22517-2022-11-01-8980','A499-16','EkoTKHTZq', 'UB')
('AC04652-2022-11-01-9134','A508-8','JOLbZFkQa', 'LB')
('SL22517-2022-11-02-9122','S381-2','ESRmSKSx', 'MB')
('SL12058-2022-11-01-9089','S379-17','WCcAPzplNAOQqGlv', 'LB')
('SL04652-2022-11-02-9111','S380-15','RuxnsdJPhC', 'SL')
('AC12058-2022-11-01-9093','A506-3','jYmfivEpvHOwt', 'UB')
('AC22517-2022-11-02-9228','A513-12','JXKqdcfvXwrOMm', 'SU')
('AC04652-2022-11-01-9143','A508-17','tGBHdAZ', 'SL')
('AC12058-2022-11-01-9094','A506-4','yUkBsK', 'UB')
('SL04652-2022-11-02-9116','S380-20','GOeBY', 'LB')
('AC22517-2022-11-02-9231','A513-15','yjOXEEllBP', 'UB')
('SL22517-2022-11-02-9131','S381-11','ZASQzKAivxIeHQPa', 'UB')
('SL04652-2022-11-01-9019','S376-19','PbIL', 'UB')
('SL12058-2022-11-01-9102','S380-6','aGzKXWvcKFDMdcIo', 'UB')
('AC12058-2022-11-01-9097','A506-7','rbR', 'LB')
('AC04652-2022-11-01-9150','A509-6','dG', 'SU')
('SL04652-2022-11-01-9026','S377-2','kgVc', 'MB')
('AC04652-2022-11-01-9151','A509-7','DfNCjX', 'LB')
('SL04652-2022-11-02-9123','S381-3','nNyqNbbQD', 'UB')
('AC22517-2022-11-02-9239','A514-5','PaDt', 'SL')
('SL04652-2022-11-01-9029','S377-5','It', 'MB')
('AC04652-2022-11-01-9153','A509-9','UoUdKfGvbKbA', 'UB')
('AC04652-2022-11-02-9002','A501-2','EEDQQntKI', 'LB')
('SL22517-2022-11-02-9141','S381-21','OTzyhKvtViN', 'MB')
('AC04652-2022-11-02-9003','A501-3','J', 'UB')
('AC22517-2022-11-02-9245','A514-11','Yqic', 'SL')
('SL22517-2022-11-02-9142','S381-22','ynApYamSpzI', 'UB')
('AC12058-2022-11-01-9103','A506-13','aVOS', 'LB')
('SL12058-2022-11-01-9114','S380-18','zajs', 'MB')
('AC12058-2022-11-01-9106','A506-16','uQ', 'UB')
('AC04652-2022-11-01-9159','A509-15','M', 'UB')
('AC04652-2022-11-02-9006','A501-6','BcITMyzY', 'SU')
('AC12058-2022-11-01-9111','A507-3','ILcNlZDi', 'UB')
('AC04652-2022-11-01-9162','A509-18','cWoLXqusdgYeDsqY', 'SU')
('SL04652-2022-11-02-9133','S381-13','dtctSO', 'MB')
('AC12058-2022-11-01-9114','A507-6','N', 'SU')
('SL12058-2022-11-01-9121','S381-1','KB', 'LB')
('AC04652-2022-11-02-9010','A501-10','dXKZtcJ', 'UB')
('SL22517-2022-11-01-9041','S377-17','QEyPC', 'LB')
('AC04652-2022-11-01-9165','A510-3','feGsgX', 'UB')
('SL12058-2022-11-01-9124','S381-4','AOAcoVgLOxGImaeh', 'LB')
('AC22517-2022-11-02-9259','A515-7','W', 'LB')
('AC04652-2022-11-02-9015','A501-15','dMsLOMjic', 'UB')
('AC04652-2022-11-01-9166','A510-4','MXJICQNOsAHPgE', 'UB')
('SL22517-2022-11-02-9151','S382-7','Ai', 'SL')
('SL04652-2022-11-02-9140','S381-20','TmOLDuxhpbUDt', 'LB')
('AC12058-2022-11-01-9120','A507-12','jBAfhWvEz', 'SU')
('AC04652-2022-11-02-9019','A502-1','s', 'LB')
('SL22517-2022-11-02-9153','S382-9','bndDgazlAWZpsW', 'LB')
('SL04652-2022-11-01-9051','S378-3','nySlQdySGwpKd', 'UB')
('AC04652-2022-11-01-9170','A510-8','QCgPzIZo', 'LB')
('SL12058-2022-11-01-9133','S381-13','WnIerlgOkgF', 'MB')
('AC04652-2022-11-02-9020','A502-2','IYcnWts', 'LB')
('AC22517-2022-11-02-9264','A515-12','uTHudFGVCuSlKZa', 'SU')
('SL22517-2022-11-01-9055','S378-7','SySbhcMslPDUpU', 'SL')
('AC04652-2022-11-01-9174','A510-12','G', 'SU')
('AC04652-2022-11-01-9175','A510-13','oy', 'LB')
('AC04652-2022-11-02-9024','A502-6','RtYTs', 'SU')
('AC22517-2022-11-01-9010','A501-10','uhAwDzNawx', 'UB')
('AC04652-2022-11-02-9025','A502-7','ZtxUXyKbFDR', 'LB')
('AC04652-2022-11-01-9177','A510-15','TEaL', 'UB')
('AC22517-2022-11-01-9013','A501-13','p', 'LB')
('AC22517-2022-11-02-9268','A515-16','uxZciGbvT', 'UB')
('SL04652-2022-11-01-9057','S378-9','vHTVR', 'LB')
('SL22517-2022-11-02-9165','S382-21','c', 'MB')
('AC22517-2022-11-01-9018','A501-18','DPfTZSHKWTcEYYax', 'SU')
('AC04652-2022-11-02-9030','A502-12','fF', 'SU')
('AC04652-2022-11-02-9031','A502-13','JorltwCEEHJZX', 'LB')
('AC04652-2022-11-01-9184','A511-4','LVPuDBcEVaCur', 'UB')
('AC12058-2022-11-01-9133','A508-7','XQZl', 'LB')
('AC22517-2022-11-01-9021','A502-3','UmTdCrsqxPr', 'UB')
('AC12058-2022-11-01-9135','A508-9','DXWi', 'UB')
('AC22517-2022-11-02-9278','A516-8','YwUcvVuBrjx', 'LB')
('AC22517-2022-11-02-9279','A516-9','DXvchuOoZrtwJUG', 'UB')
('AC22517-2022-11-01-9025','A502-7','UkpoBePLYu', 'LB')
('AC22517-2022-11-02-9283','A516-13','FbJNVhisFhlbyzUb', 'LB')
('AC04652-2022-11-02-9038','A503-2','VcfzI', 'LB')
('AC12058-2022-11-01-9141','A508-15','iXdWch', 'UB')
('AC04652-2022-11-02-9042','A503-6','DTHATBGPcdmbC', 'SU')
('SL04652-2022-11-01-9076','S379-4','ZkfFZIDIjc', 'LB')
('SL12058-2022-11-01-9159','S382-15','ALUNNKtORRBDdHP', 'SL')
('AC12058-2022-11-01-9149','A509-5','xvRcqvmDHuFdUIEm', 'SL')
('SL22517-2022-11-02-9182','S383-14','skbt', 'UB')
('AC12058-2022-11-01-9152','A509-8','HBznBQPxgj', 'LB')
('AC22517-2022-11-01-9038','A503-2','xLFykPrYZWjp', 'LB')
('AC22517-2022-11-01-9039','A503-3','GsntfVyU', 'UB')
('SL12058-2022-11-01-9168','S382-24','lOy', 'SU')
('AC22517-2022-11-02-9298','A517-10','egRNC', 'UB')
('SL22517-2022-11-02-9186','S383-18','OdG', 'MB')
('AC04652-2022-11-01-9197','A511-17','yigWHw', 'SL')
('SL04652-2022-11-01-9088','S379-16','eBPVXtjsweikckfN', 'SU')
('SL04652-2022-11-02-9167','S382-23','rZfCp', 'SL')
('SL04652-2022-11-02-9168','S382-24','c', 'SU')
('AC04652-2022-11-02-9051','A503-15','GkQLeJtN', 'UB')
('AC12058-2022-11-01-9156','A509-12','iv', 'SU')
('SL04652-2022-11-02-9171','S383-3','VzfwaKeDdSBQv', 'UB')
('SL22517-2022-11-02-9188','S383-20','B', 'LB')
('SL04652-2022-11-02-9172','S383-4','OxPaybfRiSgWSl', 'LB')
('AC04652-2022-11-02-9055','A504-1','JbSmdgzAGyJXx', 'LB')
('SL22517-2022-11-01-9103','S380-7','jXyctNtCAFBv', 'SL')
('SL04652-2022-11-01-9099','S380-3','omaFtffawft', 'UB')
('SL04652-2022-11-02-9178','S383-10','pwhNgGFIUPCzsjx', 'MB')
('AC12058-2022-11-01-9165','A510-3','EZ', 'UB')
('SL12058-2022-11-01-9178','S383-10','bL', 'MB')
('AC22517-2022-11-01-9053','A503-17','v', 'SL')
('SL22517-2022-11-01-9108','S380-12','oqdVMNCauZqAyuC', 'LB')
('AC12058-2022-11-01-9168','A510-6','WXQMQNDSc', 'SU')
('SL04652-2022-11-02-9182','S383-14','arAqSuqrjOpOTLpu', 'UB')
('AC22517-2022-11-01-9054','A503-18','yykeFCNHGmVLY', 'SU')
('AC04652-2022-11-02-9062','A504-8','eIruKwywNsE', 'LB')
('AC04652-2022-11-01-9213','A512-15','NjCkdrXmkUm', 'UB')
('SL12058-2022-11-01-9185','S383-17','WUhemrDKMdtH', 'LB')
('AC12058-2022-11-01-9174','A510-12','lrewkJcEy', 'SU')
('SL12058-2022-11-01-9186','S383-18','ubgHDAeNaBjpCwS', 'MB')
('AC22517-2022-11-02-9318','A518-12','tKSdMJHripKU', 'SU')
('AC04652-2022-11-02-9065','A504-11','N', 'SL')
('SL22517-2022-11-02-9200','S384-8','lwxVVzGt', 'SU')
('AC04652-2022-11-02-9068','A504-14','YFlh', 'LB')
('AC04652-2022-11-01-9218','A513-2','bIzO', 'LB')
('AC04652-2022-11-02-9071','A504-17','zvHQXQQbAmuBa', 'SL')
('AC22517-2022-11-02-9325','A519-1','meTrFI', 'LB')
('SL04652-2022-11-01-9109','S380-13','aAhLXTQF', 'MB')
('SL04652-2022-11-02-9190','S383-22','VwfARIrSjm', 'UB')
('SL12058-2022-11-01-9196','S384-4','bTLYZjOhVGUGMR', 'LB')
('SL04652-2022-11-02-9192','S383-24','pyabFMA', 'SU')
('SL12058-2022-11-01-9198','S384-6','toa', 'UB')
('SL04652-2022-11-01-9126','S381-6','nlBq', 'UB')
('SL04652-2022-11-01-9127','S381-7','dvw', 'SL')
('SL04652-2022-11-01-9128','S381-8','IDaHfFr', 'SU')
('AC22517-2022-11-02-9346','A520-4','brXuoPG', 'UB')
('AC22517-2022-11-02-9347','A520-5','ZigWfJmNiLkzfidy', 'SL')
('AC12058-2022-11-01-9210','A512-12','IGxvdGuuJIkICSR', 'SU')
('AC04652-2022-11-01-9251','A514-17','yNbu', 'SL')
('SL22517-2022-11-01-9145','S382-1','XLufwyWiawAH', 'LB')
('AC22517-2022-11-02-9351','A520-9','PSKhFNVwP', 'UB')
('SL22517-2022-11-02-9230','S385-14','MupH', 'UB')
('AC22517-2022-11-01-9094','A506-4','ZaavzcfQWia', 'UB')
('AC04652-2022-11-01-9256','A515-4','bOlZPCDPwL', 'UB')
('SL22517-2022-11-02-9232','S385-16','uKqq', 'SU')
('SL22517-2022-11-02-9233','S385-17','uatlqgUEAUHn', 'LB')
('SL22517-2022-11-02-9234','S385-18','kqy', 'MB')
('AC04652-2022-11-01-9258','A515-6','goYnZToipFWHEmHV', 'SU')
('SL22517-2022-11-02-9235','S385-19','qpCpB', 'UB')
('AC22517-2022-11-02-9358','A520-16','TAHETvAVHXRNGe', 'UB')
('SL12058-2022-11-01-9222','S385-6','QfWubWWBL', 'UB')
('SL04652-2022-11-02-9227','S385-11','uPIJWPjYatluCzH', 'UB')
('SL12058-2022-11-01-9226','S385-10','tccgLflgp', 'MB')
('AC04652-2022-11-02-9111','A507-3','eBdrLIQbYfshc', 'UB')
('SL12058-2022-11-01-9229','S385-13','JfLJiyvouG', 'MB')
('AC04652-2022-11-02-9114','A507-6','LCuJRB', 'SU')
('SL04652-2022-11-01-9149','S382-5','cHAbGSfshSHZ', 'MB')
('AC12058-2022-11-01-9223','A513-7','XUvTtMpKbf', 'LB')
('AC22517-2022-11-02-9369','A521-9','fbtWcxnSinUlLAt', 'UB')
('AC22517-2022-11-02-9370','A521-10','miMkGnvqweulkcd', 'UB')
('AC22517-2022-11-02-9371','A521-11','qIplbZFTYtDq', 'SL')
('AC04652-2022-11-02-9117','A507-9','DMinNOprbwyhCL', 'UB')
('SL22517-2022-11-02-9246','S386-6','jCejRHDHinovozz', 'UB')
('SL04652-2022-11-02-9244','S386-4','hylDkCQZBxwmjRP', 'LB')
