('SL22517-2022-11-01-3','S1-3','aGlHy', 'UB')
('SL04652-2022-11-02-5329','S223-1','rlwzarJeEh', 'LB')
('AC04652-2022-11-02-5281','A294-7','SEcXnMxhrBhehH', 'LB')
('SL22517-2022-11-01-5365','S224-13','ctNoDdtKcYVkbLEB', 'MB')
('SL12058-2022-11-01-5357','S224-5','EeAS', 'MB')
('SL04652-2022-11-02-5332','S223-4','HqQV', 'LB')
('AC22517-2022-11-01-5249','A292-11','DEPIDsbpDjmUcmei', 'SL')
('SL04652-2022-11-02-5335','S223-7','nEWjYt', 'SL')
('AC22517-2022-11-01-5252','A292-14','Pk', 'LB')
('SL22517-2022-11-02-5429','S227-5','W', 'MB')
('AC04652-2022-11-01-5399','A300-17','dCAksvjcE', 'SL')
('SL04652-2022-11-02-5339','S223-11','gwgUzjjIQTp', 'UB')
('SL04652-2022-11-02-5340','S223-12','qbs', 'LB')
('SL22517-2022-11-02-5432','S227-8','FfHPARSIEI', 'SU')
('SL12058-2022-11-01-5367','S224-15','EjordbynITrLnlg', 'SL')
('SL22517-2022-11-01-5373','S224-21','vPIDgxU', 'MB')
('SL04652-2022-11-01-5391','S225-15','WimT', 'SL')
('AC04652-2022-11-01-5406','A301-6','TrBte', 'SU')
('AC04652-2022-11-01-5407','A301-7','qZCbjmbJZTsl', 'LB')
('AC22517-2022-11-01-5261','A293-5','tkDh', 'SL')
('AC04652-2022-11-01-5410','A301-10','habXaT', 'UB')
('SL04652-2022-11-02-5351','S223-23','kZBaVkecOXMVjmgw', 'SL')
('SL04652-2022-11-01-5394','S225-18','fdixTBBu', 'MB')
('SL12058-2022-11-01-5377','S225-1','qPLZDIAYVpjj', 'LB')
('SL04652-2022-11-01-5396','S225-20','dxexxEybpde', 'LB')
('AC04652-2022-11-01-5419','A302-1','TtrFeFbnceWMx', 'LB')
('AC04652-2022-11-02-5300','A295-8','KrdtmHMKSGP', 'LB')
('AC22517-2022-11-01-5295','A295-3','BTxOZkKEVAIRzqHt', 'UB')
('AC22517-2022-11-01-5296','A295-4','HfzQMVTfjq', 'UB')
('SL22517-2022-11-02-5481','S229-9','Vi', 'LB')
('SL12058-2022-11-01-5410','S226-10','KHZ', 'MB')
('AC22517-2022-11-01-5299','A295-7','k', 'LB')
('AC04652-2022-11-02-5333','A297-5','peigsDlodlI', 'SL')
('SL22517-2022-11-02-5486','S229-14','G', 'UB')
('AC04652-2022-11-01-5458','A304-4','IMqiaow', 'UB')
('AC12058-2022-11-01-5429','A302-11','UAKUQe', 'SL')
('SL12058-2022-11-01-5425','S227-1','e', 'LB')
('SL12058-2022-11-01-5427','S227-3','akVNpEESdt', 'UB')
('SL22517-2022-11-02-5495','S229-23','UtoYM', 'SL')
('SL22517-2022-11-01-5431','S227-7','PhhxdNxZjmeid', 'SL')
('SL22517-2022-11-01-5436','S227-12','l', 'LB')
('SL04652-2022-11-02-5407','S226-7','eFmkrABogxKjv', 'SL')
('SL22517-2022-11-02-5502','S230-6','yzzCHOxK', 'UB')
('SL04652-2022-11-02-5409','S226-9','wIohDu', 'LB')
('AC22517-2022-11-02-5536','A308-10','ubrM', 'UB')
('AC22517-2022-11-01-5327','A296-17','DMwnN', 'SL')
('SL22517-2022-11-02-5507','S230-11','IexMIQzMdkaR', 'UB')
('AC04652-2022-11-01-5478','A305-6','uMxt', 'SU')
('AC22517-2022-11-02-5541','A308-15','BdM', 'UB')
('SL22517-2022-11-02-5514','S230-18','ATBODYDTIHLJ', 'MB')
('AC04652-2022-11-02-5358','A298-12','fkahbXfYt', 'SU')
('AC12058-2022-11-01-5456','A304-2','HYEaRxyBU', 'LB')
('SL22517-2022-11-01-5451','S228-3','UIueWCGqHcw', 'UB')
('SL04652-2022-11-02-5419','S226-19','BhodnwSgPjE', 'UB')
('AC22517-2022-11-01-5340','A297-12','oLOHrklpaxOk', 'SU')
('AC12058-2022-11-01-5458','A304-4','BUlRaIijhhzZcE', 'UB')
('SL04652-2022-11-01-5470','S228-22','GblwAnrANal', 'UB')
('SL22517-2022-11-02-5521','S231-1','goAutBwwuU', 'LB')
('AC22517-2022-11-02-5553','A309-9','KIHwejwN', 'UB')
('SL12058-2022-11-01-5462','S228-14','tmGZByThz', 'UB')
('SL04652-2022-11-02-5431','S227-7','QGxtqUNyBSgqAAA', 'SL')
('AC12058-2022-11-01-5466','A304-12','ZXZHTHxYujv', 'SU')
('AC22517-2022-11-01-5351','A298-5','LT', 'SL')
('SL22517-2022-11-01-5459','S228-11','ctVIPHqhsRQn', 'UB')
('AC04652-2022-11-02-5372','A299-8','eXQtRuCd', 'LB')
('AC22517-2022-11-01-5358','A298-12','skrtRwYyob', 'SU')
('SL12058-2022-11-01-5468','S228-20','ocvDVnCYoXaZS', 'LB')
('SL12058-2022-11-01-5469','S228-21','qLtjqfz', 'MB')
('AC04652-2022-11-01-5504','A306-14','XZxYlB', 'LB')
('SL22517-2022-11-02-5537','S231-17','MGdrgxUHIMqZpZ', 'LB')
('SL22517-2022-11-02-5538','S231-18','h', 'MB')
('AC22517-2022-11-02-5571','A310-9','EwBmJjuWAogHkk', 'UB')
('AC12058-2022-11-01-5476','A305-4','J', 'UB')
('SL04652-2022-11-01-5486','S229-14','KsSwNbMpcx', 'UB')
('AC04652-2022-11-01-5507','A306-17','NNjhscKhlt', 'SL')
('AC22517-2022-11-02-5574','A310-12','RdxpaOtWqHgrKQB', 'SU')
('SL22517-2022-11-02-5540','S231-20','DpUrxodIZISNjk', 'LB')
('AC04652-2022-11-02-5383','A300-1','vIVVben', 'LB')
('AC04652-2022-11-01-5510','A307-2','AjhCnCyHqLXlFgvR', 'LB')
('AC04652-2022-11-01-5511','A307-3','LDVNVRZ', 'UB')
('AC04652-2022-11-02-5387','A300-5','YmGlodwl', 'SL')
('SL22517-2022-11-01-5479','S229-7','DRyx', 'SL')
('SL12058-2022-11-01-5476','S229-4','YCYGkPU', 'LB')
('AC12058-2022-11-01-5486','A305-14','QdzGopS', 'LB')
('SL04652-2022-11-01-5499','S230-3','ROZTEx', 'UB')
('AC04652-2022-11-02-5394','A300-12','jRYTeKuNm', 'SU')
('SL12058-2022-11-01-5480','S229-8','OhhVofs', 'SU')
('SL22517-2022-11-02-5556','S232-12','cNUG', 'LB')
('SL12058-2022-11-01-5481','S229-9','QTxFyJZOzjTVUi', 'LB')
('SL04652-2022-11-02-5464','S228-16','ymFOpjAaUAPKf', 'SU')
('SL12058-2022-11-01-5482','S229-10','WHmhggPRH', 'MB')
('SL22517-2022-11-02-5560','S232-16','iJNxJIhdewNJD', 'SU')
('SL04652-2022-11-02-5468','S228-20','MWNPecLPSaer', 'LB')
('AC04652-2022-11-02-5435','A302-17','fF', 'SL')
('AC22517-2022-11-02-5619','A313-3','ubOIfNoVKLTDoz', 'UB')
('AC12058-2022-11-01-5520','A307-12','AhIB', 'SU')
('AC22517-2022-11-02-5622','A313-6','MESVLUSQVOTSR', 'SU')
('AC12058-2022-11-01-5524','A307-16','TjF', 'UB')
('SL12058-2022-11-01-5517','S230-21','YZS', 'MB')
('SL04652-2022-11-02-5506','S230-10','kCWUqCV', 'MB')
('SL04652-2022-11-02-5507','S230-11','fZzQ', 'UB')
('SL12058-2022-11-01-5521','S231-1','PLsqcqAGykHoz', 'LB')
('AC04652-2022-11-01-5563','A310-1','tMyJA', 'LB')
('AC22517-2022-11-02-5631','A313-15','KbtA', 'UB')
('SL04652-2022-11-01-5545','S232-1','kJowzaPL', 'LB')
('AC12058-2022-11-01-5533','A308-7','ZF', 'LB')
('SL22517-2022-11-01-5547','S232-3','q', 'UB')
('AC22517-2022-11-02-5656','A315-4','lKQ', 'UB')
('SL12058-2022-11-01-5547','S232-3','rcsundnxW', 'UB')
('AC22517-2022-11-01-5438','A303-2','RYJnyz', 'LB')
('AC22517-2022-11-02-5674','A316-4','qOzKoKfXrazu', 'UB')
('SL22517-2022-11-02-5655','S236-15','bBAvePFgSavSEbz', 'SL')
('SL22517-2022-11-01-5591','S233-23','yFCyCOXBDjjTPuk', 'SL')
('SL04652-2022-11-02-5581','S233-13','gLqErvs', 'MB')
('SL04652-2022-11-01-5611','S234-19','AWbKaAAgyJ', 'UB')
('SL22517-2022-11-01-5594','S234-2','VjwvxmMNIUwv', 'MB')
('SL22517-2022-11-01-5596','S234-4','c', 'LB')
('SL22517-2022-11-02-5675','S237-11','RfgVlxLrVnSLAKeK', 'UB')
('AC04652-2022-11-02-5512','A307-4','EOdv', 'UB')
('AC12058-2022-11-01-5609','A312-11','VwU', 'SL')
('AC22517-2022-11-02-5705','A317-17','Hv', 'SL')
('SL22517-2022-11-02-5678','S237-14','endneq', 'UB')
('SL22517-2022-11-01-5601','S234-9','zHpNneuETK', 'LB')
('AC22517-2022-11-02-5708','A318-2','SnlmExqy', 'LB')
('SL12058-2022-11-01-5596','S234-4','gVTFDqxCmIaMannk', 'LB')
