('AC22517-2022-11-01-1494','A83-18','efRaEXaY', 'SU')
('SL04652-2022-11-02-13080','S545-24','BczHiIAjCnEJ', 'SU')
('SL12058-2022-11-01-12913','S539-1','WSTiLnqzafHWjfw', 'LB')
('SL04652-2022-11-01-13077','S545-21','OItZXkj', 'MB')
('SL04652-2022-11-01-13078','S545-22','kgAGIBxdLRhKgr', 'UB')
('AC22517-2022-11-01-13233','A736-3','Cjd', 'UB')
('AC04652-2022-11-01-13409','A745-17','tpxWhD', 'SL')
('SL22517-2022-11-01-13071','S545-15','iwHWRmqHHGQRnh', 'SL')
('SL04652-2022-11-01-13166','S549-14','ANqwC', 'UB')
('AC22517-2022-11-02-13253','A737-5','wfnWuvptGMaxsUe', 'SL')
('AC22517-2022-11-02-13254','A737-6','N', 'SU')
('AC12058-2022-11-01-13277','A738-11','qGZUXyU', 'SL')
('AC12058-2022-11-01-13281','A738-15','dVqwCjZfvNsfD', 'UB')
('SL22517-2022-11-01-13090','S546-10','iJJDMbCWBteqnC', 'MB')
('SL22517-2022-11-02-13202','S551-2','ip', 'MB')
('AC12058-2022-11-01-13311','A740-9','YvwLfqBSb', 'UB')
('SL04652-2022-11-01-13223','S551-23','tEaYL', 'SL')
('SL12058-2022-11-01-13029','S543-21','j', 'MB')
('SL04652-2022-11-01-13225','S552-1','wvrFiGidVYtV', 'LB')
